,Common Name,Kingdom,Phylum,Class,Link,Description,biogeographic realm,eats,geographic distribution includes,habitat,has host,life span,litters per year,locomotion,population trend,prenatal development duration,preys on,weight,auditory system,ecoregion,hearing range,hearing threshold,mineralized skeleton contains,type specimen repository,visual system,body mass,genome size,behavioral circadian rhythm,is vector for,has ectoparasite,conservation status,bill length,body length,ecomorphological guild,foraging habitat,tarsometatarsus + middle toe length,temperature at range midpoint latitude,trophic guild,clutch/brood/litter size,parasitized by,body shape,diet includes,mating system,native range includes,parental care,social system,growth rate,motility,trophic level,onset of fertility,mutualistic with,visits flowers of,basal metabolic rate,initial mortality rate,sensory system,parasite of,number of public records in bold,symbiont of,host of,tarsus length,middle toe length,body temperature,is eaten by,has endoparasite,egg mass,harvested in,used for
0,Somali fiscal,Animalia,Chordata,Aves,https://eol.org/pages/45514267,Lanius somalicus (Somali Fiscal) is a species of birds in the family true shrikes. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Ethiopia,"tropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Somali Acacia-Commiphora Bushlands And Thickets,,10 dB,apatite,,corneal eyes,48 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali lark,Animalia,Chordata,Aves,https://eol.org/pages/45515341,Mirafra somalica (Red Somali Lark) is a species of birds in the family larks. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Somalia,"grassland,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Hobyo Grasslands And Shrublands,,10 dB,apatite,,corneal eyes,50.2 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali ostrich,Animalia,Chordata,Aves,https://eol.org/pages/45513750,Struthio molybdophanes (Somali Ostrich) is a species of birds in the family ostriches. They are listed as vulnerable by IUCN. They are diurnal.,,,Kenya,"savanna,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,diurnal,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1049701,Columba oliviae (Somali Pigeon) is a species of birds in the family Columbidae. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Somalia,"coastal,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Somali Montane Xeric Woodlands,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45515589,Passer castanopterus (Somali Sparrow) is a species of birds in the family Old World sparrows. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Djibouti,marine,,,,bipedal movement,Stable,,,,tympanic middle ear,Northern Zanzibar-Inhambane Coastal Forest Mosaic,5000 Hz,10 dB,apatite,,corneal eyes,18 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali starling,Animalia,Chordata,Aves,https://eol.org/pages/45515530,Onychognathus blythii (Somali Chestnut Winged Starling) is a species of birds in the family starlings. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Djibouti,"tropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Somali Acacia-Commiphora Bushlands And Thickets,,10 dB,apatite,,corneal eyes,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali thrush,Animalia,Chordata,Aves,https://eol.org/pages/45515570,Turdus ludoviciae (Somali Thrush) is a species of birds in the family thrushes. They are listed as vulnerable by IUCN. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Somalia,terrestrial,,,,bipedal movement,Decreasing,,,,tympanic middle ear,Somali Montane Xeric Woodlands,,10 dB,apatite,,corneal eyes,62 g,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somali wheatear,Animalia,Chordata,Aves,https://eol.org/pages/45514814,Oenanthe phillipsi (Somali Wheatear) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Ethiopia,"grassland,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Somali Acacia-Commiphora Bushlands And Thickets,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sombre greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514345,Andropadus importunus (Sombre Bulbul) is a species of birds in the family bulbuls. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Erianthemum dregei (Eckl. & Zeyh.) van Tiegh.,Mozambique,"coastal,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,,apatite,,corneal eyes,30.9 g,,,Ficus burtt-davyi Hutch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sombre hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45512254,Aphantochroa cirrochloris (Sombre Hummingbird) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Norantea and bananas and plantains. They rely on flight to move around.,The Neotropics,,Brazil,"subtropical,terrestrial",,,,bipedal movement,Unknown,,,,tympanic middle ear,,,,apatite,,corneal eyes,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,Canistrum triangulare L. B. Sm. & Reitz,Norantea,,,,,,,,,,,,,,,
0,Sombre kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516477,Todiramphus funebris (Sombre Kingfisher) is a species of birds in the family Alcedinidae. They are listed as vulnerable by IUCN. They rely on flight to move around.,,,Indonesia,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sombre nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45514021,Caprimulgus fraenatus (Dusky Nightjar) is a species of birds in the family Caprimulgidae. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Ethiopia,terrestrial,,,,bipedal movement,Stable,,,,tympanic middle ear,Southern Acacia-Commiphora Bushlands And Thickets,5000 Hz,20 dB,apatite,,corneal eyes,65 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sombre pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516330,Cryptophaps poecilorrhoa (Sombre Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Sulawesi Montane Rain Forests,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sombre rock chat,Animalia,Chordata,Aves,https://eol.org/pages/45514818,Oenanthe dubia (Sombre Rock Chat) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,,,Ethiopia,"tropical,terrestrial",,,,flight,Unknown,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sombre tit,Animalia,Chordata,Aves,https://eol.org/pages/45515858,Poecile lugubris (Sombre Tit) is a species of birds in the family Paridae. They rely on flight to move around.,,,Albania,mountain,,,,bipedal movement,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,15.8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Song parrot,Animalia,Chordata,Aves,https://eol.org/pages/45518016,Geoffroyus heteroclitus (Song Parrot) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,australasia,,Solomon Islands,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,otoliths,,,20 dB,apatite,,corneal eyes,180 g,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Song sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511186,"Melospiza melodia (Song Sparrow) is a species of birds in the family Passerellidae. They are native to The Nearctic. They visit flowers of gum and African cornflag. They are solitary, diurnal herbivores. They have parental care (paternal care and female provides care). They rely on flight to move around.",The Nearctic,,Manitoba,,,,2.5 /year,,Stable,12 days,,,,,,,,,,,,,,,,,,,,,,insectivore,,,bilaterally symmetric,mollusks,monogamous,The Nearctic,,solitary,,,,,,,0.25 watts,,,,,,,,,,,,,,
0,Song thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510220,"Turdus philomelos (Song Thrush) is a species of birds in the family thrushes. They are found in Afrotropics, australasia, and the palearctic. They visit flowers of black cherry and Leucopogon fasciculatus. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",Afrotropics,Crataegus monogyna Jacq. (Hawthorn),South Pacific,lake,,17.7 years,,flight,Increasing,,Lumbricidae (earthworms),67.8 g,,,,,,,,,,,,,,,,,terrestrial,,,invertivore,,,,,,,,,,,,,,,0.726 watts,,,,,,,,,,,,,,
0,Song wren,Animalia,Chordata,Aves,https://eol.org/pages/45510136,Cyphorhinus phaeocephalus (Song Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"forest,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,NHMUK,corneal eyes,24.6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooretama slaty antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45512643,Thamnophilus ambiguus (Sooretama Slaty Antshrike) is a species of birds in the family typical antbirds. They rely on flight to move around.,,,Brazil,terrestrial,,,,bipedal movement,Stable,,,,otoliths,,1000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty albatross,Animalia,Chordata,Aves,https://eol.org/pages/45512096,"Phoebetria fusca (Sooty Albatross) is a species of birds in the family albatrosses. They are listed as endangered by IUCN. They are found in australasia, Afrotropics, and Antarctica. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",australasia,Illex Steenstrup 1880,South Africa,marine,,,,flight,Decreasing,,Histioteuthis macrohista Voss 1969 (Jewel Squid),,tympanic middle ear,,,,,,corneal eyes,,,,,,,,,nectonic,marine pelagic,,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty ant tanager,Animalia,Chordata,Aves,https://eol.org/pages/921777,Habia gutturalis (Sooty Ant Tanager) is a species of birds in the family cardinals. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"valley,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Magdalena-Urabá Moist Forests,,10 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty antbird,Animalia,Chordata,Aves,https://eol.org/pages/52570777,Hafferia fortis (Sooty Antbird) is a species of birds in the family typical antbirds. They rely on flight to move around.,,,,terrestrial,,,,flight,Stable,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty babbler,Animalia,Chordata,Aves,https://eol.org/pages/45517131,Stachyris herberti (Sooty Babbler) is a species of birds in the family babblers. They are found in the indo-malayan realm. They rely on flight to move around.,the indo-malayan realm,,Vietnam,"tropical,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,Northern Annamites Rain Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty barbet,Animalia,Chordata,Aves,https://eol.org/pages/45516541,Caloramphus hayii (Malay Brown Barbet) is a species of birds in the family Asian barbets. They are listed as near threatened by IUCN. They rely on flight to move around.,,,Malaysia,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,otoliths,,1000 Hz,20 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty barbthroat,Animalia,Chordata,Aves,https://eol.org/pages/45512220,Threnetes niger (Sooty Barbthroat) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Guyana,"tropical,terrestrial",,,,bipedal movement,Unknown,,,,tympanic middle ear,Guianan Moist Forests,,20 dB,apatite,,corneal eyes,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty bushtit,Animalia,Chordata,Aves,https://eol.org/pages/45518958,Aegithalos fuliginosus (Sooty Bushtit) is a species of birds in the family bushtits. They are found in the palearctic. They rely on flight to move around.,the palearctic,,China,"temperate,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,10 dB,apatite,"Harvard UNiversity, Museum of Comparative Zoology",corneal eyes,8 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty chat,Animalia,Chordata,Aves,https://eol.org/pages/45514801,Myrmecocichla nigra (Sooty Chat) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Zambia,terrestrial,,,,flight,Stable,,,,tympanic middle ear,Southern Zanzibar-Inhambane Coastal Forest Mosaic,5000 Hz,10 dB,apatite,,corneal eyes,46 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty falcon,Animalia,Chordata,Aves,https://eol.org/pages/45514165,Falco concolor (Sooty Falcon) is a species of birds in the family falcons. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in Afrotropics and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,Afrotropics,,Mozambique,"desert,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,,,,,corneal eyes,250 g,,diurnal,,,,,,,terrestrial,,,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514731,Muscicapa infuscata (Sooty Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Angola,tropical,,,,flight,,,,,tympanic middle ear,Southern Congolian Forest-Savanna Mosaic,5000 Hz,10 dB,apatite,NHMUK,corneal eyes,20 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty fox sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511182,Passerella unalaschcensis (Sooty Fox Sparrow) is a species of birds in the family Passerellidae. They rely on flight to move around.,,,United States,,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty grassquit,Animalia,Chordata,Aves,https://eol.org/pages/892210,Tiaris fuliginosus (Sooty Grassquit) is a species of birds in the family tanagers. They rely on flight to move around.,,,Brazil,montane forest,,,,bipedal movement,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,16 g,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty grouse,Animalia,Chordata,Aves,https://eol.org/pages/45510629,Dendragapus fuliginosus (Sooty Grouse) is a species of birds in the family Phasianidae. They rely on flight to move around.,,,United States,"coastal,terrestrial",,,,bipedal movement,Decreasing,,,,otoliths,,1000 Hz,20 dB,apatite,,corneal eyes,1273 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty gull,Animalia,Chordata,Aves,https://eol.org/pages/45516173,Ichthyaetus hemprichii (Sooty Gull) is a species of birds in the family Laridae. They are associated with freshwater habitat. They rely on flight to move around.,,,Bahrain,intertidal zone,,,,flight,,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,Quadraceps punctatus (Burmeister 1838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty myzomela,Animalia,Chordata,Aves,https://eol.org/pages/45518405,Myzomela tristrami (Sooty Myzomela) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,australasia,,South Pacific,terrestrial,,,,flight,Stable,,,,tympanic middle ear,Solomon Islands Rain Forests,5000 Hz,10 dB,apatite,,corneal eyes,16.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty oystercatcher,Animalia,Chordata,Aves,https://eol.org/pages/45516131,Haematopus fuliginosus (Sooty Oystercatcher) is a species of birds in the family oystercatchers. They are found in australasia. They rely on flight to move around.,australasia,,Timor Sea,"intertidal zone,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,20 dB,apatite,,corneal eyes,980 g,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty shearwater,Animalia,Chordata,Aves,https://eol.org/pages/1047364,Ardenna grisea (Sooty Shearwater) is a species of birds in the family Procellariidae. They are listed as near threatened by IUCN. They rely on flight to move around.,,,United States,"marine,marine",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haliaeetus leucocephalus (Linnaeus 1766) (Bald eagle),,,,
0,Sooty shrikethrush,Animalia,Chordata,Aves,https://eol.org/pages/45516841,"Colluricincla tenebrosa (Sooty Shrikethrush) is a species of birds in the family whistlers. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.","Oceania continent (Australia, NZ and islands)",,Palau,"tropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Palau Tropical Moist Forests,,10 dB,apatite,,corneal eyes,46 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty swift,Animalia,Chordata,Aves,https://eol.org/pages/1048552,Cypseloides fumigatus (Sooty Swift) is a species of birds in the family swifts. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Bolivia,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Serra Do Mar Coastal Forests,,20 dB,apatite,,corneal eyes,44 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty tern,Animalia,Chordata,Aves,https://eol.org/pages/45509324,Onychoprion fuscatus (Sooty Tern) is a species of birds in the family Laridae. They rely on flight to move around.,,Sthenoteuthis Verrill 1880,Indian Ocean,coastal,,35.8 years,1 /year,flight,Unknown,28 days,,23.4 g,,,,,,,corneal eyes,,,,,,,,,nectonic,,,,,,,,,,,,,0.11 /day,,,,,,,,,,,,,,,,,,,,
0,Sooty thicket fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518652,Rhipidura threnothorax (Sooty Thicket Fantail) is a species of birds in the family Rhipiduridae. They are found in australasia. They rely on flight to move around.,australasia,,South Pacific,"tropical,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,Southeastern Papuan Rain Forests,,10 dB,apatite,,corneal eyes,20 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510221,Turdus nigrescens (Sooty Robin) is a species of birds in the family thrushes. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,Oreopanax,Costa Rica,"valley,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,,corneal eyes,96 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sooty tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513005,Serpophaga nigricans (Sooty Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Bolivia,"tropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Southern Cone Mesopotamian Savanna,,10 dB,apatite,,corneal eyes,8.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
