,Common Name,Kingdom,Phylum,Class,Link,Description,biogeographic realm,eats,geographic distribution includes,habitat,has host,life span,litters per year,locomotion,population trend,prenatal development duration,preys on,weight,auditory system,ecoregion,hearing range,hearing threshold,mineralized skeleton contains,type specimen repository,visual system,body mass,genome size,behavioral circadian rhythm,is vector for,has ectoparasite,conservation status,bill length,body length,ecomorphological guild,foraging habitat,tarsometatarsus + middle toe length,temperature at range midpoint latitude,trophic guild,clutch/brood/litter size,parasitized by,body shape,diet includes,mating system,native range includes,parental care,social system,growth rate,motility,trophic level,onset of fertility,mutualistic with,visits flowers of,basal metabolic rate,initial mortality rate,sensory system,parasite of,number of public records in bold,symbiont of,host of,tarsus length,middle toe length,body temperature,is eaten by,has endoparasite,egg mass,harvested in,used for
0,South Island piopio,Animalia,Chordata,Aves,https://eol.org/pages/45518636,Turnagra capensis (South Island Piopio) is a species of birds in the family orioles. This species is extinct. They rely on flight to move around.,,,New Zealand,terrestrial,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,100 g,,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,South Island robin,Animalia,Chordata,Aves,https://eol.org/pages/45518328,Petroica australis (New Zealand Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,australasia,Laurus nobilis L. (Bay Laurel),South Pacific,coastal,,,,flight,,,,,tympanic middle ear,Northland Temperate Kauri Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,South Island saddleback,Animalia,Chordata,Aves,https://eol.org/pages/45518145,Philesturnus carunculatus (Saddleback) is a species of birds in the family New Zealand wattlebirds. They are diurnal. They rely on flight to move around.,,Myoporum laetum G. Forst. (Mousehole tree),New Zealand,coastal,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,diurnal,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,Fowlpox virus,,,,,,,,
0,South Island snipe,Animalia,Chordata,Aves,https://eol.org/pages/18781022,Coenocorypha iredalei (South Island Snipe) is a species of birds in the family Scolopacidae. This species is extinct. They rely on flight to move around.,,,South Pacific,terrestrial,,,,flight,,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,South Island takahē,Animalia,Chordata,Aves,https://eol.org/pages/264283,Porphyrio hochstetteri (South Island Takahe) is a species of birds in the family rails. They are listed as endangered by IUCN. They are native to Australia. They are diurnal herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,Chionochloa rubra Zotov,New Zealand,mountain,,,,flight,Increasing,,,,,,,,,,corneal eyes,,,,,,,,,,,,,folivore,,,bilaterally symmetric,leaves,monogamous,Australia,provisioning,,,,,,,,,,,,,,,,,,,,,,
0,South Melanesian cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/45518189,Coracina caledonica (Melanesian Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They are found in australasia. They rely on flight to move around.,australasia,,Malaysia,tropical,,,,bipedal movement,,,,,tympanic middle ear,Solomon Islands Rain Forests,5000 Hz,10 dB,apatite,NHMUK,corneal eyes,180 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,South Moluccan pitta,Animalia,Chordata,Aves,https://eol.org/pages/43501697,Erythropitta rubrinucha (South Moluccan Pitta) is a species of birds in the family pittas. They rely on flight to move around.,,,Indonesia,subtropical,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,South Pare whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/52232930,Zosterops winifredae (South Pare White Eye) is a species of birds in the family white-eyes. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,,mountain,,,,flight,,,,,tympanic middle ear,Eastern Arc Forests,5000 Hz,10 dB,apatite,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,South polar skua,Animalia,Chordata,Aves,https://eol.org/pages/55381972,south polar skua adenovirus-6 is a species of  in the family Adenoviridae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern antpipit,Animalia,Chordata,Aves,https://eol.org/pages/45513023,Corythopis delalandi (Southern Antpipit) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Bolivia,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Pantanal,,10 dB,apatite,,corneal eyes,16 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern bald ibis,Animalia,Chordata,Aves,https://eol.org/pages/45513840,Geronticus calvus (Bald Ibis) is a species of birds in the family Threskiornithidae. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,South Africa,"arid,terrestrial",,15.3 years,,flight,Decreasing,,,,tympanic middle ear,,,20 dB,apatite,,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern banded snake eagle,Animalia,Chordata,Aves,https://eol.org/pages/1047570,Circaetus fasciolatus (Fasciated Snake Eagle) is a species of birds in the family Accipitridae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Tanzania,"coastal,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,,,20 dB,apatite,,corneal eyes,1100 g,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern beardless tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45511751,Camptostoma obsoletum (Southern Beardless Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,Myrsine coriacea (Sw.) R. Br. (leathery colicwood),South Pacific,"savanna,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,,apatite,,corneal eyes,10 g,1.199 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern bentbill,Animalia,Chordata,Aves,https://eol.org/pages/45511782,Oncostoma olivaceum (Southern Bentbill) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,Colombia,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Eastern Panamanian Montane Forests,,10 dB,apatite,,corneal eyes,6.6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern black flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514711,Melaenornis pammelaina (Southern Black Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Mozambique,"mountain,terrestrial",,,,flight,Stable,,,,tympanic middle ear,Kwazulu-Cape Coastal Forest Mosaic,,10 dB,apatite,,corneal eyes,32.4 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern black korhaan,Animalia,Chordata,Aves,https://eol.org/pages/45513880,Afrotis afra (Southern Black Bustard) is a species of birds in the family bustards. They are listed as vulnerable by IUCN and in cites appendix ii. They rely on flight to move around.,,,United States,"arid,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,Zoologisches Forschungsmuseum Alexander Koenig,corneal eyes,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern black tit,Animalia,Chordata,Aves,https://eol.org/pages/45515271,Melaniparus niger (Southern Black Tit) is a species of birds in the family Paridae. They rely on flight to move around.,,,Mozambique,subtropical,,,,bipedal movement,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,26 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,
0,Southern boubou,Animalia,Chordata,Aves,https://eol.org/pages/45515203,Laniarius ferrugineus (Southern Boubou) is a species of birds in the family Bushshrike. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Olea europaea L. (olive tree),Mozambique,"tropical,freshwater habitat",,,,flight,Stable,,,,tympanic middle ear,,,,apatite,NHMUK,corneal eyes,54 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern bristle tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45513052,Pogonotriccus eximius (Southern Bristle Tyrant) is a species of birds in the family tyrant flycatchers. They are listed as near threatened by IUCN. They rely on flight to move around.,,,Brazil,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern brown kiwi,Animalia,Chordata,Aves,https://eol.org/pages/1178363,"Apteryx australis (Brown Kiwi) is a species of birds in the family kiwis. They are listed as vulnerable by IUCN. They are native to Australia. They are solitary, nocturnal carnivores. They have parental care (paternal care and female provides care). They rely on running to move around.",,,United States,,,,,,Decreasing,6 weeks,,,,,,,,,,,,,,,,,,,,,,invertivore,,,bilaterally symmetric,insects,monogamous,Australia,,solitary,0.0312 /day,,,,,,4.029 watts,,,,,,,,,,,,15 oz,,
0,Southern carmine beeeater,Animalia,Chordata,Aves,https://eol.org/pages/45514083,Merops nubicoides (Southern Carmine Bee Eater) is a species of birds in the family bee-eaters. They rely on flight to move around.,,,Swaziland,freshwater habitat,,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,corneal eyes,75 g,,,,Meropoecus eichleri Tendeiro 1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern cassowary,Animalia,Chordata,Aves,https://eol.org/pages/45515896,"Casuarius casuarius (Double Wattled Cassowary) is a species of birds in the family Casuariidae. They are native to Australia. They are solitary, diurnal herbivores. They have parental care (only male provides care, female provides care, and paternal care). They rely on running to move around.",australasia,,United States,,,,,running,Decreasing,,,,,,,,,NHMUK,,,,,,,,,,,terrestrial,,,frugivore,,,bilaterally symmetric,insects,polyandrous,Australia,,solitary,,,,,,,,,,,,,,,,,,,,,
0,Southern citril,Animalia,Chordata,Aves,https://eol.org/pages/45515715,Crithagra hyposticta (Southern Citril) is a species of birds in the family finches. They rely on flight to move around.,,,Mozambique,terrestrial,,,,bipedal movement,Stable,,,,otoliths,,1000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern emuwren,Animalia,Chordata,Aves,https://eol.org/pages/45518071,Stipiturus malachurus (Southern Emu Wren) is a species of birds in the family Maluridae. They are found in australasia. They rely on flight to move around.,australasia,,Australia,"dune,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Tasmanian Temperate Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern fiscal,Animalia,Chordata,Aves,https://eol.org/pages/45514269,Lanius collaris (Common Fiscal) is a species of birds in the family true shrikes. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Rhabdomys pumilio (Sparrman 1784) (Four-striped Grass Mouse),Mozambique,dune,,,,flight,,,Chrysococcyx klaas (Stephens 1815) (Klaas's Cuckoo),,tympanic middle ear,,,10 dB,apatite,,corneal eyes,52 g,,,Ficus burtt-davyi Hutch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern fulmar,Animalia,Chordata,Aves,https://eol.org/pages/45511495,"Fulmarus glacialoides (Antarctic Fulmar) is a species of birds in the family Procellariidae. They are found in Afrotropics, australasia, and Antarctica. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",Afrotropics,Myctophidae (lanternfishes),South Africa,scree,,,,flight,Stable,,Ancistrocheirus lesueurii (d'Orbigny) (sharpear enope squid),,tympanic middle ear,,,,,,corneal eyes,,,,,,,,,nectonic,marine pelagic,,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern giant petrel,Animalia,Chordata,Aves,https://eol.org/pages/45512099,"Macronectes giganteus (Antarctic Giant Petrel) is a species of birds in the family Procellariidae. They are found in Afrotropics, australasia, Antarctica, and The Neotropics. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.",Afrotropics,,Southern Ocean,coral reef,,13.5 years,,flight,Increasing,,Nototheniidae (cod icefishes),3697.5 g,,,,,,NHMUK,,,,,,,,,,nectonic,marine pelagic,,,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern grosbeakcanary,Animalia,Chordata,Aves,https://eol.org/pages/45515731,Crithagra buchanani (Southern Grosbeak Canary) is a species of birds in the family finches. They rely on flight to move around.,,,Kenya,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern ground hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1048004,"Bucorvus leadbeateri (Southern Ground Hornbill) is a species of birds in the family ground-hornbills. They are listed as vulnerable by IUCN. They are native to Ethiopia. They are diurnal carnivores. They have parental care (female provides care, paternal care, and cooperative breeding). They rely on flight to move around.",Afrotropics,,Mozambique,,,70 years,,flight,Decreasing,,,,,,,,,,,,,,,,,,,,,,,vertivore,,,bilaterally symmetric,insects,monogamous,Ethiopia,provisioning,group living,,,,,,,,,,,,,,,,,,,,,
0,Southern hill myna,Animalia,Chordata,Aves,https://eol.org/pages/45517390,Gracula indica (Southern Hill Myna) is a species of birds in the family starlings. They rely on flight to move around.,,,India,,,,,bipedal movement,,,,,otoliths,,1000 Hz,10 dB,apatite,,corneal eyes,126 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern hyliota,Animalia,Chordata,Aves,https://eol.org/pages/45514674,Hyliota australis (Southern Hyliota) is a species of birds in the family Hyliotidae. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Mozambique,"subtropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,,10 dB,apatite,NHMUK,corneal eyes,14 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern lapwing,Animalia,Chordata,Aves,https://eol.org/pages/45509148,Vanellus chilensis (Southern Lapwing) is a species of birds in the family Charadriidae. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,United States,"arid,terrestrial",,,,flight,Increasing,,,,tympanic middle ear,,,20 dB,apatite,,corneal eyes,426 g,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern Marquesan reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518756,"Acrocephalus mendanae (Marquesan Reed Warbler) is a species of birds in the family Acrocephalidae. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.","Oceania continent (Australia, NZ and islands)",,French Polynesia,,,,,bipedal movement,,,,,tympanic middle ear,Marquesas Tropical Moist Forests,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern martin,Animalia,Chordata,Aves,https://eol.org/pages/45511461,Progne elegans (Southern Martin) is a species of birds in the family swallows. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,South Pacific,"tropical,terrestrial",,,,flight,Stable,,,,tympanic middle ear,Southern Andean Yungas,,10 dB,apatite,,corneal eyes,54.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern masked weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514968,Ploceus velatus (African Masked Weaver) is a species of birds in the family Weavers & allies. They are associated with freshwater habitat. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Melita,United States,"savanna,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,,apatite,"University Museum of Zoology, Cambridge",corneal eyes,36.4 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern mealy amazon,Animalia,Chordata,Aves,https://eol.org/pages/45511655,Amazona farinosa (Southern Mealy Amazon) is a species of birds in the family parrots. They are listed as near threatened by IUCN and in cites appendix ii. They are native to The Neotropics. They are diurnal herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,The Neotropics,,United States,,,,,flight,Decreasing,,,626 g,,,,,,,,,,,,,,,,,,,,granivore,,,bilaterally symmetric,leaves,monogamous,The Neotropics,provisioning,group living,,,,,,,,,,,,,,,,,,,,,
0,Southern mountain cacique,Animalia,Chordata,Aves,https://eol.org/pages/45513441,Cacicus chrysonotus (Mountain Cacique) is a species of birds in the family New World blackbirds. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,Clusia (attorney),Bolivia,subtropical,,,,flight,,,,,tympanic middle ear,Peruvian Yungas,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern nightingalewren,Animalia,Chordata,Aves,https://eol.org/pages/45510134,Microcerculus marginatus (Scaly Breasted Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,South Atlantic,"tropical,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,TapajóS-Xingu Moist Forests,,10 dB,apatite,,corneal eyes,17.3 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern pied babbler,Animalia,Chordata,Aves,https://eol.org/pages/45514640,Turdoides bicolor (Southern Pied Babbler) is a species of birds in the family Leiothrichidae. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Mozambique,freshwater habitat,,,,bipedal movement,Decreasing,,,,tympanic middle ear,Angolan Mopane Woodlands,,10 dB,apatite,"University Museum of Zoology, Cambridge",corneal eyes,90 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern pochard,Animalia,Chordata,Aves,https://eol.org/pages/1048528,Netta erythrophthalma (Southern Pochard) is a species of birds in the family Anatidae. They are found in Afrotropics and The Neotropics. They rely on flight and drag powered swimming to move around.,Afrotropics,Oryza sativa L. (rice),United States,terrestrial,,,,flight,Decreasing,,,,tympanic middle ear,Zambezian Flooded Grasslands,,20 dB,apatite,,corneal eyes,870 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern red bishop,Animalia,Chordata,Aves,https://eol.org/pages/45510247,Euplectes orix (Southern Red Bishop) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Phalaris (Canarygrasses),United States,"grassland,terrestrial",,,,flight,Stable,,,,tympanic middle ear,,,,apatite,,corneal eyes,26 g,1.186 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern rockhopper penguin,Animalia,Chordata,Aves,https://eol.org/pages/1228923,Eudyptes chrysocome chrysocome (American Southern Rockhopper Penguin) is a subspecies of birds in the family penguins. They rely on flight and lift powered swimming to move around.,,,,,,,,flight,,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern royal albatross,Animalia,Chordata,Aves,https://eol.org/pages/45512094,"Diomedea epomophora (Royal Albatross) is a species of birds in the family albatrosses. They are listed as vulnerable by IUCN. They are native to Australia, Pacific Ocean, and The Neotropics. They are solitary, nocturnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on gliding and flight to move around.",,,South Pacific,,,,,,Stable,,,,,,,,,NHMUK,,,,,,,,,,nectonic,marine pelagic,,,invertivore,,,bilaterally symmetric,mollusks,monogamous,Australia,,solitary,0.026 /day,,,,,,,,,,,,,,,,,,,,
0,Southern screamer,Animalia,Chordata,Aves,https://eol.org/pages/45512013,Chauna torquata (Southern Screamer) is a species of birds in the family screamers. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,The Neotropics,,United States,"tropical,freshwater habitat",,,,flight,Stable,,,,tympanic middle ear,,,20 dB,apatite,,corneal eyes,4400 g,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern scrub flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513073,Sublegatus modestus (Southern Scrub Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,South Atlantic,"tropical,terrestrial",,,,flight,Increasing,,,,tympanic middle ear,Atlantic Dry Forests,,10 dB,apatite,,corneal eyes,15.7 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern scrub robin,Animalia,Chordata,Aves,https://eol.org/pages/45518332,Drymodes brunneopygia (Southern Scrub Robin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,australasia,,Australia,"coastal,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,Tirari-Sturt Stony Desert,,10 dB,apatite,,corneal eyes,40 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern shrikebill,Animalia,Chordata,Aves,https://eol.org/pages/45518235,Clytorhynchus pachycephaloides (Southern Shrikebill) is a species of birds in the family monarch flycatchers. They are found in australasia. They rely on flight to move around.,australasia,,New Caledonia,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,New Caledonia Dry Forests,,10 dB,apatite,,corneal eyes,25 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern silvery kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516501,Ceyx argentatus (Silvery Kingfisher) is a species of birds in the family Alcedinidae. They are listed as near threatened by IUCN. They rely on flight to move around.,,,The Philippines,"tropical,terrestrial",,,,bipedal movement,Decreasing,,,,tympanic middle ear,,5000 Hz,20 dB,apatite,NHMUK,corneal eyes,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern tchagra,Animalia,Chordata,Aves,https://eol.org/pages/45515180,Tchagra tchagra (Southern Tchagra) is a species of birds in the family Bushshrike. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,Lantana camara L. (lantana),Swaziland,terrestrial,,,,bipedal movement,Increasing,,,,tympanic middle ear,Kwazulu-Cape Coastal Forest Mosaic,,10 dB,apatite,,corneal eyes,60 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern variable pitohui,Animalia,Chordata,Aves,https://eol.org/pages/45518642,Pitohui uropygialis (Southern Variable Pitohui) is a species of birds in the family orioles. They rely on flight to move around.,,,,subtropical,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern whiteface,Animalia,Chordata,Aves,https://eol.org/pages/1024940,"Ptilopsis granti (Southern White Faced Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are native to Ethiopia. They are solitary, nocturnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,,Mozambique,savanna,,,,flight,Stable,,,,,,,,,,corneal eyes,,,,,,,,,,,,,vertivore,,,bilaterally symmetric,insects,monogamous,Ethiopia,provisioning,solitary,,,,,,,,,,,,,,,,,,,,,
0,Southern yellow whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/52571310,Zosterops anderssoni (Southern Yellow White Eye) is a species of birds in the family white-eyes. They rely on flight to move around.,,,Mozambique,,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Southern yellowthroat,Animalia,Chordata,Aves,https://eol.org/pages/1287120,Geothlypis velata (Southern Yellowthroat) is a species of birds in the family New World warblers. They rely on flight to move around.,,,Argentina,,,,,flight,,,,,tympanic middle ear,,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Souzas shrike,Animalia,Chordata,Aves,https://eol.org/pages/45514261,Lanius souzae (Sousa's Shrike) is a species of birds in the family true shrikes. They are found in Afrotropics. They rely on flight to move around.,Afrotropics,,Angola,terrestrial,,,,bipedal movement,Decreasing,,,,tympanic middle ear,Zambezian Baikiaea Woodlands,5000 Hz,10 dB,apatite,,corneal eyes,30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spangled coquette,Animalia,Chordata,Aves,https://eol.org/pages/45512272,Lophornis stictolophus (Spangled Coquette) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Manjack. They rely on flight to move around.,The Neotropics,,Peru,"subtropical,terrestrial",,,,bipedal movement,Unknown,,,,tympanic middle ear,,,20 dB,apatite,,corneal eyes,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,Cordia alliodora (Ruiz & Pav.) Oken (Manjack),,,,,,,,,,,,,,,
0,Spangled cotinga,Animalia,Chordata,Aves,https://eol.org/pages/916697,Cotinga cayana (Spangled Cotinga) is a species of birds in the family cotingas. They are found in The Neotropics. They rely on flight to move around.,The Neotropics,,South Atlantic,"forest,terrestrial",,,,flight,Decreasing,,,,tympanic middle ear,Uatuma-Trombetas Moist Forests,,10 dB,apatite,,corneal eyes,73 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spangled drongo,Animalia,Chordata,Aves,https://eol.org/pages/45516867,Dicrurus bracteatus (Spangled Drongo) is a species of birds in the family drongos. They are found in australasia. They rely on flight to move around.,australasia,Xanthorhoe,South Pacific,terrestrial,,,,flight,Stable,,Formicidae (ants),,tympanic middle ear,Eastern Australian Temperate Forests,,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spangled honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518495,Melipotes ater (Spangled Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,australasia,,,"subtropical,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Central Range Sub-Alpine Grasslands,5000 Hz,10 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spangled kookaburra,Animalia,Chordata,Aves,https://eol.org/pages/45516457,Dacelo tyro (Spangled Kookaburra) is a species of birds in the family Alcedinidae. They are found in australasia. They rely on flight to move around.,australasia,,Indonesia,"savanna,terrestrial",,,,bipedal movement,Stable,,,,tympanic middle ear,Trans Fly Savanna And Grasslands,5000 Hz,20 dB,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spanish imperial eagle,Animalia,Chordata,Aves,https://eol.org/pages/59046343,EOL has data for one attribute:,,,,,,,,,,,,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
