,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,type specimen repository,body shape,diet includes,eats,mating system,native range includes,parental care,social system,foraging habitat,preys on,trophic guild,hearing range,bill length,tarsus length,temperature at range midpoint latitude,ecomorphological guild,body length,life span,litters per year,prenatal development duration,weight,body temperature,parasitized by,behavioral circadian rhythm,sensory system,number of public records in bold,has ectoparasite,host of,has pathogen,onset of fertility,genome size,mutualistic with,growth rate,tarsometatarsus + middle toe length,basal metabolic rate,used for,has endoparasite,visits flowers of,is vector for,clutch/brood/litter size,is eaten by,developmental mode,wing morphology,egg mass,has host
0,Tawny fish owl,Animalia,Chordata,Aves,https://eol.org/pages/1178310,Ketupa flavipes (Tawny Fish Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,2315 g,,India,"subtropical,terrestrial",,flight,apatite,Decreasing,corneal eyes,cites appendix ii,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny frogmouth,Animalia,Chordata,Aves,https://eol.org/pages/1178209,Podargus strigoides (Tawny Frogmouth) is a species of birds in the family frogmouths. They are found in australasia. They are nocturnal. They rely on flight to move around.,tympanic middle ear,australasia,,Australian Alps Montane Grasslands,United States,"desert,terrestrial",20 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,nocturnal,,,,,,,,,,,,,,,,,,,,,
0,Tawny grassbird,Animalia,Chordata,Aves,https://eol.org/pages/52232837,Cincloramphus timoriensis (Tawny Grassbird) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,,,,,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny owl,Animalia,Chordata,Aves,https://eol.org/pages/45518936,"Strix aluco (Tawny Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are native to the Palearctic. They are solitary, nocturnal carnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on gliding and flight to move around.",,the indo-malayan realm,,,United States,,,flight,,Stable,,,,bilaterally symmetric,worms,,polygynous,the Palearctic,provisioning,solitary,terrestrial,,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny pipit,Animalia,Chordata,Aves,https://eol.org/pages/45513740,"Anthus campestris (Tawny Pipit) is a species of birds in the family Motacillidae. They are found in the palearctic, the indo-malayan realm, and Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,the palearctic,23 g,,Bahrain,"meadow,terrestrial",,flight,apatite,Stable,corneal eyes,,,,,,,,,,terrestrial,,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny straightbill,Animalia,Chordata,Aves,https://eol.org/pages/45518498,Timeliopsis griseigula (Tawny Straightbill) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,32 g,Southeastern Papuan Rain Forests,Indonesia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tawny titspinetail,Animalia,Chordata,Aves,https://eol.org/pages/917785,Leptasthenura yanacensis (Tawny Tit Spinetail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,8.800000000000001 g,Central Andean Wet Puna,Bolivia,subtropical,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Teardrop whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/1178292,"Rukia ruki (Teardrop White Eye) is a species of birds in the family white-eyes. They are listed as endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,Carolines Tropical Moist Forests,North Pacific,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks babbler,Animalia,Chordata,Aves,https://eol.org/pages/920763,Pellorneum pyrrogenys (Temminck's Babbler) is a species of birds in the family Pellorneidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,Eastern Java-Bali Rain Forests,Indonesia,tropical,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks courser,Animalia,Chordata,Aves,https://eol.org/pages/45513961,Cursorius temminckii (Temminck's Courser) is a species of birds in the family pratincoles. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,82 g,East African Montane Forests,Mozambique,freshwater habitat,20 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks lark,Animalia,Chordata,Aves,https://eol.org/pages/45513653,Eremophila bilopha (Temminck's Horned Lark) is a species of birds in the family larks. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,39 g,Eastern Gobi Desert Steppe,Jordan,"desert,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks seedeater,Animalia,Chordata,Aves,https://eol.org/pages/916007,Sporophila falcirostris (Temminck's Seedeater) is a species of birds in the family tanagers. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Serra Do Mar Coastal Forests,Brazil,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks stint,Animalia,Chordata,Aves,https://eol.org/pages/45509229,"Calidris temminckii (Temminck's Stint) is a species of birds in the family Scolopacidae. They are associated with freshwater habitat. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They are diurnal. Individuals can grow to 37 cm. They have parental care (pair provides care). They rely on flight to move around.",,Afrotropics,,,United States,freshwater,,flight,,Unknown,corneal eyes,,,,,,,,,,terrestrial,,invertivore,,,,,nectonic,34 cm,12.9 years,,,23 g,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45517635,Aethopyga temminckii (Temminck's Sunbird) is a species of birds in the family Sunbirds. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,6.1 g,Sumatran Tropical Pine Forests,Malaysia,tropical,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temmincks tragopan,Animalia,Chordata,Aves,https://eol.org/pages/45516008,Tragopan temminckii (Temminck's Tragopan) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,1447 g,Eastern Himalayan Broadleaf Forests,United States,"mountain,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temotu whistler,Animalia,Chordata,Aves,https://eol.org/pages/47043053,Pachycephala vanikorensis (Temotu Whistler) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,,,,,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Temotu whistler   ,Animalia,Chordata,Aves,https://eol.org/pages/47043053,Pachycephala vanikorensis (Temotu Whistler) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,,,,,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tenerife blue chaffinch,Animalia,Chordata,Aves,https://eol.org/pages/45518968,Fringilla teydea (Blue Chaffinch) is a species of birds in the family finches. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,30.3 g,Canary Islands Dry Woodlands And Forests,Spain,mountain,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tenggara swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/52571512,Collocalia sumbawae (Tenggara Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,,,subtropical,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,insectivore,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tenggara swiftlet   ,Animalia,Chordata,Aves,https://eol.org/pages/52571512,Collocalia sumbawae (Tenggara Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,,,subtropical,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,insectivore,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tennessee warbler,Animalia,Chordata,Aves,https://eol.org/pages/59000026,"EOL has data for 6 attributes, including:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4 years,1 /year,11 days,8.5 g,,,,,,,,,365 days,,,,,,,,,,6,,,,,
0,Tepui antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512878,Myrmothera simplex (Tepui Antpitta) is a species of birds in the family antpittas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,61 g,Tepuis,Brazil,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui brushfinch,Animalia,Chordata,Aves,https://eol.org/pages/45513510,Atlapetes personatus (Tepui Brushfinch) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,37 g,Tepuis,Venezuela,"subtropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45512982,Elaenia olivina (Tepui Elaenia) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,otoliths,,,,,tropical,10 dB,bipedal movement,apatite,,corneal eyes,,NHMUK,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513068,Mionectes roraimae (Tepui Flycatcher) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,,,mountain,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui foliagegleaner,Animalia,Chordata,Aves,https://eol.org/pages/918049,Syndactyla roraimae (Tepui Foliage Gleaner) is a species of birds in the family ovenbirds. They rely on flight to move around.,otoliths,,,,Guyana,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui goldenthroat,Animalia,Chordata,Aves,https://eol.org/pages/45512305,Polytmus milleri (Tepui Goldenthroat) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,4.1 g,,Guyana,"grassland,terrestrial",20 dB,bipedal movement,apatite,Unknown,corneal eyes,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui parrotlet,Animalia,Chordata,Aves,https://eol.org/pages/1178023,Nannopsittaca panychlora (Tepui Parrotlet) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,The Neotropics,46.5 g,,Brazil,"montane forest,terrestrial",,bipedal movement,apatite,Stable,corneal eyes,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,
0,Tepui spinetail,Animalia,Chordata,Aves,https://eol.org/pages/918240,Cranioleuca demissa (Tepui Spinetail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,16.8 g,Tepuis,Brazil,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui swift,Animalia,Chordata,Aves,https://eol.org/pages/1065116,Streptoprocne phelpsi (Tepui Swift) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,,,,Venezuela,"grassland,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511969,Crypturellus ptaritepui (Tepui Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,otoliths,The Neotropics,,Tepuis,Venezuela,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,
0,Tepui toucanet,Animalia,Chordata,Aves,https://eol.org/pages/45512542,Aulacorhynchus whitelianus (Tepui Toucanet) is a species of birds in the family Ramphastidae. They rely on flight to move around.,otoliths,,,,Guyana,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui vireo,Animalia,Chordata,Aves,https://eol.org/pages/47043013,Vireo sclateri (Tepui Vireo) is a species of birds in the family vireos. They rely on flight to move around.,tympanic middle ear,,,,Brazil,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui whitestart,Animalia,Chordata,Aves,https://eol.org/pages/1244914,Myioborus castaneocapilla (Tepui Whitestart) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,,,Venezuela,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tepui wren,Animalia,Chordata,Aves,https://eol.org/pages/1052963,Troglodytes rufulus (Tepui Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,16.5 g,Tepuis,Bolivia,"mountain,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Terek sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/45509212,"Xenus cinereus (Terek Sandpiper) is a species of birds in the family Scolopacidae. They are found in australasia, the indo-malayan realm, Antarctica, the palearctic, and Afrotropics. They rely on flight to move around.",tympanic middle ear,the indo-malayan realm,104 g,,Madagascar,"marsh,freshwater habitat",,flight,,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,nectonic,,16 years,,,78.8 g,,,,,,,,,,,,,,,,,,,,,,,,
0,Terrestrial brownbul,Animalia,Chordata,Aves,https://eol.org/pages/45514365,Phyllastrephus terrestris (Terrestrial Brownbul) is a species of birds in the family bulbuls. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,40.5 g,,Mozambique,"tropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,Macrotermes natalensis (Haviland 1898),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tessmanns flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514730,Muscicapa tessmanni (Tessmann's Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Eastern Guinean Forests,Gulf Of Guinea,subtropical,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thamnornis,Animalia,Chordata,Aves,https://eol.org/pages/1052400,Thamnornis chloropetoides (Thamnornis) is a species of birds in the family Bernieridae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,15 g,Madagascar Dry Deciduous Forests,Indian Ocean,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Theklas lark,Animalia,Chordata,Aves,https://eol.org/pages/45513651,Galerida theklae (Thekla's Lark) is a species of birds in the family larks. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,,Northwest Iberian Montane Forests,North Atlantic,"grassland,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thicket antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45509858,Hylopezus dives (Fulvous Bellied Antpitta) is a species of birds in the family antpittas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,44 g,Western Ecuador Moist Forests,Colombia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thicket tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45508937,Crypturellus cinnamomeus (Eastern Thicket Tinamou) is a species of birds in the family tinamous. They are found in The Neotropics. They are diurnal.,tympanic middle ear,The Neotropics,448 g,,North Pacific,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,
0,Thrush nightingale,Animalia,Chordata,Aves,https://eol.org/pages/45513704,Luscinia luscinia (Thrush Nightingale) is a species of birds in the family Old World flycatchers. They are found in the palearctic and Afrotropics. They rely on flight to move around.,tympanic middle ear,the palearctic,34.1 g,,Mozambique,valley,,flight,,Stable,corneal eyes,,,,,Euonymus europaeus L. (European spindle),,,,,,,,,,,,,,8.9 years,,,23.8 g,,,,,,,,,365 days,,,,,,,,,,,,,,,
0,Thyolo alethe,Animalia,Chordata,Aves,https://eol.org/pages/50962311,Alethe choloensis (Thyolo Alethe) is a species of .,,,,,Zimbabwe,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan babax,Animalia,Chordata,Aves,https://eol.org/pages/52571263,Pterorhinus koslowi (Tibetan Babax) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan blackbird,Animalia,Chordata,Aves,https://eol.org/pages/12120837,Turdus maximus (Tibetan Blackbird) is a species of birds in the family thrushes. They rely on flight to move around.,tympanic middle ear,,,,Tibet,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan bunting,Animalia,Chordata,Aves,https://eol.org/pages/45518904,Emberiza koslowi (Tibetan Bunting) is a species of birds in the family New World sparrows. They are listed as near threatened by IUCN. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,,Changbai Mountains Mixed Forests,China,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,near threatened,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan eared pheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516029,Crossoptilon harmani (Tibetan Eared Pheasant) is a species of birds in the family Phasianidae. They are listed as near threatened by IUCN. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,,China,"temperate,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan lark,Animalia,Chordata,Aves,https://eol.org/pages/45517000,Melanocorypha maxima (Tibetan Lark) is a species of birds in the family larks. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,75 g,Daba Mountains Evergreen Forests,Tibet,freshwater habitat,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan partridge,Animalia,Chordata,Aves,https://eol.org/pages/45515952,Perdix hodgsoniae (Tibetan Partridge) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,450 g,Yarlung Tsangpo Arid Steppe,China,"river,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan rosefinch,Animalia,Chordata,Aves,https://eol.org/pages/45517700,Carpodacus roborowskii (Tibetan Rosefinch) is a species of birds in the family finches. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,,Tibetan Plateau Alpine Shrub And Meadows,China,"mountain,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan sandgrouse,Animalia,Chordata,Aves,https://eol.org/pages/45518914,Syrrhaptes tibetanus (Tibetan Sandgrouse) is a species of birds in the family sand-grouse. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,395 g,,China,"desert,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan serin,Animalia,Chordata,Aves,https://eol.org/pages/45517713,Spinus thibetanus (Tibetan Serin) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,,Bhutan,"temperate,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan snowcock,Animalia,Chordata,Aves,https://eol.org/pages/45515944,Tetraogallus tibetanus (Tibetan Snowcock) is a species of birds in the family Phasianidae. They are listed in cites appendix i. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,1750 g,,Bhutan,"valley,terrestrial",20 dB,flight,apatite,Stable,corneal eyes,cites appendix i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tibetan snowfinch,Animalia,Chordata,Aves,https://eol.org/pages/12124755,Montifringilla henrici (Henri's Snowfinch) is a species of birds in the family Old World sparrows. They rely on flight to move around.,tympanic middle ear,,,,Tibet,,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517450,Cyornis tickelliae (Tickell's Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,East Deccan Dry-Evergreen Forests,Indian Ocean,river,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells blueflycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517450,Cyornis tickelliae (Tickell's Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,East Deccan Dry-Evergreen Forests,Indian Ocean,river,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells brown hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1047989,Anorrhinus tickelli (Brown Hornbill) is a species of birds in the family hornbills. They are listed as near threatened by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,912 g,Kayah-Karen Montane Rain Forests,Thailand,terrestrial,20 dB,flight,apatite,Decreasing,corneal eyes,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells leaf warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517018,Phylloscopus affinis (Tickell's Leaf Warbler) is a species of birds in the family Phylloscopidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,7.7 g,Qin Ling Mountains Deciduous Forests,Japan,"mountain,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tickells thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518870,Turdus unicolor (Tickell's Thrush) is a species of birds in the family thrushes. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,75.09999999999999 g,,Bhutan,terrestrial,10 dB,bipedal movement,apatite,Unknown,corneal eyes,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,Syzygium cumini (L.) Skeels (Java plum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ticking doradito,Animalia,Chordata,Aves,https://eol.org/pages/45513018,Pseudocolopteryx citreola (Ticking Doradito) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,,South Pacific,freshwater habitat,10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Tiger shrike,Animalia,Chordata,Aves,https://eol.org/pages/45518216,Lanius tigrinus (Tiger Shrike) is a species of birds in the family true shrikes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,29 g,Honshu Alpine Conifer Forests,Indian Ocean,"temperate,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Timberline wren,Animalia,Chordata,Aves,https://eol.org/pages/45510126,Thryorchilus browni (Timberline Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,14 g,Talamancan Montane Forests,United States,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
