,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,eats,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,ecoregion,hearing range,conservation status,type specimen repository,mutualistic with,is vector for,body shape,litters per year,native range includes,prenatal development duration,weight,ecomorphological guild,life span,parasitized by,has endoparasite,preys on,bill length,tarsus length,temperature at range midpoint latitude,foraging habitat,trophic guild,genome size,behavioral circadian rhythm,body temperature,diet includes,mating system,social system,Leaf Complexity,leaf morphology,life cycle habit,photosynthetic pathway,plant growth form,plant lifeform,produces,seed dry mass,basal metabolic rate,growth rate,body length,has ectoparasite,has pathogen,parental care,visits flowers of,sensory system,mineralized tissue contains,reproduction,Total length,water depth,preyed upon by,clutch/brood/litter size,onset of fertility,is eaten by,used for,number of public records in bold,after harvest regrowth rate,anaerobic soil tolerance,bloom period,calcareous soil tolerance,fire resistance,fire tolerance,fruit or seed color,planting density,precipitation tolerance,seeds per pound,has host,pathogen of,visits,egg mass,tarsometatarsus + middle toe length,initial mortality rate,mortality rate doubling time,host of,is killed by,middle toe length
0,Grey elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45511744,Myiopagis caniceps (Gray Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,12.3 g,Myrcia splendens (Sw.) DC. (punchberry),South Atlantic,subtropical,10 dB,flight,apatite,,corneal eyes,http://eol.org/schema/terms/Maranhao_Babaτu_forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey emutail,Animalia,Chordata,Aves,https://eol.org/pages/49067258,"Bradypterus seebohmi (Grey Emutail) is a species of birds in the family Locustellidae. They are found in the palearctic, australasia, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,the palearctic,11.3 g,,Indonesia,,10 dB,flight,apatite,,corneal eyes,Luang Prabang Montane Rain Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey falcon,Animalia,Chordata,Aves,https://eol.org/pages/1049197,Falco hypoleucos (Grey Falcon) is a species of birds in the family falcons. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,335 g,,Australia,"grassland,freshwater habitat",20 dB,flight,apatite,Stable,corneal eyes,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518658,Rhipidura albiscapa (Grey Fantail) is a species of birds in the family Rhipiduridae. They rely on flight to move around.,tympanic middle ear,,,,Australia,,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,12 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey francolin,Animalia,Chordata,Aves,https://eol.org/pages/45510644,"Francolinus pondicerianus (Gray Francolin) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm, Afrotropics, and the palearctic. They rely on flight to move around.",tympanic middle ear,the indo-malayan realm,,,United States,arid,,flight,,Stable,corneal eyes,,,,NHMUK,,,,2.5 /year,,18 days,334 g,,8 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey friarbird,Animalia,Chordata,Aves,https://eol.org/pages/1225946,Philemon kisserensis (Grey Friarbird) is a species of birds in the family honeyeaters. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey gerygone,Animalia,Chordata,Aves,https://eol.org/pages/45518116,Gerygone igata (Grey Gerygone) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,8 g,Griselinia littoralis (Raoul) Raoul (New Zealand Broadleaf),South Pacific,"temperate,terrestrial",,flight,apatite,Stable,corneal eyes,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey goshawk,Animalia,Chordata,Aves,https://eol.org/pages/1048394,Accipiter novaehollandiae (Grey Goshawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,422 g,,Papua New Guinea,terrestrial,20 dB,flight,apatite,Decreasing,corneal eyes,,,cites appendix ii,,,,,,,,,,,,,Accipiter novaehollandiae (Gmelin & JF 1788) (Grey Goshawk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey grasswren,Animalia,Chordata,Aves,https://eol.org/pages/45518075,Amytornis barbatus (Grey Grasswren) is a species of birds in the family Maluridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,21 g,Duma florulenta (Meisn.) T. M. Schust.,Australia,"aquatic,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey ground thrush,Animalia,Chordata,Aves,https://eol.org/pages/45515560,Geokichla princei (Grey Ground Thrush) is a species of birds in the family thrushes. They rely on flight to move around.,tympanic middle ear,,,,Central African Republic,"coastal,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey gull,Animalia,Chordata,Aves,https://eol.org/pages/45509284,Leucophaeus modestus (Grey Gull) is a species of birds in the family Laridae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Emerita analoga (Stimpson 1857) (Pacific Mole Crab),South Pacific,arid,20 dB,flight,apatite,,corneal eyes,Western Ecuador Moist Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,105.26 degrees fahrenheit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey heron,Animalia,Chordata,Aves,https://eol.org/pages/45511350,"Ardea cinerea (Common Heron) is a species of birds in the family Ardeidae. They are associated with freshwater habitat. They are native to the Palearctic, Asia, and Ethiopia. They are solitary, diurnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on gliding and flight to move around.",,,,,United States,,,,,Unknown,,,,,Staatliches Museum fuer Naturkund Stuttgart,,,bilaterally symmetric,,the Palearctic,26 days,,,,,,,,,,freshwater,vertivore,,,105.8 degrees fahrenheit,birds,monogamous,solitary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518502,Conopophila whitei (Grey Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,11 g,,Australia,"arid,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Great Sandy-Tanami Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey hypocolius,Animalia,Chordata,Aves,https://eol.org/pages/45515258,Hypocolius ampelinus (Grey Hypocolius) is a species of birds in the family Hypocoliidae. They are found in the palearctic and Afrotropics. They rely on flight to move around.,tympanic middle ear,the palearctic,57 g,,Bahrain,"desert,terrestrial",10 dB,flight,apatite,Unknown,corneal eyes,Arabian Desert And East Sahero-Arabian Xeric Shrublands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516319,Ducula pickeringii (Grey Imperial Pigeon) is a species of birds in the family Columbidae. They are listed as vulnerable by IUCN. They are found in australasia and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,australasia,,,Malaysia,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,Sulawesi Lowland Rain Forests,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey junglefowl,Animalia,Chordata,Aves,https://eol.org/pages/45516016,Gallus sonneratii (Grey Junglefowl) is a species of birds in the family Phasianidae. They are listed in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,790 g,,United States,"forest,terrestrial",,bipedal movement,apatite,Decreasing,corneal eyes,,,cites appendix ii,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey kestrel,Animalia,Chordata,Aves,https://eol.org/pages/45514159,Falco ardosiaceus (Grey Kestrel) is a species of birds in the family falcons. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,250 g,Lavia frons (E. Geoffroy 1810) (Yellow-winged Bat),Mozambique,terrestrial,20 dB,flight,apatite,Stable,corneal eyes,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey laughingthrush,Animalia,Chordata,Aves,https://eol.org/pages/45517189,Garrulax maesi (Grey Laughingthrush) is a species of birds in the family Leiothrichidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,,Vietnam,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,corneal eyes,South China-Vietnam Subtropical Evergreen Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey longbill,Animalia,Chordata,Aves,https://eol.org/pages/45514415,Macrosphenus concolor (Grey Longbill) is a species of birds in the family Macrosphenidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,13.9 g,,South Atlantic,"subtropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,Northeastern Congolian Lowland Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey monjita,Animalia,Chordata,Aves,https://eol.org/pages/45513214,Xolmis cinereus (Gray Monjita) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,Casearia sylvestris Sw. (crackopen),Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45509482,Caprimulgus jotaka (Grey Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,,,,Bangladesh,terrestrial,20 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey noddy,Animalia,Chordata,Aves,https://eol.org/pages/4375879,Procelsterna albivitta (Grey Noddy) is a species of birds in the family Laridae. They rely on flight to move around.,tympanic middle ear,,77 g,Exocoetidae (flyingfishes),South Pacific,,20 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey parrot,Animalia,Chordata,Aves,https://eol.org/pages/645049,"Dillwynia cinerascens (Grey Parrot Pea) is a species of shrub in the family Fabaceae. They have a self-supporting growth form. They have simple, broad leaves.",,,,,Indian Ocean,heath,,,,,,,,,Botanische Staatssammlung München,,,,,,,,,,,,,,,,,photoautotroph,,,,,,,simple,broad,perennial,c3 photosynthetic plant,shrub,terrestrial plant,oxygen,2.2 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey partridge,Animalia,Chordata,Aves,https://eol.org/pages/45510648,Perdix perdix (Grey Partridge) is a species of birds in the family Phasianidae. They are found in the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,the palearctic,,,United States,,,flight,,Decreasing,,,,,Staatliches Museum fuer Naturkund Stuttgart,,,,,,26 days,10 g,,5.2 years,,,,,,,terrestrial,granivore,,,,,,,,,,,,,,,2.1783 watts,0.092 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey peacockpheasant,Animalia,Chordata,Aves,https://eol.org/pages/45516042,Polyplectron bicalcaratum (Grey Peacock Pheasant) is a species of birds in the family Phasianidae. They are listed in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,710 g,,United States,"mountain,terrestrial",20 dB,flight,apatite,Decreasing,corneal eyes,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey penduline tit,Animalia,Chordata,Aves,https://eol.org/pages/45514311,Anthoscopus caroli (African Penduline Tit) is a species of birds in the family penduline tits. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,10 g,Lantana camara L. (lantana),Mozambique,tropical,10 dB,flight,apatite,,corneal eyes,"Drakensberg Montane Grasslands, Woodlands And Forests",5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey petrel,Animalia,Chordata,Aves,https://eol.org/pages/45512128,"Procellaria cinerea (Gray Petrel) is a species of birds in the family Procellariidae. They are listed as near threatened by IUCN. They are found in Afrotropics, Antarctica, and australasia. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,Afrotropics,1130 g,Illex Steenstrup 1880,New Zealand,marine,,flight,,Decreasing,corneal eyes,,,,,,,,,,,,nectonic,,,,,,,,marine pelagic,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey pileated finch,Animalia,Chordata,Aves,https://eol.org/pages/1050319,Coryphospingus pileatus (Grey Pileated Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,18 g,Pera glabrata (Schott) Poepp. ex Baill.,Delaware,"tropical,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey plover,Animalia,Chordata,Aves,https://eol.org/pages/45509153,"Pluvialis squatarola (Black Bellied Plover) is a species of birds in the family Charadriidae. They are found in Oceania continent (Australia, NZ and islands), the indo-malayan realm, The Neotropics, australasia, the palearctic, The Nearctic, and Afrotropics. They are diurnal. Individuals can grow to 83 cm. They have parental care (pair provides care). They rely on flight to move around.",,"Oceania continent (Australia, NZ and islands)",,,Eritrea,,,flight,,Decreasing,,,,,,,,,1 /year,,27 days,224 g,nectonic,25.6 years,,,,,,,terrestrial,invertivore,,,,,,,,,,,,,,,,,71 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey pratincole,Animalia,Chordata,Aves,https://eol.org/pages/45513969,Glareola cinerea (Grey Pratincole) is a species of birds in the family pratincoles. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,37.4 g,,The Congo,freshwater habitat,20 dB,flight,apatite,Unknown,corneal eyes,,,,NHMUK,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey seedeater,Animalia,Chordata,Aves,https://eol.org/pages/916902,Sporophila intermedia (Gray Seedeater) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,13.5 g,,Brazil,"grassland,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,Institute of Virology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey shrikethrush,Animalia,Chordata,Aves,https://eol.org/pages/45516843,Colluricincla harmonica (Grey Shrike Thrush) is a species of birds in the family whistlers. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,australasia,,,South Pacific,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,Naracoorte Woodlands,5000 Hz,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey sibia,Animalia,Chordata,Aves,https://eol.org/pages/45517275,Heterophasia gracilis (Grey Sibia) is a species of birds in the family Leiothrichidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,42 g,,Burma,"subtropical,terrestrial",10 dB,flight,apatite,Unknown,corneal eyes,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey silkyflycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510022,Ptiliogonys cinereus (Grey Silky Flycatcher) is a species of birds in the family Ptiliogonatidae. They rely on flight to move around.,tympanic middle ear,,,,United States,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514863,Cyanomitra veroxii (Grey Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,15 g,,Swaziland,,10 dB,bipedal movement,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey teal,Animalia,Chordata,Aves,https://eol.org/pages/55382715,Grey teal parvovirus is a species of  in the family parvo-viruses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey thornbill,Animalia,Chordata,Aves,https://eol.org/pages/45516698,Acanthiza cinerea (Grey Thornbill) is a species of birds in the family Acanthizidae. They rely on flight to move around.,tympanic middle ear,,,,,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey tinamou,Animalia,Chordata,Aves,https://eol.org/pages/45511961,Tinamus tao (Gray Tinamou) is a species of birds in the family tinamous. They are listed as vulnerable by IUCN. They are found in The Neotropics. They are diurnal.,tympanic middle ear,The Neotropics,1863 g,,Venezuela,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,vulnerable,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey tit,Animalia,Chordata,Aves,https://eol.org/pages/58799871,Parus afer (Grey Tit) is a species of  in the family Paridae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey titflycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514703,Myioparus plumbeus (Grey Tit Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,15 g,,Mozambique,tropical,10 dB,flight,apatite,,corneal eyes,Northern Acacia-Commiphora Bushlands And Thickets,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey treepie,Animalia,Chordata,Aves,https://eol.org/pages/916500,Dendrocitta formosae (Grey Treepie) is a species of birds in the family Corvidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,115 g,Cryptotympana atrata (Fabricius 1775),Vietnam,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,Hengduan Mountains Subalpine Conifer Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey trembler,Animalia,Chordata,Aves,https://eol.org/pages/45510177,Cinclocerthia gutturalis (Gray Trembler) is a species of birds in the family Mimidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,76.2 g,,Martinique,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,Lesser Antillean Dry Forests,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey wagtail,Animalia,Chordata,Aves,https://eol.org/pages/45511046,"Motacilla cinerea (Gray Wagtail) is a species of birds in the family Motacillidae. They are found in australasia, the indo-malayan realm, the palearctic, and Afrotropics. They are diurnal. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.",,australasia,,Calopteryx splendens (Harris 1780) (Banded Demoiselle),United States,river,,flight,,Stable,,,,,,,,,,,,17.2 g,,8 years,,,Calopteryx splendens (Harris 1780) (Banded Demoiselle),,,,terrestrial,invertivore,,,,,,,,,,,,,,,,0.604 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey warblerfinch,Animalia,Chordata,Aves,https://eol.org/pages/268985,Certhidea fusca (Grey Warbler Finch) is a species of birds in the family tanagers. They rely on flight to move around.,tympanic middle ear,,,Myriopus psilostachya (Kunth) Diane & Hilger,Ecuador,tropical,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey waxbill,Animalia,Chordata,Aves,https://eol.org/pages/45515676,Estrilda perreini (Black Tailed Grey Waxbill) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,9 g,,Mozambique,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,Central Zambezian Miombo Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grey whistler,Animalia,Chordata,Aves,https://eol.org/pages/45516818,Pachycephala simplex (Grey Whistler) is a species of birds in the family whistlers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,20 g,,Australia,tropical,10 dB,bipedal movement,apatite,,corneal eyes,Arnhem Land Tropical Savanna,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
