,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,ecoregion,geographic distribution includes,habitat,has ectoparasite,hearing range,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,body mass,conservation status,type specimen repository,foraging habitat,trophic guild,is vector for,eats,body shape,body temperature,diet includes,ecomorphological guild,mating system,native range includes,prenatal development duration,social system,litters per year,life span,visits flowers of,weight,growth rate,trophic level,used for,behavioral circadian rhythm,preys on,preyed upon by,basal metabolic rate,bill length,tarsus length,temperature at range midpoint latitude,parasitized by,is eaten by,host of,egg mass,initial mortality rate,clutch/brood/litter size,parental care,tarsometatarsus + middle toe length,sensory system,genome size,has host,body length,diet breadth,geographic range (size of area),habitat breadth,social group size,onset of fertility,mineralized tissue contains,reproduction,Total length,territorial,mutualistic with,pathogen of
0,Wood stork,Animalia,Chordata,Aves,https://eol.org/pages/45511325,"Mycteria americana (Wood Pelican) is a species of birds in the family Ciconiidae. They are associated with freshwater habitat. They are native to The Neotropics and The Nearctic. They are diurnal carnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on gliding and flight to move around.",,,,United States,,,,,,,Decreasing,,,,,freshwater,vertivore,,,bilaterally symmetric,,mollusks,,monogamous,The Neotropics,30 days,group living,1 /year,,,,0.125 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wood thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510213,"Hylocichla mustelina (Wood Thrush) is a species of birds in the family thrushes. They are listed as threatened by COSEWIC. They are native to The Neotropics and The Nearctic. They are solitary, diurnal omnivores. They have parental care (paternal care and female provides care). They rely on flight to move around.",,The Neotropics,,Illinois,,,,,,,Decreasing,,,,,,insectivore,,,bilaterally symmetric,,fruit,,monogamous,The Neotropics,14 days,solitary,2 /year,,,,0.492 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wood warbler,Animalia,Chordata,Aves,https://eol.org/pages/1051308,Setophaga angelae (Elfin Woods Warbler) is a species of birds in the family New World warblers. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,Puerto Rico,"mountain,terrestrial",,5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Woodchat shrike,Animalia,Chordata,Aves,https://eol.org/pages/45513635,Lanius senator (Woodchat Shrike) is a species of birds in the family true shrikes. They are found in Afrotropics and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,Afrotropics,,Bahrain,tropical,,,,flight,,Decreasing,corneal eyes,,,Zoologisches Forschungsmuseum Alexander Koenig,terrestrial,invertivore,,,,,,,,,,,,5.7 years,,36 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Woodfords rail,Animalia,Chordata,Aves,https://eol.org/pages/1224803,Nesoclopeus woodfordi (Woodford's Rail) is a species of birds in the family rails. They are associated with freshwater habitat. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,Solomon Islands Rain Forests,South Pacific,freshwater,,5000 Hz,20 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Woodhouses antpecker,Animalia,Chordata,Aves,https://eol.org/pages/45515612,Parmoptila woodhousei (Red Headed Flower Pecker) is a species of birds in the family Estrildid finches. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,Cross-Sanaga-Bioko Coastal Forests,Angola,"subtropical,terrestrial",,,10 dB,bipedal movement,apatite,Stable,corneal eyes,9.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Woodhouses scrub jay,Animalia,Chordata,Aves,https://eol.org/pages/45509987,Aphelocoma woodhouseii (Woodhouse's Scrub Jay) is a species of birds in the family Corvidae. They rely on flight to move around.,tympanic middle ear,,,United States,mountain,,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,Haemoproteus,,,,,,,,,,,,,,,,,,,,
0,Woodland kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/1049969,Halcyon senegalensis (Senegal Kingfisher) is a species of birds in the family Alcedinidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Mozambique,"tropical,freshwater habitat",,,,flight,,Stable,corneal eyes,87 g,,NHMUK,,,,Hyperolius Rapp 1842 (african reed frogs),,,,,,,,,,,,,,,,,Hyperolius Rapp 1842 (african reed frogs),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Woodlark,Animalia,Chordata,Aves,https://eol.org/pages/323844,"Phalanger lullulae (Woodlark Cuscus) is a species of mammals in the family Phalangeridae. They are listed as endangered by IUCN. They are native to Australia and Pacific Ocean. They are solitary, nocturnal herbivores. Individuals can grow to 372.27 mm.",,australasia,,,,,,,,,Stable,,,,NHMUK,,folivore,,,bilaterally symmetric,,,,not monogamous,Australia,,solitary,,,,,,,,,,,,,,,,,,,,,,,,,,,2,887.01 km^2,2,1,,,,,,,
0,Woodpecker finch,Animalia,Chordata,Aves,https://eol.org/pages/1050308,Camarhynchus pallidus (Woodpecker Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,GaláPagos Islands Scrubland Mosaic,Ecuador,arid,,5000 Hz,10 dB,flight,apatite,,corneal eyes,31 g,,,,,,Solanum americanum Mill. (American black nightshade),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Woodwards batis,Animalia,Chordata,Aves,https://eol.org/pages/45515127,Batis fratrum (Woodward's Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,Southern Zanzibar-Inhambane Coastal Forest Mosaic,Mozambique,"lake,terrestrial",,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,13.6 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Worcesters buttonquail,Animalia,Chordata,Aves,https://eol.org/pages/45516128,Turnix worcesteri (Worcester's Buttonquail) is a species of birds in the family buttonquails. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,Luzon Montane Rain Forests,The Philippines,"tropical,terrestrial",,5000 Hz,20 dB,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Worthens sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45511211,Spizella wortheni (Worthen's Sparrow) is a species of birds in the family Passerellidae. They are listed as endangered by IUCN. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,The Nearctic,,United States,"arid,terrestrial",,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,15 g,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wreathed hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1065063,Rhyticeros undulatus (Wreathed Hornbill) is a species of birds in the family hornbills. They are listed as vulnerable by IUCN and in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,,United States,terrestrial,Paroncophorus javanicus (Rudow 1869),5000 Hz,20 dB,flight,apatite,Decreasing,corneal eyes,,vulnerable,,,,,Aglaia spectabilis (Miq.) S. S. Jain & S. S. R. Bennet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wrenthrush,Animalia,Chordata,Aves,https://eol.org/pages/45510388,Zeledonia coronata (Wrenthrush) is a species of birds in the family Zeledoniidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,Talamancan Montane Forests,Costa Rica,terrestrial,,,10 dB,bipedal movement,apatite,Stable,corneal eyes,21 g,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wrentit,Animalia,Chordata,Aves,https://eol.org/pages/45510959,Chamaea fasciata (Wrentit) is a species of birds in the family Sylviidae. They are found in The Nearctic. They visit flowers of Silky-oak. They rely on flight to move around.,,The Nearctic,,California,lake,,,,flight,,Stable,corneal eyes,,,,,,,Scarabaeidae (scarab beetles),,,,,,,15 days,,,12.6 years,Grevillea (Silky-oak),14.7 g,,,,,,,,,,,,,,,,,,,,1.348 pg,,,,,,,,,,,,,
0,Wrinkled hornbill,Animalia,Chordata,Aves,https://eol.org/pages/51905279,Aceros corrugatus (Sunda Wrinkled Hornbill) is a species of  in the family hornbills. They are listed in cites appendix ii. They are found in the indo-malayan realm.,,the indo-malayan realm,sunda shelf mangroves,United States,,,,,,,,,,cites appendix ii,,,,,Ficus sundaica Bl.,,,,,,,,,,,,,,,,,,,,,,,Microtetrameres,,Microtetrameres,,,,,,,,,,,,,,,,,,,,
0,Writhed hornbill,Animalia,Chordata,Aves,https://eol.org/pages/55636866,Aceros leucocephalus (Mindanao Wrinkled Hornbill) is a species of  in the family hornbills. They are listed in cites appendix ii. They are found in the indo-malayan realm.,,the indo-malayan realm,Mindanao Montane Rain Forests,United States,,Chapinia blakei Elbel 1967,,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapinia blakei Elbel 1967,,,,,,,,,,,,,,,,,,,,,,
0,Wrybill,Animalia,Chordata,Aves,https://eol.org/pages/1049114,"Anarhynchus frontalis (Wrybill) is a species of birds in the family Charadriidae. They are listed as vulnerable by IUCN. They are associated with freshwater habitat. They are native to Australia. They are diurnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on flight to move around.",,australasia,,South Pacific,,,,,flight,,Decreasing,,,,,freshwater,invertivore,,,bilaterally symmetric,,mollusks,nectonic,monogamous,Australia,,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Xaviers greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514377,Phyllastrephus xavieri (Xavier's Greenbul) is a species of birds in the family bulbuls. They are found in Afrotropics. They rely on flight to move around.,otoliths,Afrotropics,Eastern Congolian Swamp Forests,Cameroon,"subtropical,terrestrial",,,10 dB,bipedal movement,apatite,Stable,corneal eyes,22 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yap cicadabird,Animalia,Chordata,Aves,https://eol.org/pages/52570928,Edolisoma nesiotis (Yap Cicadabird) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yap monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518251,"Monarcha godeffroyi (Yap Monarch) is a species of birds in the family monarch flycatchers. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",Yap Tropical Dry Forests,North Pacific,tropical,,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yapacana antbird,Animalia,Chordata,Aves,https://eol.org/pages/52570832,Aprositornis disjuncta (Yapacana Antbird) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,,5000 Hz,10 dB,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yelkouan shearwater,Animalia,Chordata,Aves,https://eol.org/pages/45513551,Puffinus yelkouan (Yelkouan Shearwater) is a species of birds in the family Procellariidae. They are listed as vulnerable by IUCN. They are found in the palearctic. Individuals can grow to 93 cm. They rely on flight to move around.,tympanic middle ear,the palearctic,,Mediterranean Sea,terrestrial,,,,flight,,Decreasing,corneal eyes,485 g,vulnerable,,,,,Illex Steenstrup 1880,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93 cm,,,,,,,,,,,
0,Yellow bishop,Animalia,Chordata,Aves,https://eol.org/pages/45515032,Euplectes capensis (Yellow Bishop) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,Ethiopian Montane Grasslands And Woodlands,South Atlantic,"arid,terrestrial",,,10 dB,flight,apatite,Stable,corneal eyes,43.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow bittern,Animalia,Chordata,Aves,https://eol.org/pages/45511336,"Ixobrychus sinensis (Yellow Bittern) is a species of birds in the family Ardeidae. They are associated with freshwater habitat. They are found in Oceania continent (Australia, NZ and islands), the palearctic, australasia, the indo-malayan realm, and Afrotropics. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,"Oceania continent (Australia, NZ and islands)",,North Pacific,"lake,terrestrial",,,,flight,apatite,Unknown,corneal eyes,94 g,,,freshwater,invertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow bunting,Animalia,Chordata,Aves,https://eol.org/pages/45518906,Emberiza sulphurata (Japanese Yellow Bunting) is a species of birds in the family New World sparrows. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,North Pacific,"grassland,terrestrial",,,10 dB,flight,apatite,Decreasing,corneal eyes,14.6 g,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow canary,Animalia,Chordata,Aves,https://eol.org/pages/45515732,Crithagra flaviventris (Yellow Canary) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,Botswana,"mountain,terrestrial",,5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,Olea europaea L. (olive tree),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow cardinal,Animalia,Chordata,Aves,https://eol.org/pages/45513537,Gubernatrix cristata (Yellow Cardinal) is a species of birds in the family tanagers. They are listed as endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,United States,"tropical,terrestrial",,,10 dB,flight,apatite,Decreasing,corneal eyes,50.8 g,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow chat,Animalia,Chordata,Aves,https://eol.org/pages/45518485,Epthianura crocea (Yellow Chat) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,Carpentaria Tropical Savanna,Australia,"aquatic,terrestrial",,,10 dB,bipedal movement,apatite,Unknown,corneal eyes,11 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow grosbeak,Animalia,Chordata,Aves,https://eol.org/pages/45517664,Mycerobas icterioides (Black And Yellow Grosbeak) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,India,"temperate,terrestrial",,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,67 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518546,Stomiopera flava (Yellow Honeyeater) is a species of birds in the family honeyeaters. They rely on flight to move around.,tympanic middle ear,,,Australia,"subtropical,terrestrial",,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow longbill,Animalia,Chordata,Aves,https://eol.org/pages/45514413,Macrosphenus flavicans (Yellow Longbill) is a species of birds in the family Macrosphenidae. They are found in Afrotropics. They rely on flight to move around.,otoliths,Afrotropics,,Angola,"tropical,terrestrial",,,10 dB,bipedal movement,apatite,Stable,corneal eyes,16 g,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow penduline tit,Animalia,Chordata,Aves,https://eol.org/pages/45514308,Anthoscopus parvulus (West African Penduline Tit) is a species of birds in the family penduline tits. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Benin,"savanna,terrestrial",,,10 dB,bipedal movement,apatite,Stable,corneal eyes,5.9 g,,,,,,Ficus (fig),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow thornbill,Animalia,Chordata,Aves,https://eol.org/pages/45518131,Acanthiza nana (Yellow Thornbill) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,Southeast Australia Temperate Savanna,Australia,"coastal,terrestrial",,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow tit,Animalia,Chordata,Aves,https://eol.org/pages/44476976,Machlolophus holsti (Yellow Tit) is a species of birds in the family Paridae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,China,"temperate,terrestrial",,5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45511757,Capsiempis flaveola (Yellow Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,Paraguana Xeric Scrub,South Pacific,freshwater habitat,,,10 dB,flight,apatite,Stable,corneal eyes,7.7 g,,,,,,Miconia cinnamomifolia (DC.) Naud.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellow warbler,Animalia,Chordata,Aves,https://eol.org/pages/59000011,"EOL has data for 7 attributes, including:",,,,,,,,,,,,,,,,,,,,,,,,,,12 days,,1 /year,11 years,,1.32 g,0.408 /day,,,,,,,,,,,,,,,3,,,,,,,,,,,365 days,,,,,,
0,Yellow wattlebird,Animalia,Chordata,Aves,https://eol.org/pages/45518512,Anthochaera paradoxa (Yellow Wattlebird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,Tasmanian Temperate Rain Forests,Australia,"mountain,terrestrial",,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,210 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellowhammer,Animalia,Chordata,Aves,https://eol.org/pages/45515756,Emberiza citrinella (Yellow Bunting) is a species of birds in the family New World sparrows. They are found in australasia and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,australasia,,South Pacific,,,,,flight,,Decreasing,,,,Staatliches Museum fuer Naturkund Stuttgart,terrestrial,granivore,,,,109.8 degrees fahrenheit,,,,,14 days,,,13.2 years,,29.7 g,,,,,,,0.436 watts,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellowhead,Animalia,Chordata,Aves,https://eol.org/pages/46571769,Halichoeres garnoti (Yellowhead Wrasse) is a species of bony fishes in the family Labridae. Individuals can grow to 19.3 cm. They have sexual reproduction. They rely on pectoral fin oscillation to move around.,otoliths,,,Gulf Of Mexico,"coastal,marine",,,,pectoral fin oscillation,,Unknown,lens eyes,,,,,,,CORRUPTED VALUE for trait R20-PK39275980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3 cm,,,,,,hydroxylapatite,sexual reproduction,19.3 cm,,,
0,Yellowish bulbul,Animalia,Chordata,Aves,https://eol.org/pages/918188,Hypsipetes everetti (Yellowish Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,The Philippines,subtropical,,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellowish flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45511816,Empidonax flavescens (Yellowish Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Costa Rica,"mountain,terrestrial",,,10 dB,bipedal movement,apatite,Stable,corneal eyes,20 g,,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellowish imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1229023,Ducula subflavescens (Yellowish Imperial Pigeon) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,New Britain-New Ireland Lowland Rain Forests,South Pacific,terrestrial,,5000 Hz,20 dB,flight,apatite,Decreasing,corneal eyes,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellowish pipit,Animalia,Chordata,Aves,https://eol.org/pages/45511874,Anthus lutescens (Yellowish Pipit) is a species of birds in the family Motacillidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,Orinoco Wetlands,Uruguay,subtropical,Rhopaloceras pennaticeps (Paine & Mann 1913),5000 Hz,10 dB,flight,apatite,,corneal eyes,17 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellowish whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517334,Zosterops nigrorum (Yellowish White Eye) is a species of birds in the family white-eyes. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,The Philippines,"subtropical,terrestrial",,,,flight,apatite,Unknown,corneal eyes,9.199999999999999 g,,NHMUK,,,,Homalanthus macradenius Pax & K. Hoffm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yellowtailed parrot,Animalia,Chordata,Aves,https://eol.org/pages/46572707,Sparisoma rubripinne (Yellowtail Parrotfish) is a species of bony fishes in the family Labridae. Individuals can grow to 47.8 cm. They have sexual reproduction. They rely on pectoral fin oscillation to move around.,,,,Gulf Of Mexico,marine reef,,,,pectoral fin oscillation,,Unknown,lens eyes,,,197908d0-5565-11d8-b290-b8a03c50a862,,browser,,Acrochaetium,,,,,,,,harem,,,,,,,,,,,,,,,,,,,,,,,,,,47.8 cm,,,,,,,sexual reproduction,,yes,,
0,Yemen linnet,Animalia,Chordata,Aves,https://eol.org/pages/45515892,Linaria yemenensis (Yemen Linnet) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,Saudi Arabia,"tropical,terrestrial",,5000 Hz,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yemen serin,Animalia,Chordata,Aves,https://eol.org/pages/45515890,Crithagra menachensis (Yemen Serin) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,Yemen,terrestrial,,5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yemen thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518868,Turdus menachensis (Yemen Thrush) is a species of birds in the family thrushes. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Saudi Arabia,terrestrial,,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,79 g,near threatened,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yemen warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515868,Sylvia buryi (Yemen Warbler) is a species of birds in the family Sylviidae. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,Southwestern Arabian Montane Woodlands,Yemen,"mountain,terrestrial",,,10 dB,flight,apatite,Decreasing,corneal eyes,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yucatan amazon,Animalia,Chordata,Aves,https://eol.org/pages/45511649,Amazona xantholora (Yellow Lored Amazon) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Honduras,"subtropical,terrestrial",,,,bipedal movement,apatite,Stable,corneal eyes,232 g,cites appendix ii,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yucatan bobwhite,Animalia,Chordata,Aves,https://eol.org/pages/45508975,Colinus nigrogularis (Black Throated Bobwhite) is a species of birds in the family New World quails. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,YucatáN Moist Forests,Belize,"tropical,terrestrial",,,20 dB,bipedal movement,apatite,Stable,corneal eyes,152 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yucatan flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45511840,Myiarchus yucatanensis (Yucatan Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Belize,"tropical,terrestrial",,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,23 g,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yucatan jay,Animalia,Chordata,Aves,https://eol.org/pages/45509968,Cyanocorax yucatanicus (Yucatan Jay) is a species of birds in the family Corvidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Belize,"subtropical,terrestrial",,,,bipedal movement,,Stable,corneal eyes,128 g,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,Ficus padifolia Kunth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metopium (Florida poisontree),
0,Yucatan nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45509475,Antrostomus badius (Yucatan Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,,,Belize,"subtropical,terrestrial",,5000 Hz,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Yucatan poorwill,Animalia,Chordata,Aves,https://eol.org/pages/45509465,Nyctiphrynus yucatanicus (Yucatan Poorwill) is a species of birds in the family Caprimulgidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Belize,"tropical,terrestrial",,,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,27.7 g,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
