,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,body mass,eats,ecomorphological guild,geographic distribution includes,habitat,locomotion,mineralized skeleton contains,population trend,preys on,visual system,parasitized by,hearing range,hearing threshold,biogeographic realm,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,bill length,life span,tarsus length,temperature at range midpoint latitude,visits flowers of,weight,conservation status,ecoregion,foraging habitat,initial mortality rate,invasive in,litters per year,prenatal development duration,behavioral circadian rhythm,type specimen repository,genome size,has ectoparasite,is vector for,is eaten by,Leaf Complexity,leaf morphology,leaf sheddability,photosynthetic pathway,plant growth form,plant lifeform,produces,visits,has host,parasite of,clutch/brood/litter size,growth rate,basal metabolic rate,mortality rate doubling time,motility,number of public records in bold,sensory system,host of,mineralized tissue contains,reproduction,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,preyed upon by,onset of fertility,tarsometatarsus + middle toe length,trophic level,symbiont of,body length,mutualistic with
0,Philippine megapode,Animalia,Chordata,Aves,https://eol.org/pages/1050116,Megapodius cumingii (Philippine Megapode) is a species of birds in the family megapodes. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"montane forest,marine",flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,the indo-malayan realm,,,,,,,,,,,,,,,sunda shelf mangroves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine nightjar,Animalia,Chordata,Aves,https://eol.org/pages/1178152,Caprimulgus manillensis (Philippine Nightjar) is a species of birds in the family Caprimulgidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,84.5 g,,,The Philippines,"mangrove swamp,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,20 dB,the indo-malayan realm,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine oriole,Animalia,Chordata,Aves,https://eol.org/pages/1051839,Oriolus steerii (Philippine Oriole) is a species of birds in the family orioles. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,Luzon Rain Forests,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine pied fantail,Animalia,Chordata,Aves,https://eol.org/pages/37659508,Rhipidura nigritorquis (Philippine Pied Fantail) is a species of birds in the family Rhipiduridae. They rely on flight to move around.,otoliths,,,,The Philippines,tropical,bipedal movement,apatite,,,corneal eyes,,1000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine pitta,Animalia,Chordata,Aves,https://eol.org/pages/45518037,Erythropitta erythrogaster (Philippine Pitta) is a species of birds in the family pittas. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,subtropical,bipedal movement,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine pygmy woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/47043772,Yungipicus maculatus (Philippine Pygmy Woodpecker) is a species of birds in the family woodpeckers. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1178247,Otus megalotis (Luzon Lowland Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,182 g,,,The Philippines,terrestrial,bipedal movement,apatite,Decreasing,,corneal eyes,,,-15 dB,the indo-malayan realm,,,,,,,,,,,,,,cites appendix ii,Mindanao Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine serpent eagle,Animalia,Chordata,Aves,https://eol.org/pages/1047576,Spilornis holospilus (Philippine Serpent Eagle) is a species of birds in the family Accipitridae. They rely on flight to move around.,tympanic middle ear,858 g,,,The Philippines,freshwater habitat,bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine swamphen,Animalia,Chordata,Aves,https://eol.org/pages/4364067,Porphyrio pulverulentus (Philippine Swamphen) is a species of birds in the family rails. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,,flight,apatite,,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/45516381,Aerodramus mearnsi (Philippine Swiftlet) is a species of birds in the family swifts. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,14.3 g,,,The Philippines,"tropical,terrestrial",flight,apatite,Stable,,corneal eyes,,,,the indo-malayan realm,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echolocation,,,,,,,,,,,,,,,
0,Philippine tailorbird,Animalia,Chordata,Aves,https://eol.org/pages/919895,Orthotomus castaneiceps (Philippine Tailorbird) is a species of birds in the family African warblers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,15 g,,,The Philippines,subtropical,bipedal movement,apatite,,,corneal eyes,,5000 Hz,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,Greater Negros-Panay Rain Forests,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Philippine trogon,Animalia,Chordata,Aves,https://eol.org/pages/45516426,Harpactes ardens (Philippine Trogon) is a species of birds in the family Trogonidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,114 g,,,The Philippines,"montane forest,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,the indo-malayan realm,,,,,,,,,,,,,,,Luzon Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Phodilus badius,Animalia,Chordata,Aves,https://eol.org/pages/45516344,Phodilus badius (Oriental Bay Owl) is a species of birds in the family Tytonidae. They are listed in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,308 g,,,Laos,"tropical,terrestrial",flight,apatite,Stable,,corneal eyes,,,,the indo-malayan realm,,,,,,,,,,,,,,cites appendix ii,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Phoenix petrel,Animalia,Chordata,Aves,https://eol.org/pages/45512123,Pterodroma alba (Phoenix Petrel) is a species of birds in the family Procellariidae. They are listed as endangered by IUCN. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,Kondakovia longimana Filippova 1972,nectonic,Pacific Ocean,tropical,flight,,Decreasing,,corneal eyes,,,,,,,,,,,invertivore,,11.3 years,,,,259 g,,,marine pelagic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Piapiac,Animalia,Chordata,Aves,https://eol.org/pages/45515243,Ptilostomus afer (Piapiac) is a species of birds in the family Corvidae. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,128 g,Arecaceae (palms),,North Atlantic,"pasture,terrestrial",flight,,Stable,Pisanianura,corneal eyes,,,,Afrotropics,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Picazuro pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1064939,Patagioenas picazuro (Picazuro Pigeon) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,402 g,Trema micrantha (L.) Bl. (Florida trema),,Bolivia,terrestrial,flight,apatite,Increasing,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbicola adamsi Clayton & R. D. Price 1999,,,,,,,,,,,,,,
0,Pictorella mannikin,Animalia,Chordata,Aves,https://eol.org/pages/1050448,Heteromunia pectoralis (Pictorella Mannikin) is a species of birds in the family Estrildid finches. They are found in australasia. They rely on flight to move around.,tympanic middle ear,16.6 g,,,Australia,"subtropical,terrestrial",bipedal movement,,Decreasing,,corneal eyes,,,,australasia,,,,,,,,13.3 mm,,15.1 mm,19.03 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Picui ground dove,Animalia,Chordata,Aves,https://eol.org/pages/1049735,Columbina picui (Picui Dove) is a species of birds in the family Columbidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,51 g,,,South Pacific,"subtropical,terrestrial",flight,apatite,Stable,,corneal eyes,,,20 dB,The Neotropics,,,,,,,,,,,,,,,Chiquitano Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied avocet,Animalia,Chordata,Aves,https://eol.org/pages/45513585,"Recurvirostra avosetta (Pied Avocet) is a species of birds in the family Recurvirostridae. They are found in the palearctic, Afrotropics, and the indo-malayan realm. They are diurnal. Individuals can grow to 80 cm. They rely on flight to move around.",,,,nectonic,Africa,,flight,,Unknown,,,,,,the palearctic,,,,,Unknown,,invertivore,,27.8 years,,,,304 g,,,aquatic,,,,,,,,,,,,,,,,,,,,,,0.192 /day,,,,,,,,,,,,,,,,,,,80 cm,
0,Pied bush chat,Animalia,Chordata,Aves,https://eol.org/pages/45513720,"Saxicola caprata (Pied Bushchat) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm, australasia, and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,15 g,,,South Pacific,"coastal,terrestrial",flight,apatite,Stable,,corneal eyes,,,,the indo-malayan realm,,,,,,,invertivore,,,,,,,,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied butcherbird,Animalia,Chordata,Aves,https://eol.org/pages/45518179,Cracticus nigrogularis (Pied Butcherbird) is a species of birds in the family woodswallows. They are found in australasia. They rely on flight to move around.,tympanic middle ear,159 g,Litoria rubella (Gray 1842) (Desert Tree Frog),,Indian Ocean,"arid,terrestrial",flight,apatite,Unknown,Lumbricidae (earthworms),corneal eyes,,,,australasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied crow,Animalia,Chordata,Aves,https://eol.org/pages/45515246,Corvus albus (Pied Crow) is a species of birds in the family Corvidae. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,700 g,Perca fluviatilis Linnaeus 1758 (Barsch),,South Atlantic,terrestrial,flight,apatite,Stable,Corythaixoides concolor (Smith & A 1833) (Grey Go-away-bird),corneal eyes,,,,Afrotropics,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/1049784,Reinwardtoena browni (Pied Cuckoo Dove) is a species of birds in the family Columbidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,325 g,,,South Pacific,terrestrial,flight,apatite,Decreasing,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,near threatened,Admiralty Islands Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/45516745,Coracina bicolor (Pied Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"mangrove swamp,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,near threatened,Sulawesi Lowland Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied currawong,Animalia,Chordata,Aves,https://eol.org/pages/45518185,Strepera graculina (Pied Currawong) is a species of birds in the family woodswallows. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,324 g,Washingtonia robusta H. Wendl. (Mexican Fan Palm),,South Pacific,"valley,terrestrial",flight,,Increasing,Lumbricidae (earthworms),corneal eyes,,,,australasia,,,,,,,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied falconet,Animalia,Chordata,Aves,https://eol.org/pages/1065020,Microhierax melanoleucos (Pied Falconet) is a species of birds in the family falcons. They are listed in cites appendix ii. They rely on flight to move around.,tympanic middle ear,75 g,,,Laos,"temperate,freshwater habitat",bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied goshawk,Animalia,Chordata,Aves,https://eol.org/pages/914071,Accipiter albogularis (Pied Goshawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,280 g,,,Solomon Islands,"montane forest,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied harrier,Animalia,Chordata,Aves,https://eol.org/pages/913087,Circus melanoleucos (Pied Harrier) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,290 g,,,Taiwan,"valley,terrestrial",flight,apatite,Decreasing,,corneal eyes,,,20 dB,the palearctic,,,,,,,,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied heron,Animalia,Chordata,Aves,https://eol.org/pages/45517768,Egretta picata (Pied Heron) is a species of birds in the family Ardeidae. They rely on flight to move around.,tympanic middle ear,372 g,,,Australia,terrestrial,bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,Ciconiphilus,,,,,,,,,,,,,,,,,,,,Avian coronavirus,,,,,,,,,,,,,,
0,Pied honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518423,Certhionyx variegatus (Pied Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,28 g,,,Indian Ocean,"arid,terrestrial",flight,apatite,Stable,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,Central Ranges Xeric Scrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied imperial pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516326,Ducula bicolor (Pied Imperial Pigeon) is a species of birds in the family Columbidae. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,,Ficus (fig),,South Pacific,freshwater habitat,flight,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,the indo-malayan realm,,,,,,,,,,,,,,,Southern New Guinea Freshwater Swamp Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516506,"Ceryle rudis (Pied Kingfisher) is a species of birds in the family Alcedinidae. They are associated with freshwater habitat. They are native to the Palearctic, Ethiopia, and Asia. They are solitary, diurnal carnivores. They have parental care (cooperative breeding, paternal care, and female provides care). They rely on flight and gliding to move around.",,,,fossorial,Mozambique,,gliding,,Unknown,,,,,,Afrotropics,bilaterally symmetric,crustaceans,monogamous,the Palearctic,,solitary,vertivore,,,,,,,,,freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied monarch,Animalia,Chordata,Aves,https://eol.org/pages/45518255,Arses kaupi (Pied Monarch) is a species of birds in the family monarch flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,15.5 g,,,Australia,"tropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,Cape York Peninsula Tropical Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied myna,Animalia,Chordata,Aves,https://eol.org/pages/45517405,Gracupica contra (Pied Myna) is a species of birds in the family starlings. They rely on flight to move around.,tympanic middle ear,90 g,Ficus benghalensis L. (Banyan),,United States,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied oystercatcher,Animalia,Chordata,Aves,https://eol.org/pages/45516130,Haematopus longirostris (Australian Pied Oystercatcher) is a species of birds in the family oystercatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,675 g,Plebidonax deltoides (Lamarck 1818),nectonic,Timor Sea,terrestrial,flight,apatite,Unknown,Plebidonax deltoides (Lamarck 1818),corneal eyes,,,,australasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied plover,Animalia,Chordata,Aves,https://eol.org/pages/1049081,Hoploxypterus cayanus (Pied Lapwing) is a species of birds in the family Charadriidae. They rely on flight to move around.,tympanic middle ear,,,,Bolivia,"coastal,freshwater habitat",bipedal movement,apatite,Unknown,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,Quadraceps hasei Timmermann 1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied puffbird,Animalia,Chordata,Aves,https://eol.org/pages/45509700,Notharchus tectus (Pied Puffbird) is a species of birds in the family Bucconidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,South Atlantic,"subtropical,terrestrial",flight,apatite,Decreasing,Acrididae (short-horned grasshoppers),corneal eyes,,,20 dB,The Neotropics,,,,,,,,,,,,,,,Western Ecuador Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied shrikebabbler,Animalia,Chordata,Aves,https://eol.org/pages/45516848,Pteruthius flaviscapis (Pied Shrike Babbler) is a species of birds in the family vireos. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,44 g,,,Indonesia,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,Northeast India-Myanmar Pine Forests,,,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied starling,Animalia,Chordata,Aves,https://eol.org/pages/45515521,Lamprotornis bicolor (Pied Starling) is a species of birds in the family starlings. They rely on flight to move around.,tympanic middle ear,,,,Swaziland,"arid,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied stilt,Animalia,Chordata,Aves,https://eol.org/pages/45517789,Himantopus leucocephalus (Pied Stilt) is a species of birds in the family Recurvirostridae. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,193 g,,nectonic,South Pacific,coastal,flight,apatite,,,corneal eyes,,5000 Hz,20 dB,the indo-malayan realm,,,,,,,,,,,,,,,Southwest Borneo Freshwater Swamp Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518858,Geokichla wardii (Pied Thrush) is a species of birds in the family thrushes. They rely on flight to move around.,otoliths,,,,India,"marine,freshwater habitat",bipedal movement,apatite,Decreasing,,corneal eyes,,1000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied triller,Animalia,Chordata,Aves,https://eol.org/pages/45516775,Lalage nigra (Pied Triller) is a species of birds in the family cuckoo-shrikes. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,31.3 g,,,Brunei,terrestrial,flight,apatite,Decreasing,,corneal eyes,,5000 Hz,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,Greater Negros-Panay Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied water tyrant,Animalia,Chordata,Aves,https://eol.org/pages/45511819,Fluvicola pica (Pied Water Tyrant) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,12.3 g,,,South Atlantic,"tropical,terrestrial",flight,apatite,Increasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Xingu-Tocantins-Araguaia Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pied wheatear,Animalia,Chordata,Aves,https://eol.org/pages/45513725,"Oenanthe pleschanka (Pied Wheatear) is a species of birds in the family Old World flycatchers. They are found in Afrotropics, the indo-malayan realm, and the palearctic. They rely on flight to move around.",tympanic middle ear,22 g,,,Bahrain,"scree,terrestrial",flight,apatite,Stable,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,Tarim Basin Deciduous Forests And Steppe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pigeon guillemot,Animalia,Chordata,Aves,https://eol.org/pages/45509350,Cepphus columba (Pigeon Guillemot) is a species of birds in the family auks. They are found in The Nearctic. They are diurnal. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.,,,,nectonic,North Pacific,marine,flight,,Stable,,,,,,The Nearctic,,,,,,,vertivore,,15.2 years,,,,483.8 g,,,marine pelagic,,,,31 days,,,,,,,,,,,,,,,,,,0.156 /day,,,,,,,,,,,,,,,,,,,,
0,Pileated flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45511810,Xenotriccus mexicanus (Pileated Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,13.8 g,,,Guatemala,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Balsas Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pileated parrot,Animalia,Chordata,Aves,https://eol.org/pages/1178033,Pionopsitta pileata (Pileated Parrot) is a species of birds in the family parrots. They are listed in cites appendix i. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,135 g,,,Argentina,terrestrial,bipedal movement,,Decreasing,,corneal eyes,,,,The Neotropics,,,,,,,,,16.8 years,,,,119 g,endangered,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pileated woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45509784,Dryocopus pileatus (Pileated Woodpecker) is a species of birds in the family woodpeckers. They are native to Atlantic Ocean. They rely on flight to move around.,,,CORRUPTED VALUE for trait R20-PK36847740,,United States,coastal,flight,,,,,,,,The Neotropics,bilaterally symmetric,,,Atlantic Ocean,,,,,13 years,,,,364 g,,,,,,1 /year,18 days,,,,,,,,,,,,,,,,,,0.276 /day,,,,,,,,,,,,,,,,,,,,
0,Pilotbird,Animalia,Chordata,Aves,https://eol.org/pages/45518094,Pycnoptilus floccosus (Pilotbird) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,Australia,"mountain,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,australasia,,,,,,,,,,,,,,,Southeast Australia Temperate Forests,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pincoya storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/33295599,Oceanites pincoyae (Pincoya Storm Petrel) is a species of birds in the family Oceanitidae. They rely on flight to move around.,tympanic middle ear,,,,Chile,marine,flight,apatite,Unknown,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pine bunting,Animalia,Chordata,Aves,https://eol.org/pages/45511169,Emberiza leucocephalos (Pine Bunting) is a species of birds in the family New World sparrows. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,37 g,,,North Pacific,"temperate,terrestrial",flight,apatite,Stable,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,Alashan Plateau Semi-Desert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pine flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45511815,Empidonax affinis (Pine Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,11.3 g,,,Guatemala,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,The Nearctic,,,,,,,,,,,,,,,Sierra Madre De Oaxaca Pine-Oak Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pine grosbeak,Animalia,Chordata,Aves,https://eol.org/pages/45510265,"Pinicola enucleator (Pine Grosbeak) is a species of birds in the family finches. They are found in The Neotropics, The Nearctic, and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,,Vaccinium (blueberry),,United States,mountain,flight,,Decreasing,,corneal eyes,,,,The Neotropics,,,,,,,granivore,,9.8 years,,,,65.3 g,,,terrestrial,,,,13 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pine siskin,Animalia,Chordata,Aves,https://eol.org/pages/45510358,Spinus pinus (Pine Siskin) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,CORRUPTED VALUE for trait R20-PK38701830,,Manitoba,"prairie,terrestrial",flight,apatite,Stable,,corneal eyes,Molothrus ater (Boddaert 1783) (Brown-headed Cowbird),5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pine warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511107,Setophaga pinus (Pine Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,Gryllidae (true crickets),,United States,"forest,terrestrial",flight,,Increasing,Leptoglossus occidentalis Heidemann 1910 (Western Conifer Seed Bug),corneal eyes,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinus elliottii Engelm. (Slash Pine),,,4,,,,,,,,,,,,,,,,,,,,,
0,Pink pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1064968,Nesoenas mayeri (Pink Pigeon) is a species of birds in the family Columbidae. They are listed as vulnerable by IUCN and in cites appendix iii. They rely on flight to move around.,tympanic middle ear,410 g,,,Mauritius,"coastal,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
