,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,body mass,eats,ecomorphological guild,geographic distribution includes,habitat,locomotion,mineralized skeleton contains,population trend,preys on,visual system,parasitized by,hearing range,hearing threshold,biogeographic realm,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,bill length,life span,tarsus length,temperature at range midpoint latitude,visits flowers of,weight,conservation status,ecoregion,foraging habitat,initial mortality rate,invasive in,litters per year,prenatal development duration,behavioral circadian rhythm,type specimen repository,genome size,has ectoparasite,is vector for,is eaten by,Leaf Complexity,leaf morphology,leaf sheddability,photosynthetic pathway,plant growth form,plant lifeform,produces,visits,has host,parasite of,clutch/brood/litter size,growth rate,basal metabolic rate,mortality rate doubling time,motility,number of public records in bold,sensory system,host of,mineralized tissue contains,reproduction,fruit type,leaf lamina area,leaf mass per area,leaf nitrogen per dry mass,vegetative plant height,preyed upon by,onset of fertility,tarsometatarsus + middle toe length,trophic level,symbiont of,body length,mutualistic with
0,Palawan flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517552,Ficedula platenae (Palawan Flycatcher) is a species of birds in the family Old World flycatchers. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,13 g,,,The Philippines,"tropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,,the indo-malayan realm,,,,,,,,,,,,,,vulnerable,,,,,,,,(CM) - CM Birds Collection {http://www.carnegiemnh.org/birds/index.html},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palawan frogmouth,Animalia,Chordata,Aves,https://eol.org/pages/45516361,Batrachostomus chaseni (Palawan Frogmouth) is a species of birds in the family frogmouths. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,tropical,flight,apatite,,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palawan hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1048412,Anthracoceros marchei (Palawan Hornbill) is a species of birds in the family hornbills. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,terrestrial,bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,20 dB,the indo-malayan realm,,,,,,,,,,,,,,vulnerable,Palawan Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palawan peacockpheasant,Animalia,Chordata,Aves,https://eol.org/pages/59046408,EOL has data for one attribute:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palawan scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1178246,Otus fuliginosus (Palawan Scops Owl) is a species of birds in the family typical owls. They are listed as near threatened by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,terrestrial,flight,apatite,Decreasing,,corneal eyes,,5000 Hz,-15 dB,the indo-malayan realm,,,,,,,,,,,,,,near threatened,Palawan Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palawan striped babbler,Animalia,Chordata,Aves,https://eol.org/pages/45517298,Zosterornis hypogrammicus (Palawan Striped Babbler) is a species of birds in the family white-eyes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,"tropical,terrestrial",flight,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palawan tit,Animalia,Chordata,Aves,https://eol.org/pages/46384773,Pardaliparus amabilis (Palawan Tit) is a species of birds in the family Paridae. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,14.9 g,,,The Philippines,terrestrial,bipedal movement,apatite,Decreasing,,corneal eyes,,1000 Hz,10 dB,,,,,,,,,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale batis,Animalia,Chordata,Aves,https://eol.org/pages/45515131,Batis soror (Mozambique Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,13.1 g,,,Mozambique,"coastal,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,Northern Zanzibar-Inhambane Coastal Forest Mosaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale baywing,Animalia,Chordata,Aves,https://eol.org/pages/45513476,Agelaioides fringillarius (Pale Baywing) is a species of birds in the family New World blackbirds. They rely on flight to move around.,tympanic middle ear,,,,Brazil,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale blue flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45517442,Cyornis unicolor (Pale Blue Flycatcher) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,21.1 g,,,Indonesia,"subtropical,terrestrial",flight,apatite,Decreasing,,corneal eyes,,,10 dB,the indo-malayan realm,,,,,,,,,,,,,,,Northern Indochina Subtropical Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale chanting goshawk,Animalia,Chordata,Aves,https://eol.org/pages/1047585,"Melierax canorus (Pale Chanting Goshawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are native to Ethiopia. They are solitary, diurnal carnivores. They have parental care (female provides care, cooperative breeding, and paternal care). They rely on flight to move around.",,,,,Botswana,,flight,,Stable,,,,,,Afrotropics,bilaterally symmetric,mammals,monogamous,Ethiopia,parental care,solitary,vertivore,,,,,,,,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale cicadabird,Animalia,Chordata,Aves,https://eol.org/pages/49067264,Edolisoma ceramense (Pale Cicadabird) is a species of birds in the family cuckoo-shrikes. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,terrestrial,flight,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale crag martin,Animalia,Chordata,Aves,https://eol.org/pages/45515391,Ptyonoprogne obsoleta (Pale Crag Martin) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,,,,Jordan,"cliff,freshwater habitat",bipedal movement,apatite,Increasing,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale martin,Animalia,Chordata,Aves,https://eol.org/pages/45517005,Riparia diluta (Pale Martin) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,,,,China,grassland,bipedal movement,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale mountain pigeon,Animalia,Chordata,Aves,https://eol.org/pages/1049947,Gymnophaps solomonensis (Pale Mountain Pigeon) is a species of birds in the family Columbidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,385 g,,,South Pacific,"mountain,terrestrial",flight,apatite,Stable,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,,Solomon Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale prinia,Animalia,Chordata,Aves,https://eol.org/pages/45514520,Prinia somalica (Pale Prinia) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,7.5 g,,,Ethiopia,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,Northern Acacia-Commiphora Bushlands And Thickets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale rockfinch,Animalia,Chordata,Aves,https://eol.org/pages/45515605,Carpospiza brachydactyla (Pale Rockfinch) is a species of birds in the family Old World sparrows. They are found in Afrotropics and the palearctic. They rely on flight to move around.,tympanic middle ear,25 g,,,United Arab Emirates,"tropical,terrestrial",flight,apatite,Stable,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,Ethiopian Montane Grasslands And Woodlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale rosefinch,Animalia,Chordata,Aves,https://eol.org/pages/45517699,Carpodacus stoliczkae (Pale Rosefinch) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,,Israel,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale spiderhunter,Animalia,Chordata,Aves,https://eol.org/pages/45517640,Arachnothera dilutior (Pale Spiderhunter) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,,The Philippines,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale thrush,Animalia,Chordata,Aves,https://eol.org/pages/45518877,Turdus pallidus (Pale Thrush) is a species of birds in the family thrushes. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,83.2 g,Diospyros (diospyros),,North Pacific,terrestrial,flight,apatite,Unknown,,corneal eyes,,,10 dB,the palearctic,,,,,,,,,,,,,,,Nihonkai Montane Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pale whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/52469408,Zosterops flavilateralis (Pale White Eye) is a species of birds in the family white-eyes. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palestine sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514911,Cinnyris osea (Palestine Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,6.8 g,Aloe,,Jordan,"woodland,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,Aloe arborescens Mill. (candelabra aloe),,,,,,,,,,,,,,,,,,,,,,,
0,Palila,Animalia,Chordata,Aves,https://eol.org/pages/45510289,"Loxioides bailleui (Palila) is a species of birds in the family finches. They are listed as critically endangered by IUCN. They are found in Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,38.1 g,,,United States,,bipedal movement,,Decreasing,,corneal eyes,,,,"Oceania continent (Australia, NZ and islands)",,,,,,,,,13 years,,,,37.85 g,,,,,,1 /year,16 days,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
0,Pallid cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45517829,Cacomantis pallidus (Pallid Cuckoo) is a species of birds in the family Cuculidae. They rely on flight to move around.,tympanic middle ear,,,,Australia,,bipedal movement,apatite,,,corneal eyes,,5000 Hz,20 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melithreptus brevirostris (Vigors & Horsfield 1827) (Brown-headed Honeyeater),,,,,,,,,,,,,,,,,,,,,,,
0,Pallid dove,Animalia,Chordata,Aves,https://eol.org/pages/1049747,Leptotila pallida (Pallid Dove) is a species of birds in the family Columbidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,157 g,,,Colombia,"tropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,The Neotropics,,,,,,,,,,,,,,,Chocó-DariéN Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pallid honeyguide,Animalia,Chordata,Aves,https://eol.org/pages/45514140,Indicator meliphilus (Pallid Honeyguide) is a species of birds in the family honeyguides. They are found in Afrotropics. They rely on flight to move around.,otoliths,17 g,,,Mozambique,terrestrial,bipedal movement,apatite,Decreasing,,corneal eyes,,1000 Hz,20 dB,Afrotropics,,,,,,,,,,,,,,,Zambezian Cryptosepalum Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pallid scops owl,Animalia,Chordata,Aves,https://eol.org/pages/45518927,"Otus brucei (Pallid Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the palearctic, Afrotropics, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,110 g,,,Kazakhstan,"valley,terrestrial",flight,apatite,Stable,,corneal eyes,,,,the palearctic,,,,,,,,,,,,,,cites appendix ii,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pallid spinetail,Animalia,Chordata,Aves,https://eol.org/pages/918297,Cranioleuca pallida (Pallid Spinetail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,11.5 g,Eugenia cerasiflora Miq.,,Brazil,"tropical,terrestrial",flight,apatite,Decreasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pallid swift,Animalia,Chordata,Aves,https://eol.org/pages/45516411,"Apus pallidus (Pallid Swift) is a species of birds in the family swifts. They are found in Afrotropics, the palearctic, and the indo-malayan realm. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",tympanic middle ear,42 g,,,Bahrain,marine,flight,apatite,Stable,,corneal eyes,,,20 dB,Afrotropics,,,,,,,invertivore,,,,,,,,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palm cockatoo,Animalia,Chordata,Aves,https://eol.org/pages/45516619,Probosciger aterrimus (Palm Cockatoo) is a species of birds in the family cockatoos. They are listed in cites appendix i. They are native to Australia. They are diurnal herbivores. They have parental care (paternal care and female provides care). They rely on flight to move around.,,,,,United States,,flight,,Decreasing,,,,,,australasia,,fruit,monogamous,Australia,,group living,frugivore,72.2 mm,,30.1 mm,21.57 degrees celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palm crow,Animalia,Chordata,Aves,https://eol.org/pages/45510008,Corvus palmarum (Hispaniolan Palm Crow) is a species of birds in the family Corvidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,The Dominican Republic,"mountain,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,5000 Hz,10 dB,The Neotropics,,,,,,,,,,,,,,,Cuban Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palm lorikeet,Animalia,Chordata,Aves,https://eol.org/pages/45517938,Charmosyna palmarum (Palm Lorikeet) is a species of birds in the family Psittaculidae. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,Solomon Islands,"subtropical,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,20 dB,australasia,,,,,,,,,,,,,,vulnerable,Vanuatu Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palm tanager,Animalia,Chordata,Aves,https://eol.org/pages/45510507,Phaenicophilus poliocephalus (Grey Crowned Tanager) is a species of birds in the family Phaenicophilidae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,otoliths,31 g,,,The Dominican Republic,terrestrial,bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,near threatened,Hispaniolan Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Palm warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511106,Setophaga palmarum (Palm Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,,Aphididae (aphids),,United States,"coastal,freshwater habitat",flight,apatite,Increasing,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Setophaga palmarum (Gmelin & JF 1789) (Palm Warbler),,,,,,,,,,,,,,,,,,,,,,,
0,Palmchat,Animalia,Chordata,Aves,https://eol.org/pages/7552,Dulidae (Palmchat Family (Birds)) is a family of birds. They rely on flight to move around.,tympanic middle ear,,,,,,flight,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
0,Palmnut vulture,Animalia,Chordata,Aves,https://eol.org/pages/914576,Gypohierax angolensis (Palm Nut Vulture) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are associated with freshwater habitat. They are found in Afrotropics. They are diurnal omnivores. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,Raphia (raffia palm),nectonic,Africa,freshwater,flight,,Stable,,corneal eyes,,,,Afrotropics,,,,,,,,,27.1 years,,,,1600 g,,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pampa finch,Animalia,Chordata,Aves,https://eol.org/pages/1050328,Embernagra platensis (Great Pampa Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,46.2 g,,,Africa,"desert,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Bolivian Montane Dry Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pampas meadowlark,Animalia,Chordata,Aves,https://eol.org/pages/57691241,Sturnella defilippii (Pampas Meadowlark) is a species of  in the family New World blackbirds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pampas pipit,Animalia,Chordata,Aves,https://eol.org/pages/1051332,Anthus chacoensis (Pampas Pipit) is a species of birds in the family Motacillidae. They rely on flight to move around.,tympanic middle ear,,,,South Atlantic,"temperate,terrestrial",flight,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Panamanian flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45511841,Myiarchus panamensis (Panama Flycatcher) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,38.5 g,,,Colombia,"mangrove swamp,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Isthmian-Atlantic Moist Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Panamanian tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45511766,Phylloscartes flavovirens (Panamanian Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,8.800000000000001 g,,,Panama,"subtropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,The Neotropics,,,,,,,,,,,,,,,Talamancan Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Panay striped babbler,Animalia,Chordata,Aves,https://eol.org/pages/45517296,Zosterornis latistriatus (Panay Striped Babbler) is a species of birds in the family white-eyes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,"tropical,terrestrial",flight,apatite,Stable,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,near threatened,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Panders ground jay,Animalia,Chordata,Aves,https://eol.org/pages/916067,Podoces panderi (Turkestan Ground Jay) is a species of birds in the family Corvidae. They are diurnal omnivores. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,91 g,,,Russia,"desert,terrestrial",bipedal movement,apatite,Decreasing,,corneal eyes,,,10 dB,,,,,,,,,,,,,,,,,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omnivore,,,
0,Pangani longclaw,Animalia,Chordata,Aves,https://eol.org/pages/45515073,Macronyx aurantiigula (Pangani Longclaw) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,otoliths,43 g,,,Kenya,"tropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,,,10 dB,Afrotropics,,,,,,,,,,,,,,,Northern Acacia-Commiphora Bushlands And Thickets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Paperbark flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45516917,Myiagra nana (Paperbark Flycatcher) is a species of birds in the family monarch flycatchers. They rely on flight to move around.,tympanic middle ear,,,,Australia,savanna,bipedal movement,apatite,,,corneal eyes,,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Papuan babbler,Animalia,Chordata,Aves,https://eol.org/pages/45518592,Garritornis isidorei (Papuan Babbler) is a species of birds in the family Australo-Papuan babblers. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,"tropical,terrestrial",bipedal movement,apatite,Stable,,corneal eyes,Haemoproteus,5000 Hz,10 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
