,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing range,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,type specimen repository,preys on,behavioral circadian rhythm,eats,conservation status,life span,weight,body shape,foraging habitat,growth rate,litters per year,native range includes,prenatal development duration,trophic guild,diet includes,clutch/brood/litter size,bill length,ecomorphological guild,mating system,social system,tarsometatarsus + middle toe length,tarsus length,temperature at range midpoint latitude,parental care,host of,visits flowers of,parasitized by,has ectoparasite,pathogen of,has host,genome size,is vector for,sensory system,basal metabolic rate,body length,is eaten by,trophic level,has endoparasite,mutualistic with,visits,is killed by,initial mortality rate,motility,onset of fertility,egg mass,body temperature,used for,symbiont of,mortality rate doubling time,harvested in,number of public records in bold,parasite of
0,Canary flyrobin,Animalia,Chordata,Aves,https://eol.org/pages/45518310,Microeca papuana (Canary Flyrobin) is a species of birds in the family australasian robins. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,15.3 g,Northern New Guinea Montane Rain Forests,Indonesia,subtropical,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Canary whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45518696,Zosterops luteus (Canary White Eye) is a species of birds in the family white-eyes. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,11.3 g,Kimberly Tropical Savanna,Australia,"mangrove swamp,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Canebrake groundcreeper,Animalia,Chordata,Aves,https://eol.org/pages/917674,Clibanornis dendrocolaptoides (Canebrake Groundcreeper) is a species of birds in the family ovenbirds. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,52.5 g,,Brazil,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Canebrake wren,Animalia,Chordata,Aves,https://eol.org/pages/47043049,Cantorchilus zeledoni (Canebrake Wren) is a species of birds in the family wrens. They rely on flight to move around.,tympanic middle ear,,,,,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Canivets emerald,Animalia,Chordata,Aves,https://eol.org/pages/45509547,"Chlorostilbon canivetii (Canivet's Emerald) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Stachytarpheta frantzii, largeleaf geigertree, and porterweed. They rely on flight to move around.",tympanic middle ear,The Neotropics,2.5 g,,Guatemala,"tropical,terrestrial",,,flight,,Unknown,corneal eyes,,,,Stachytarpheta frantzii Pol.,cites appendix ii,,,,,,,,,,,,,,,,,,,,,Stachytarpheta (porterweed),,,,,,,,,,,,,,,,,,,,,,,,,,
0,Canvasback,Animalia,Chordata,Aves,https://eol.org/pages/45510575,"Aythya valisineria (Canvasback) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to United States and The Nearctic. They are diurnal omnivores. They have parental care (paternal care and female provides care). They rely on swimming, drag powered swimming, and flight to move around.",,,,,Gulf Of Mexico,,,,,,Decreasing,,,,,,,,,bilaterally symmetric,freshwater,0.087 /day,1 /year,United States,24 days,,seeds,,,nectonic,monogamous,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Canyon canastero,Animalia,Chordata,Aves,https://eol.org/pages/918021,Asthenes pudibunda (Canyon Canastero) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,17 g,Central Andean Wet Puna,Chile,"montane forest,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Canyon towhee,Animalia,Chordata,Aves,https://eol.org/pages/45511239,Melozone fusca (Canyon Towhee) is a species of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,,,United States,terrestrial,5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,Celtis laevigata var. reticulata (Torr.) L. D. Benson (netleaf hackberry),,,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,
0,Canyon wren,Animalia,Chordata,Aves,https://eol.org/pages/45510085,Catherpes mexicanus (Canyon Wren) is a species of birds in the family wrens. They are native to The Nearctic. They rely on flight to move around.,tympanic middle ear,The Nearctic,18 g,,United States,"desert,terrestrial",,,flight,,Decreasing,corneal eyes,,,,Pentatomidae (stink bugs),,,,bilaterally symmetric,,,,The Nearctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape Barren goose,Animalia,Chordata,Aves,https://eol.org/pages/1048513,Cereopsis novaehollandiae (Cape Barren Goose) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in australasia. They rely on flight and drag powered swimming to move around.,tympanic middle ear,australasia,5100 g,,United States,"coastal,terrestrial",,,flight,,Stable,corneal eyes,,,,Poaceae (True grasses),,28.1 years,3980 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape May warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511094,Setophaga tigrina (Cape May Warbler) is a species of birds in the family New World warblers. They visit flowers of apple. They rely on flight to move around.,tympanic middle ear,,,,United States,terrestrial,5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,Leptoglossus occidentalis Heidemann 1910 (Western Conifer Seed Bug),,Miconia (johnnyberry),,,,,,,,,,,,,,,,,,,,,,Malus pumila Mill. (apple),,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape Verde buzzard,Animalia,Chordata,Aves,https://eol.org/pages/12118723,Buteo bannermani (Cape Verde Buzzard) is a species of birds in the family Accipitridae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Cape Verde Islands Dry Forests,North Atlantic,,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape Verde buzzard   ,Animalia,Chordata,Aves,https://eol.org/pages/12118723,Buteo bannermani (Cape Verde Buzzard) is a species of birds in the family Accipitridae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Cape Verde Islands Dry Forests,North Atlantic,,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape Verde shearwater,Animalia,Chordata,Aves,https://eol.org/pages/45511302,Calonectris edwardsii (Cape Verde Shearwater) is a species of birds in the family Procellariidae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,Cape Verde,"coastal,terrestrial",,20 dB,flight,apatite,Decreasing,corneal eyes,,,,Engraulis australis (White 1790) (Australian anchovy),near threatened,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape Verde storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/45518910,Oceanodroma jabejabe (Cape Verde Storm Petrel) is a species of birds in the family storm petrels. They rely on flight to move around.,tympanic middle ear,,,,North Atlantic,marine,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape Verde swift,Animalia,Chordata,Aves,https://eol.org/pages/45518944,Apus alexandri (Cape Verde Swift) is a species of birds in the family swifts. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Cape Verde Islands Dry Forests,North Atlantic,"cave,terrestrial",5000 Hz,20 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape Verde warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518962,Acrocephalus brevipennis (Cape Verde Cane Warbler) is a species of birds in the family Acrocephalidae. They are listed as vulnerable by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,17 g,,North Atlantic,"swamp,terrestrial",,10 dB,flight,apatite,Unknown,corneal eyes,,,,,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape batis,Animalia,Chordata,Aves,https://eol.org/pages/45515126,Batis capensis (Cape Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,13.9 g,Zambezian And Mopane Woodlands,Mozambique,mountain,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,Chrysococcyx klaas (Stephens 1815) (Klaas's Cuckoo),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape bulbul,Animalia,Chordata,Aves,https://eol.org/pages/45514318,Pycnonotus capensis (Cape Bulbul) is a species of birds in the family bulbuls. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,47.3 g,Montane Fynbos And Renosterveld,Mozambique,freshwater habitat,,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,Lantana camara L. (lantana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape bunting,Animalia,Chordata,Aves,https://eol.org/pages/45515767,Emberiza capensis (Cape Bunting) is a species of birds in the family New World sparrows. They are found in Afrotropics and the palearctic. They rely on flight to move around.,tympanic middle ear,Afrotropics,26 g,,Mozambique,"mountain,terrestrial",,10 dB,flight,apatite,Stable,corneal eyes,,,,Myoporum tenuifolium G. Forster (Manatoka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape canary,Animalia,Chordata,Aves,https://eol.org/pages/45515751,Serinus canicollis (Cape Canary) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,19.7 g,,Mozambique,"grassland,terrestrial",5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape clapper lark,Animalia,Chordata,Aves,https://eol.org/pages/45515328,Mirafra apiata (Cape Clapper Lark) is a species of birds in the family larks. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,44 g,Succulent Karoo,Botswana,grassland,5000 Hz,10 dB,bipedal movement,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape cormorant,Animalia,Chordata,Aves,https://eol.org/pages/1049407,Phalacrocorax capensis (Cape Cormorant) is a species of birds in the family cormorants. They are listed as endangered by IUCN. They are found in Afrotropics and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,Afrotropics,1211 g,,Africa,coastal,,,flight,,Decreasing,corneal eyes,,,,Engraulis japonicus Temminck & Schlegel 1846 (Japanese anchovy),,,,,coastal,,,,,vertivore,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape crow,Animalia,Chordata,Aves,https://eol.org/pages/45515245,Corvus capensis (Black Crow) is a species of birds in the family Corvidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,697 g,Maputaland Coastal Forest Mosaic,South Atlantic,"grassland,terrestrial",,10 dB,flight,apatite,Increasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape eagleowl,Animalia,Chordata,Aves,https://eol.org/pages/1178252,Bubo capensis (Cape Eagle Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,929 g,,Mozambique,"cave,terrestrial",,,flight,apatite,Stable,corneal eyes,NHMUK,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape gannet,Animalia,Chordata,Aves,https://eol.org/pages/45512150,"Morus capensis (Cape Gannet) is a species of birds in the family Sulidae. They are listed as endangered by IUCN. They are native to Indian Ocean, Ethiopia, and Atlantic Ocean. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on swimming and flight to move around.",,,,,Africa,coastal,,,swimming,,Decreasing,,,,,,,,,bilaterally symmetric,,,,Indian Ocean,,piscivore,fish,,,nectonic,monogamous,group living,,,,provisioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape grassbird,Animalia,Chordata,Aves,https://eol.org/pages/45514409,Sphenoeacus afer (Cape Grass Warbler) is a species of birds in the family Macrosphenidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,33.7 g,Maputaland-Pondoland Bushland And Thickets,Mozambique,"mountain,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape longclaw,Animalia,Chordata,Aves,https://eol.org/pages/45515071,Macronyx capensis (Cape Longclaw) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,55 g,,Swaziland,"mountain,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.266 pg,,,,,,,,,,,,,,,,,,,,,
0,Cape parrot,Animalia,Chordata,Aves,https://eol.org/pages/45514194,Poicephalus fuscicollis (Brown Necked Parrot) is a species of birds in the family parrots. They are listed in cites appendix ii. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,,Malawi,savanna,5000 Hz,20 dB,bipedal movement,apatite,,corneal eyes,,,diurnal,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape penduline tit,Animalia,Chordata,Aves,https://eol.org/pages/45514312,Anthoscopus minutus (Cape Penduline Tit) is a species of birds in the family penduline tits. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,Afrotropics,7.6 g,,Mozambique,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Stable,corneal eyes,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape petrel,Animalia,Chordata,Aves,https://eol.org/pages/1274010,Daption capense capense (Cape Petrel) is a subspecies of birds in the family Procellariidae. They rely on flight to move around.,tympanic middle ear,,510 g,,,,5000 Hz,20 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape robinchat,Animalia,Chordata,Aves,https://eol.org/pages/45514745,Cossypha caffra (Cape Robin) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,34 g,East African Montane Moorlands,Mozambique,river,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,Ficus burtt-davyi Hutch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape rock thrush,Animalia,Chordata,Aves,https://eol.org/pages/45514780,Monticola rupestris (Cape Rock Thrush) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,63.7 g,,Swaziland,terrestrial,,,bipedal movement,apatite,Stable,corneal eyes,,CORRUPTED VALUE for trait R20-PK36803027,,Acacia (acacia),,,,,,,,,,,,,,,,,,,,,,,,,,,,Ficus burtt-davyi Hutch.,,,,,,,,,,,,,,,,,,,,
0,Cape rockjumper,Animalia,Chordata,Aves,https://eol.org/pages/45515254,Chaetops frenatus (Cape Rock Jumper) is a species of birds in the family Chaetopidae. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,61 g,,South Africa,"alpine,terrestrial",,,bipedal movement,,Decreasing,corneal eyes,,Geometridae (geometrid moths),,CORRUPTED VALUE for trait R20-PK36835786,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape shoveler,Animalia,Chordata,Aves,https://eol.org/pages/52571564,Spatula smithii (Cape Shoveler) is a species of birds in the family Anatidae. They rely on drag powered swimming and flight to move around.,otoliths,,,,Namibia,"grassland,marine",1000 Hz,20 dB,bipedal movement,apatite,Increasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape siskin,Animalia,Chordata,Aves,https://eol.org/pages/45515728,Crithagra totta (Cape Siskin) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,,South Atlantic,terrestrial,5000 Hz,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45515594,Passer melanurus (Cape Sparrow) is a species of birds in the family Old World sparrows. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,38 g,,South Atlantic,"desert,terrestrial",,,flight,,Stable,corneal eyes,,,,Panicum miliaceum L. (proso millet),,,,,,,,,,,,,,,,,,,,,,,,,,,1.316 pg,Acacia (acacia),,,,,,,,,,,,,,,,,,,,
0,Cape spurfowl,Animalia,Chordata,Aves,https://eol.org/pages/45513797,Pternistis capensis (Cape Francolin) is a species of birds in the family Phasianidae. They rely on flight to move around.,otoliths,,,,South Africa,terrestrial,1000 Hz,20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape starling,Animalia,Chordata,Aves,https://eol.org/pages/45515502,"Lamprotornis nitens (Cape Glossy Starling) is a species of birds in the family starlings. They are found in Afrotropics. They visit flowers of Aloe, Coral Tree, and Sugarbushes. They rely on flight to move around.",tympanic middle ear,Afrotropics,105 g,,Mozambique,pasture,,,flight,,Stable,corneal eyes,,,,Ficus (fig),,,,,,,,,,,,,,,,,,,,,,Aloe,,,,,1.167 pg,Ficus sur Forssk. (Broom-cluster fig),,,,,,,,,,,,,,,,,,,,
0,Cape sugarbird,Animalia,Chordata,Aves,https://eol.org/pages/55380573,Cape sugarbird pox virus is a species of  in the family Poxviridae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape teal,Animalia,Chordata,Aves,https://eol.org/pages/1047367,Anas capensis (Cape Teal) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in Afrotropics and the palearctic. They rely on flight and drag powered swimming to move around.,tympanic middle ear,Afrotropics,590 g,,Eritrea,"lake,terrestrial",,,flight,apatite,Increasing,corneal eyes,,,,Stuckenia pectinata (L.) Börner (sago pondweed),,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape vulture,Animalia,Chordata,Aves,https://eol.org/pages/912805,Gyps coprotheres (Cape Griffon) is a species of birds in the family Accipitridae. They are listed as endangered by IUCN and in cites appendix ii. They are found in Afrotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,Afrotropics,8185 g,,Lesotho,"mountain,terrestrial",,,flight,,Decreasing,corneal eyes,,,,,endangered,,,,terrestrial,,,,,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cape wagtail,Animalia,Chordata,Aves,https://eol.org/pages/45515061,Motacilla capensis (Cape Wagtail) is a species of birds in the family Motacillidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,25 g,,Mozambique,"coastal,freshwater habitat",,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926 pg,,,,,,,,,,,,,,,,,,,,,
0,Cape weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514953,"Ploceus capensis (Cape Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They visit flowers of Aloe, Silk-oak, Coral Tree, and Bird of Paradise. They rely on flight to move around.",tympanic middle ear,Afrotropics,52 g,,Mozambique,grassland,,,flight,,Stable,corneal eyes,,,,Strelitzia reginae Banks (Bird of Paradise),,,,,,,,,,,,,,,,,,,,,,Erythrina (Coral Tree),,,,,1.155 pg,Acacia (acacia),,,,,,,,,,,,,,,,,,,,
0,Cape whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45514648,"Zosterops pallidus (Cape White Eye) is a species of birds in the family white-eyes. They are native to Indian Ocean, the Palearctic, and Ethiopia. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,Afrotropics,,,Mozambique,,,,flight,,,,NHMUK,,,,,,,bilaterally symmetric,,,,Indian Ocean,,insectivore,insects,,,,monogamous,group living,,,,protection,,,,,,,1.351 pg,,,,,,,,,,,,,,,,,,,,,
0,Capped conebill,Animalia,Chordata,Aves,https://eol.org/pages/919045,Conirostrum albifrons (Capped Conebill) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,21.5 g,Bolivian Yungas,Bolivia,"tropical,terrestrial",,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Capped heron,Animalia,Chordata,Aves,https://eol.org/pages/45511516,Pilherodius pileatus (Capped Heron) is a species of birds in the family Ardeidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,591 g,Chiquitano Dry Forests,South Atlantic,"pond,freshwater habitat",,20 dB,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Capped wheatear,Animalia,Chordata,Aves,https://eol.org/pages/45514809,Oenanthe pileata (Capped Wheatear) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,32.5 g,Southern Rift Montane Forest-Grassland Mosaic,Mozambique,"grassland,terrestrial",,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Capped whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45517332,Zosterops atricapilla (Black Capped White Eye) is a species of birds in the family white-eyes. They rely on flight to move around.,tympanic middle ear,,,,Malaysia,"mountain,terrestrial",5000 Hz,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Capuchin babbler,Animalia,Chordata,Aves,https://eol.org/pages/52571155,Turdoides atripennis (Capuchin Babbler) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,North Atlantic,,5000 Hz,10 dB,flight,apatite,,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Capuchinbird,Animalia,Chordata,Aves,https://eol.org/pages/916271,Perissocephalus tricolor (Capuchin Bird) is a species of birds in the family cotingas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,367 g,Guianan Highlands Moist Forests,Brazil,terrestrial,,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,Oenocarpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Caquetá seedeater,Animalia,Chordata,Aves,https://eol.org/pages/892213,Sporophila murallae (Caqueta Seedeater) is a species of birds in the family tanagers. They rely on flight to move around.,otoliths,,,,Brazil,terrestrial,1000 Hz,10 dB,bipedal movement,apatite,Increasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
