,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,visual system,conservation status,hearing range,behavioral circadian rhythm,bill length,body shape,diet includes,mating system,native range includes,social system,tarsus length,temperature at range midpoint latitude,trophic guild,eats,foraging habitat,life span,litters per year,prenatal development duration,weight,genome size,has host,parasite of,visits flowers of,type specimen repository,ecomorphological guild,has ectoparasite,basal metabolic rate,trophic level,parental care,parasitized by,growth rate,egg mass,preys on,number of public records in bold,mutualistic with,middle toe length,invasive in,is killed by,body length,host of,onset of fertility,initial mortality rate,mortality rate doubling time,is eaten by,body temperature,sensory system,tarsometatarsus + middle toe length,has pathogen,motility,clutch/brood/litter size,is vector for,used for
0,Grants wood hoopoe,Animalia,Chordata,Aves,https://eol.org/pages/45514091,Phoeniculus granti (Grant's Wood Hoopoe) is a species of birds in the family woodhoopoes. They rely on flight to move around.,tympanic middle ear,,,,,,20 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grass wren,Animalia,Chordata,Aves,https://eol.org/pages/45518078,Amytornis dorotheae (Carpentarian Grasswren) is a species of birds in the family Maluridae. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,23.2 g,,Australia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grasshopper buzzard,Animalia,Chordata,Aves,https://eol.org/pages/1047310,Butastur rufipennis (Grasshopper Buzzard) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in the palearctic and Afrotropics. They rely on flight to move around.,tympanic middle ear,the palearctic,383 g,,Senegal,"arid,freshwater habitat",,flight,apatite,Decreasing,corneal eyes,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,"University Museum of Zoology, Cambridge",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grasshopper sparrow,Animalia,Chordata,Aves,https://eol.org/pages/1242391,Ammodramus savannarum floridanus (Florida Grasshopper Sparrow) is a subspecies of birds in the family Passerellidae. They rely on flight to move around.,tympanic middle ear,,17.2 g,,,prairie,10 dB,flight,apatite,,corneal eyes,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grassland sparrow,Animalia,Chordata,Aves,https://eol.org/pages/45513487,Ammodramus humeralis (Grassland Sparrow) is a species of birds in the family Passerellidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,19 g,,South Atlantic,"grassland,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grassland yellow finch,Animalia,Chordata,Aves,https://eol.org/pages/45510466,Sicalis luteola (Grassland Yellow Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,17.9 g,,Uruguay,"grassland,terrestrial",,flight,apatite,Increasing,corneal eyes,,,,,,,,,,,,,Croton mutisianus Kunth,,,,,,1.159 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grauers broadbill,Animalia,Chordata,Aves,https://eol.org/pages/45515114,Pseudocalyptomena graueri (African Green Broadbill) is a species of birds in the family broadbills. They are listed as vulnerable by IUCN. They are native to Ethiopia. They rely on flight to move around.,tympanic middle ear,Afrotropics,32.5 g,,Uganda,"tropical,terrestrial",,flight,,Decreasing,corneal eyes,vulnerable,,,,,,,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile,,,
0,Grauers cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/52570967,Ceblepyris graueri (Grauer's Cuckooshrike) is a species of birds in the family cuckoo-shrikes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,,,,,terrestrial,10 dB,flight,apatite,Decreasing,corneal eyes,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grauers swamp warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514449,Bradypterus graueri (Grauer's Swamp Warbler) is a species of birds in the family Locustellidae. They are listed as endangered by IUCN. They are associated with freshwater habitat. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,19 g,,Democratic Republic Of The Congo,"swamp,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grauers warbler,Animalia,Chordata,Aves,https://eol.org/pages/45514435,Graueria vittata (Grauer's Warbler) is a species of birds. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,17 g,Albertine Rift Montane Forests,Democratic Republic Of The Congo,terrestrial,10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gray catbird,Animalia,Chordata,Aves,https://eol.org/pages/45510145,"Dumetella carolinensis (Grey Catbird) is a species of birds in the family Mimidae. They are native to United States, The Neotropics, and The Nearctic. They are solitary, diurnal omnivores. They have parental care (paternal care, pair provides care, and female provides care). They rely on flight to move around.",,,,,Maryland,,,,,Stable,,,,,,bilaterally symmetric,insects,monogamous,United States,solitary,,,insectivore,,terrestrial,,2 /year,13 days,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gray kingbird,Animalia,Chordata,Aves,https://eol.org/pages/45510932,Tyrannus dominicensis (Gray Kingbird) is a species of birds in the family tyrant flycatchers. They are found in The Nearctic and The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,The Nearctic,69 g,,United States,"savanna,terrestrial",,flight,apatite,Stable,corneal eyes,,,diurnal,,,,,,,,,,Hamelia patens Jacq. (scarletbush),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gray thrasher,Animalia,Chordata,Aves,https://eol.org/pages/45510159,Toxostoma cinereum (Gray Thrasher) is a species of birds in the family Mimidae. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,The Neotropics,69.8 g,Gulf Of California Xeric Scrub,United States,"arid,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gray vireo,Animalia,Chordata,Aves,https://eol.org/pages/45509935,Vireo vicinior (Gray Vireo) is a species of birds in the family vireos. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,The Neotropics,14.9 g,,United States,"juniper woodland,terrestrial",,bipedal movement,,Increasing,corneal eyes,,,,,,,,,,,,,,,,,13 days,12.4 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,
0,Grays grasshopper warbler,Animalia,Chordata,Aves,https://eol.org/pages/57691261,Locustella fasciolata (Gray's Grasshopper Warbler) is a species of  in the family Locustellidae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grays lark,Animalia,Chordata,Aves,https://eol.org/pages/45515294,Ammomanopsis grayi (Gray's Lark) is a species of birds in the family larks. They rely on flight to move around.,tympanic middle ear,,,,Angola,"desert,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,Uebersee-Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great Inca finch,Animalia,Chordata,Aves,https://eol.org/pages/1050343,Incaspiza pulchra (Great Inca Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,32 g,Central Andean Wet Puna,Peru,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great Indian bustard,Animalia,Chordata,Aves,https://eol.org/pages/45513860,Ardeotis (Great Indian Bustard) is a genus of birds in the family bustards. They are listed in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,,,,,20 dB,flight,apatite,,corneal eyes,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
0,Great Nicobar serpent eagle,Animalia,Chordata,Aves,https://eol.org/pages/4378418,Spilornis klossi (Great Nicobar Serpent Eagle) is a species of birds in the family Accipitridae. They are listed as near threatened by IUCN and in cites appendix ii. They rely on flight to move around.,tympanic middle ear,,,,India,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,near threatened,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great antpitta,Animalia,Chordata,Aves,https://eol.org/pages/45512839,Grallaria excelsa (Great Antpitta) is a species of birds in the family antpittas. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,266 g,,Colombia,"montane forest,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45509803,Taraba major (Great Antshrike) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,64.40000000000001 g,,South Pacific,"tropical,terrestrial",,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,Sapium laurifolium (A. Rich.) Griseb. (hinchahuevos),,,,,,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great argus,Animalia,Chordata,Aves,https://eol.org/pages/45516050,Argusianus argus (Great Argus) is a species of birds in the family Phasianidae. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,2725 g,,United States,"forest,terrestrial",,flight,apatite,Decreasing,corneal eyes,vulnerable,,,,,,,,,,,,,,,,26 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great auk,Animalia,Chordata,Aves,https://eol.org/pages/45509347,"Pinguinus impennis (Great Auk) is a species of birds in the family auks. This species is extinct. They are listed as extinct by COSEWIC. They are native to Atlantic Ocean. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight, lift powered swimming, and swimming to move around.",,,,,North America,marine,,swimming,,,,,,,,bilaterally symmetric,fish,monogamous,Atlantic Ocean,group living,,,piscivore,,,,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",nectonic,,,,provisioning,,,,,,,,,,,,,,,,,,,,,,,
0,Great barbet,Animalia,Chordata,Aves,https://eol.org/pages/45516510,Psilopogon virens (Great Barbet) is a species of birds in the family Asian barbets. They rely on flight to move around.,tympanic middle ear,,,,Bangladesh,terrestrial,20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great black hawk,Animalia,Chordata,Aves,https://eol.org/pages/45511411,Buteogallus urubitinga (Great Black Hawk) is a species of birds in the family Accipitridae. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,1210 g,,United States,"tropical,terrestrial",,flight,,Decreasing,corneal eyes,cites appendix ii,,,,,,,,,,,,Sciurus (Sciurus) carolinensis Gmelin 1788 (eastern gray squirrel),,,,,,,,,,,,,,,,,,,Sciurus (Sciurus) carolinensis Gmelin 1788 (eastern gray squirrel),,,,,,,,,,,,,,,,,,,
0,Great blue heron,Animalia,Chordata,Aves,https://eol.org/pages/1265679,Ardea herodias occidentalis (Great Blue Heron) is a subspecies of birds in the family Ardeidae. They rely on flight to move around.,otoliths,,3390 g,,,,20 dB,bipedal movement,apatite,,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,Eustrongylides ignotus Jagerskiold 1909,,,Tylosurus acus acus (Lacepède 1803) (Agujon needlefish),,,,,,,Eustrongylides ignotus Jagerskiold 1909,,,,,,,,,,,,
0,Great blue turaco,Animalia,Chordata,Aves,https://eol.org/pages/45513985,Corythaeola cristata (Great Blue Turaco) is a species of birds in the family turacos. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,Afrotropics,1231 g,,Cameroon,"montane forest,terrestrial",,flight,,Stable,corneal eyes,,,diurnal,,,,,,,,,,Croton (croton),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blighia (blighia),
0,Great bowerbird,Animalia,Chordata,Aves,https://eol.org/pages/45518058,Chlamydera nuchalis (Great Bowerbird) is a species of birds in the family bowerbirds. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,265 g,Einasleigh Upland Savanna,Indian Ocean,terrestrial,10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urnisiella,,,,,,,,,,,,,,,,,,,
0,Great bustard,Animalia,Chordata,Aves,https://eol.org/pages/45513576,Otis tarda (Great Bustard) is a species of birds in the family bustards. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in the palearctic. They are diurnal omnivores. They have parental care (female provides care). They rely on flight to move around.,tympanic middle ear,the palearctic,,,Greece,marsh,,flight,,Decreasing,corneal eyes,,,,,,,,,,,,,,terrestrial,28.3 years,,4 weeks,7895.5 g,,,,,,,,,,,,0.047 /day,,,,,,,,,,,,,,,,,,,,,
0,Great cormorant,Animalia,Chordata,Aves,https://eol.org/pages/45511373,"Phalacrocorax carbo (Great Cormorant) is a species of birds in the family cormorants. They are associated with freshwater habitat. They are native to Ethiopia, Australia, the Palearctic, Asia, and The Nearctic. They are diurnal carnivores. Individuals can grow to 160 cm. They have parental care (pair provides care, female provides care, and paternal care). They rely on flight and swimming to move around.",,,,,Maine,,,,,,,,,,,bilaterally symmetric,fish,monogamous,Australia,group living,,,vertivore,,freshwater,,1 /year,29 days,,,,,,NHMUK,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great crested flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45510938,"Myiarchus crinitus (Great Crested Flycatcher) is a species of birds in the family tyrant flycatchers. They are native to The Nearctic and The Neotropics. They are solitary, diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,,,,New York,,,,,Stable,,,,,,bilaterally symmetric,fruit,monogamous,The Nearctic,solitary,,,insectivore,,,,1 /year,15 days,,,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,0.384 watts,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great crested grebe,Animalia,Chordata,Aves,https://eol.org/pages/45513833,"Podiceps cristatus (Great Crested Grebe) is a species of birds in the family grebes. They are associated with freshwater habitat. They are native to Ethiopia, the Palearctic, Australia, and Asia. They are solitary, diurnal carnivores. Individuals can grow to 90 cm. They have parental care (occasionally breeds cooperatively, female provides care, and paternal care). They rely on drag powered swimming, swimming, and flight to move around.",,the indo-malayan realm,,,Africa,,,,,Unknown,,,,,,bilaterally symmetric,marine invertebrates,monogamous,Ethiopia,solitary,,,vertivore,,freshwater,,,,,,,,,,nectonic,,,,,,,,,,,,,,90 cm,,,,,,,,,,,,,
0,Great cuckoodove,Animalia,Chordata,Aves,https://eol.org/pages/45516206,Reinwardtoena reinwardti (Great Cuckoo Dove) is a species of birds in the family Columbidae. They rely on flight to move around.,tympanic middle ear,,,,Indonesia,terrestrial,20 dB,flight,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great curassow,Animalia,Chordata,Aves,https://eol.org/pages/45508958,Crax rubra (Great Curassow) is a species of birds in the family Cracidae. They are listed as vulnerable by IUCN and in cites appendix iii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,4225 g,,United States,terrestrial,,flight,,Decreasing,corneal eyes,,,,,,,,,,,,,Cryosophila stauracantha (Heynh.) R. J. Evans,,24 years,,,4133 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meat
0,Great dusky swift,Animalia,Chordata,Aves,https://eol.org/pages/1048557,Cypseloides senex (Great Dusky Swift) is a species of birds in the family swifts. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,110 g,Araucaria Moist Forests,Bolivia,"temperate,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great eared nightjar,Animalia,Chordata,Aves,https://eol.org/pages/1178186,Lyncornis macrotis (Great Eared Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,,,,Cambodia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great egret,Animalia,Chordata,Aves,https://eol.org/pages/45511352,Ardea alba (Western Great Egret) is a species of birds in the family Ardeidae. They are associated with freshwater habitat. They are native to The Nearctic. They are diurnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,the indo-malayan realm,,,United States,,,flight,,Unknown,,,,,,bilaterally symmetric,crustaceans,monogamous,The Nearctic,group living,,,piscivore,,,,2 /year,23 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45512980,Elaenia dayi (Great Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,otoliths,The Neotropics,,Tepuis,Venezuela,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great frigatebird,Animalia,Chordata,Aves,https://eol.org/pages/45511364,"Fregata minor (Great Frigatebird) is a species of birds in the family frigatebirds. They are native to Indian Ocean, Pacific Ocean, and Atlantic Ocean. They are diurnal carnivores. They have parental care (paternal care, female provides care, and pair provides care). They rely on flight to move around.",,,,,Indian Ocean,,,,,,,,,,,bilaterally symmetric,reptiles,monogamous,Indian Ocean,group living,,,vertivore,,marine pelagic,,1 /year,56 days,,,,,,NHMUK,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great grebe,Animalia,Chordata,Aves,https://eol.org/pages/45512136,Podiceps major (Great Grebe) is a species of birds in the family grebes. They are found in The Neotropics. They rely on flight and drag powered swimming to move around.,tympanic middle ear,The Neotropics,1646 g,Chilean Matorral,South Pacific,freshwater habitat,20 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great grey owl,Animalia,Chordata,Aves,https://eol.org/pages/45510732,"Strix nebulosa (Great Grey Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are native to United States, The Nearctic, and the Palearctic. They are nocturnal. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.",,the palearctic,,,United States,,,flight,,Increasing,,,,,,bilaterally symmetric,,,United States,,,,vertivore,,terrestrial,15.9 years,1 /year,30 days,1120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great grey shrike,Animalia,Chordata,Aves,https://eol.org/pages/45514264,"Lanius excubitor (Great Grey Shrike) is a species of birds in the family true shrikes. They are native to Ethiopia, the Palearctic, and The Nearctic. They are diurnal carnivores. They have parental care (female provides care, paternal care, cooperative breeding, and pair provides care). They rely on flight to move around.",,The Neotropics,,,United States,,,,,,,,,,,bilaterally symmetric,amphibians,monogamous,Ethiopia,,,,vertivore,,terrestrial,,1 /year,16 days,,,,,,NHMUK,,,0.8161 watts,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great hanging parrot,Animalia,Chordata,Aves,https://eol.org/pages/1177939,Loriculus stigmatus (Great Hanging Parrot) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,australasia,,Sulawesi Montane Rain Forests,Indonesia,terrestrial,20 dB,bipedal movement,apatite,Stable,corneal eyes,cites appendix ii,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1048403,Buceros bicornis (Great Indian Hornbill) is a species of birds in the family hornbills. They are listed as vulnerable by IUCN and in cites appendix i. They are native to Asia. They are diurnal herbivores. They have parental care (female provides care and paternal care). They rely on flight to move around.,,the indo-malayan realm,,,United States,,,flight,,Decreasing,,,,,,bilaterally symmetric,mammals,monogamous,Asia,group living,,,frugivore,,,33.4 years,,,,,,,,,,,,,parental care,,,,,,,,,,,,,,,,,,,,,,,
0,Great horned owl,Animalia,Chordata,Aves,https://eol.org/pages/45510728,"Bubo virginianus (Great Horned Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are native to United States, The Neotropics, and The Nearctic. They are nocturnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,The Nearctic,,,United States,,,,,Stable,,,,,,bilaterally symmetric,reptiles,monogamous,United States,,,,vertivore,,,,1 /year,28 days,,,,,,,,,5.2442 watts,,,,0.138 /day,,,,,,,,,,,,,,,,,,,,,
0,Great iora,Animalia,Chordata,Aves,https://eol.org/pages/915644,Aegithina lafresnayei (Great Iora) is a species of birds in the family Aegithinidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,,Irrawaddy Dry Forests,Vietnam,"tropical,terrestrial",10 dB,flight,apatite,Unknown,corneal eyes,,,,,,,,,,,,,Cinnamomum camphora (L.) J. Presl (camphor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great jacamar,Animalia,Chordata,Aves,https://eol.org/pages/45512513,Jacamerops aureus (Great Jacamar) is a species of birds in the family jacamars. They rely on flight to move around.,tympanic middle ear,,66 g,,Bolivia,"subtropical,freshwater habitat",20 dB,bipedal movement,apatite,Decreasing,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great kiskadee,Animalia,Chordata,Aves,https://eol.org/pages/45510916,"Pitangus sulphuratus (Great Kiskadee) is a species of birds in the family tyrant flycatchers. They are native to The Nearctic, Panama, Argentina, Falkland Islands, Honduras, Belize, Venezuela, Chile, Guyana, The Neotropics, Nicaragua, Guatemala, Brazil, Paraguay, Suriname, El Salvador, Colombia, Ecuador, Costa Rica, Peru, French Guiana, Uruguay, South Georgia And The South Sandwich Islands, Bolivia, Trinidad And Tobago, Mexico, and United States. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.",,The Neotropics,,,United States,valley,,flight,,Increasing,corneal eyes,,,,,bilaterally symmetric,,,The Nearctic,,,,invertivore,Mus (Mus) musculus Linnaeus 1758 (house mouse),terrestrial,,,,,,,,,,,,,,,,,,Mus (Mus) musculus Linnaeus 1758 (house mouse),,,,,,,,,,,,,,,,,,,
0,Great knot,Animalia,Chordata,Aves,https://eol.org/pages/45509222,"Calidris tenuirostris (Great Knot) is a species of birds in the family Scolopacidae. They are listed as endangered by IUCN. They are found in australasia, Afrotropics, the palearctic, and the indo-malayan realm. They rely on flight to move around.",tympanic middle ear,australasia,261 g,,New Zealand,"tundra,marine",,flight,apatite,Decreasing,corneal eyes,endangered,,,,,,,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great lizard cuckoo,Animalia,Chordata,Aves,https://eol.org/pages/914620,Coccyzus merlini (Cuban Lizard Cuckoo) is a species of birds in the family Cuculidae. They rely on flight to move around.,tympanic middle ear,,255 g,,The Bahamas,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Stable,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great myna,Animalia,Chordata,Aves,https://eol.org/pages/45517393,Acridotheres grandis (Great Myna) is a species of birds in the family starlings. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,103 g,Indochina Mangroves,North Atlantic,,10 dB,flight,apatite,,corneal eyes,,5000 Hz,,,,,,,,,,,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great parrotbill,Animalia,Chordata,Aves,https://eol.org/pages/45518841,Conostoma aemodium (Great Parrotbill) is a species of birds in the family Sylviidae. They rely on flight to move around.,otoliths,,,,Nepal,terrestrial,10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,1000 Hz,,,,,,,,,,,,,,,,,,,,,Museum of Zoology Senckenberg Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great potoo,Animalia,Chordata,Aves,https://eol.org/pages/45511598,"Nyctibius grandis (Grand Potoo) is a species of birds in the family potoos. They are native to The Neotropics. They are solitary, nocturnal carnivores. They have parental care (female provides care and paternal care). They rely on flight to move around.",,The Neotropics,,,South Pacific,tropical,,flight,,Decreasing,,,,,,bilaterally symmetric,insects,monogamous,The Neotropics,solitary,,,vertivore,,,,,,,,,,,,,,,,protection,,,,,,,,,,,,,,,,,,,,,,,
0,Great reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45515418,"Acrocephalus arundinaceus (Great Reed Warbler) is a species of birds in the family Acrocephalidae. They are associated with freshwater habitat. They are native to the Palearctic and Ethiopia. They are diurnal carnivores. They have parental care (female provides care, paternal care, and pair provides care). They rely on flight to move around.",,the palearctic,,,Mozambique,,,flight,,,,,,,,bilaterally symmetric,fruit,monogamous,the Palearctic,,,,invertivore,,terrestrial,10.1 years,,,,,,,,,,,0.257 watts,,provisioning,,,,,,,,,,,,,,,,,,,,,,,
0,Great rosefinch,Animalia,Chordata,Aves,https://eol.org/pages/45515885,Carpodacus rubicilla (Great Rosefinch) is a species of birds in the family finches. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,43.2 g,Nujiang Langcang Gorge Alpine Conifer And Mixed Forests,Tibet,"grassland,terrestrial",10 dB,flight,apatite,Stable,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Great rufous woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/1050250,Xiphocolaptes major (Great Rufous Woodcreeper) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,163 g,Pantanal,Bolivia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
