,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,biogeographic realm,body mass,geographic distribution includes,habitat,hearing threshold,locomotion,mineralized skeleton contains,population trend,type specimen repository,visual system,eats,foraging habitat,life span,prenatal development duration,weight,ecoregion,conservation status,hearing range,body shape,diet includes,mating system,native range includes,parental care,social system,trophic guild,growth rate,litters per year,has host,parasitized by,body temperature,egg mass,preys on,clutch/brood/litter size,basal metabolic rate,ecomorphological guild,body length,behavioral circadian rhythm,visits flowers of,genome size,visits,mutualistic with,number of public records in bold,bill length,tarsometatarsus + middle toe length,temperature at range midpoint latitude,host of,tarsus length,trophic level,middle toe length,symbiont of,has endoparasite,plant growth form,has ectoparasite,onset of fertility,is vector for,harvested in,used for,sensory system,is killed by,is eaten by,produces,spore arrangement,motility
0,Moluccan monarch,Animalia,Chordata,Aves,https://eol.org/pages/45516889,Symposiachrus bimaculatus (Moluccan Monarch) is a species of birds in the family monarch flycatchers. They rely on flight to move around.,tympanic middle ear,,,,tropical,10 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Moluccan owletnightjar,Animalia,Chordata,Aves,https://eol.org/pages/45516366,Aegotheles crinifrons (Moluccan Owlet Nightjar) is a species of birds in the family owlet-nightjars. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,167 g,,"subtropical,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,Halmahera Rain Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Moluccan scops owl,Animalia,Chordata,Aves,https://eol.org/pages/45517840,Otus magicus (Moluccan Scops Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,165 g,Indonesia,freshwater habitat,-15 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Seram Rain Forests,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Moluccan starling,Animalia,Chordata,Aves,https://eol.org/pages/45517366,Aplonis mysolensis (Moluccan Starling) is a species of birds in the family starlings. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Indonesia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Unknown,,corneal eyes,,,,,,Vogelkop-Aru Lowland Rain Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Moluccan woodcock,Animalia,Chordata,Aves,https://eol.org/pages/45516162,Scolopax rochussenii (Moluccan Woodcock) is a species of birds in the family Scolopacidae. They are listed as endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Indonesia,terrestrial,20 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,Halmahera Rain Forests,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mombasa woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/1177587,Campethera mombassica (Mombasa Woodpecker) is a species of birds in the family woodpeckers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,71 g,Kenya,terrestrial,20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Northern Zanzibar-Inhambane Coastal Forest Mosaic,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mongolian finch,Animalia,Chordata,Aves,https://eol.org/pages/45515704,Bucanetes mongolicus (Mongolian Finch) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,Afghanistan,"desert,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mongolian lark,Animalia,Chordata,Aves,https://eol.org/pages/45516999,Melanocorypha mongolica (Mongolian Lark) is a species of birds in the family larks. They are found in the palearctic. They rely on flight to move around.,tympanic middle ear,the palearctic,65 g,United States,terrestrial,10 dB,bipedal movement,apatite,Stable,Museum of Zoology Senckenberg Dresden,corneal eyes,,,,,,Qilian Mountains Conifer Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Monk parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45510858,"Myiopsitta monachus (Monk Parakeet) is a species of birds in the family parrots. They are listed in cites appendix ii. They are native to South America, Brazil, Uruguay, Paraguay, Bolivia, Argentina, and The Neotropics. They are diurnal. They have parental care (cooperative breeding). They rely on flight to move around.",,The Neotropics,,United States,,,flight,,Increasing,,,,terrestrial,,31 days,,,,,bilaterally symmetric,,,The Neotropics,,,granivore,0.244 /day,2 /year,,,,,,,0.5189 watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Monotonous lark,Animalia,Chordata,Aves,https://eol.org/pages/45515334,Mirafra passerina (Monotonous Lark) is a species of birds in the family larks. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,27.5 g,Mozambique,"grassland,terrestrial",10 dB,bipedal movement,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Montane foliagegleaner,Animalia,Chordata,Aves,https://eol.org/pages/917933,Anabacerthia striaticollis (Montane Foliage Gleaner) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,24.8 g,Bolivia,"subtropical,terrestrial",10 dB,flight,apatite,Stable,"Harvard UNiversity, Museum of Comparative Zoology",corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Montane nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45514028,Caprimulgus poliocephalus (Montane Nightjar) is a species of birds in the family Caprimulgidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,43 g,Mozambique,"mountain,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Southwestern Arabian Foothills Savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Montane rackettail,Animalia,Chordata,Aves,https://eol.org/pages/1177861,Prioniturus montanus (Luzon Racket Tail) is a species of birds in the family Psittaculidae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,120 g,The Philippines,"tropical,terrestrial",,bipedal movement,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Montane tiny greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514384,Phyllastrephus albigula (Montane Tiny Greenbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,Tanzania,subtropical,10 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Montane widowbird,Animalia,Chordata,Aves,https://eol.org/pages/45515036,Euplectes psammacromius (Buff Shouldered Widowbird) is a species of birds in the family Weavers & allies. They rely on flight to move around.,tympanic middle ear,,,,"marsh,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Montane woodcreeper,Animalia,Chordata,Aves,https://eol.org/pages/284232,Lepidocolaptes lacrymiger (Montane Woodcreeper) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,North Atlantic,"tropical,terrestrial",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Magdalena Valley Montane Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Monte yellow finch,Animalia,Chordata,Aves,https://eol.org/pages/32617520,Sicalis mendozae (Monte Yellow Finch) is a species of birds in the family tanagers. They rely on flight to move around.,tympanic middle ear,,,Argentina,tropical,10 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Monteiros bushshrike,Animalia,Chordata,Aves,https://eol.org/pages/45515157,Malaconotus monteiri (Monteiro's Bush Shrike) is a species of birds in the family Bushshrike. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Angola,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Mount Cameroon And Bioko Montane Forests,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Monteiros hornbill,Animalia,Chordata,Aves,https://eol.org/pages/45514103,Tockus monteiri (Monteiro's Hornbill) is a species of birds in the family hornbills. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,400 g,Angola,"arid,terrestrial",,bipedal movement,,Stable,Uebersee-Museum,corneal eyes,Agamidae (agamid lizards),,,,,,,,,,,,,,,,,,,,,Agamidae (agamid lizards),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Monteiros storm petrel,Animalia,Chordata,Aves,https://eol.org/pages/45518909,Oceanodroma monteiroi (Monteiro's Storm Petrel) is a species of birds in the family storm petrels. They rely on flight to move around.,tympanic middle ear,,,Portugal,coastal,20 dB,bipedal movement,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Montezuma oropendola,Animalia,Chordata,Aves,https://eol.org/pages/45511138,Psarocolius montezuma (Montezuma Oropendola) is a species of birds in the family New World blackbirds. They are native to The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,The Neotropics,,United States,"tropical,terrestrial",,flight,,Decreasing,,corneal eyes,Musa paradisiaca L. (),,,,,,,,,,,The Neotropics,,,,,,,,,,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,actively mobile
0,Montezuma quail,Animalia,Chordata,Aves,https://eol.org/pages/45508988,Cyrtonyx montezumae (Montezuma Quail) is a species of birds in the family New World quails. They are native to United States and The Nearctic. They are omnivores. They rely on flight to move around.,tympanic middle ear,The Nearctic,,United States,mountain,,flight,,Stable,,corneal eyes,Agave,,,,,,,,bilaterally symmetric,insects,,United States,,group living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Montserrat oriole,Animalia,Chordata,Aves,https://eol.org/pages/1050859,"Icterus oberi (Montserrat Oriole) is a species of birds in the family New World blackbirds. They are listed as vulnerable by IUCN. They are native to The Neotropics. They are solitary, diurnal carnivores. They have parental care (cooperative breeding, female provides care, and paternal care). They rely on flight to move around.",,The Neotropics,,North Atlantic,mountain,,flight,,Stable,,,,,,,,,,,bilaterally symmetric,fruit,monogamous,The Neotropics,protection,solitary,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Moorea reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518754,Acrocephalus longirostris (Moorea Reed Warbler) is a species of birds in the family Acrocephalidae. They rely on flight to move around.,otoliths,,,,marsh,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,,,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Moorea sandpiper,Animalia,Chordata,Aves,https://eol.org/pages/7250880,Prosobonia ellisi (Moorea Sandpiper) is a species of birds in the family Scolopacidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,20 dB,flight,apatite,,,corneal eyes,,,,,,,extinct,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Moorland chat,Animalia,Chordata,Aves,https://eol.org/pages/45514796,Pinarochroa sordida (Moorland Chat) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,Ethiopia,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Moorland francolin,Animalia,Chordata,Aves,https://eol.org/pages/45513777,Scleroptila psilolaema (Moorland Francolin) is a species of birds in the family Phasianidae. They are listed as near threatened by IUCN. They rely on flight to move around.,otoliths,,,,terrestrial,20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,near threatened,1000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Morelets seedeater,Animalia,Chordata,Aves,https://eol.org/pages/52571343,Sporophila morelleti (Morelet's Seedeater) is a species of birds in the family tanagers. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,The Nearctic,,,subtropical,10 dB,flight,apatite,,,corneal eyes,,,,,,Central American Pine-Oak Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Morenos ground dove,Animalia,Chordata,Aves,https://eol.org/pages/1049808,Metriopelia morenoi (Bare Eyed Ground Dove) is a species of birds in the family Columbidae. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Bolivia,"tropical,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Central Andean Dry Puna,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Morepork,Animalia,Chordata,Aves,https://eol.org/pages/45517852,Ninox novaeseelandiae (Morepork) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Indonesia,"alpine,terrestrial",-15 dB,flight,apatite,Stable,,corneal eyes,,,,,,Tasmanian Central Highland Forests,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Morningbird,Animalia,Chordata,Aves,https://eol.org/pages/45516836,Pachycephala tenebrosa (Morningbird) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,,,Palau,terrestrial,10 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mosque swallow,Animalia,Chordata,Aves,https://eol.org/pages/45515397,Cecropis senegalensis (Mosque Swallow) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,,,Mozambique,"savanna,terrestrial",10 dB,flight,apatite,Increasing,NHMUK,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mottled berryhunter,Animalia,Chordata,Aves,https://eol.org/pages/45516732,Rhagologus leucostigma (Mottled Berryhunter) is a species of birds in the family berryhunters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,29.5 g,Indonesia,"subtropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Vogelkop Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mottled duck,Animalia,Chordata,Aves,https://eol.org/pages/45510560,Anas fulvigula (Florida Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are native to The Nearctic. They are diurnal omnivores. They have parental care (female provides care). They rely on drag powered swimming and flight to move around.,,The Neotropics,,Gulf Of Mexico,,,flight,,Decreasing,,,,,,26 days,,,,,bilaterally symmetric,eggs,monogamous,The Nearctic,,group living,,,1 /year,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mottled flowerpecker,Animalia,Chordata,Aves,https://eol.org/pages/45518367,Dicaeum tristrami (Mottled Flowerpecker) is a species of birds in the family Dicaeidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,13 g,Solomon Islands,"forest,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Solomon Islands Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mottled petrel,Animalia,Chordata,Aves,https://eol.org/pages/45511292,Pterodroma inexpectata (Mottled Petrel) is a species of birds in the family Procellariidae. They are listed as near threatened by IUCN. They are found in australasia. They are nocturnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,australasia,316 g,Pacific Ocean,,,flight,,Decreasing,"Harvard UNiversity, Museum of Comparative Zoology",corneal eyes,Illex Steenstrup 1880,marine pelagic,,,,,,,,,,,,,invertivore,,,,,,,,,,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mottled piculet,Animalia,Chordata,Aves,https://eol.org/pages/1177572,Picumnus nebulosus (Mottled Piculet) is a species of birds in the family woodpeckers. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,11.6 g,Brazil,"tropical,terrestrial",,bipedal movement,apatite,Decreasing,,corneal eyes,Myrsine coriacea (Sw.) R. Br. (leathery colicwood),,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mottled spinetail,Animalia,Chordata,Aves,https://eol.org/pages/1048625,Telacanthura ussheri (Mottled Spinetail) is a species of birds in the family swifts. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,,Mozambique,"coastal,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,Zambezian Baikiaea Woodlands,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mottled swift,Animalia,Chordata,Aves,https://eol.org/pages/1065114,Tachymarptis aequatorialis (Mottled Swift) is a species of birds in the family swifts. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,104 g,Gulf Of Guinea,"coastal,freshwater habitat",20 dB,flight,apatite,Stable,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mottled wood owl,Animalia,Chordata,Aves,https://eol.org/pages/1178286,Strix ocellata (Mottled Wood Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,,Myanmar,terrestrial,-15 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Upper Gangetic Plains Moist Deciduous Forests,cites appendix ii,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mount Cameroon speirops,Animalia,Chordata,Aves,https://eol.org/pages/45514645,Zosterops melanocephalus (Mount Cameroon Speirops) is a species of birds in the family white-eyes. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,,,Cameroon,"tropical,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,vulnerable,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mount Cameroon spurfowl,Animalia,Chordata,Aves,https://eol.org/pages/45513790,Pternistis camerunensis (Mount Cameroon Francolin) is a species of birds in the family Phasianidae. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,,"tropical,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mount Kupe bushshrike,Animalia,Chordata,Aves,https://eol.org/pages/45515163,Chlorophoneus kupeensis (Mount Kupe Bushshrike) is a species of birds in the family Bushshrike. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,,,Cameroon,"tropical,terrestrial",10 dB,flight,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,endangered,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mount Victoria babax,Animalia,Chordata,Aves,https://eol.org/pages/52571216,Pterorhinus woodi (Mount Victoria Babax) is a species of birds in the family Leiothrichidae. They rely on flight to move around.,tympanic middle ear,,,,,10 dB,flight,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain avocetbill,Animalia,Chordata,Aves,https://eol.org/pages/45512451,Opisthoprora euryptera (Mountain Avocetbill) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Peru,"subtropical,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Magdalena Valley Montane Forests,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain bamboo partridge,Animalia,Chordata,Aves,https://eol.org/pages/45515997,Bambusicola fytchii (M) is a species of birds in the family Phasianidae. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the palearctic,340 g,China,"mountain,terrestrial",20 dB,bipedal movement,apatite,Decreasing,,corneal eyes,,,,,,Meghalaya Subtropical Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain barbet,Animalia,Chordata,Aves,https://eol.org/pages/45516528,Psilopogon monticola (Mountain Barbet) is a species of birds in the family Asian barbets. They rely on flight to move around.,tympanic middle ear,,,Indonesia,"mountain,terrestrial",20 dB,flight,apatite,Unknown,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain blackeye,Animalia,Chordata,Aves,https://eol.org/pages/52571279,Zosterops emiliae (Mountain Blackeye) is a species of birds in the family white-eyes. They rely on flight to move around.,tympanic middle ear,,,,terrestrial,10 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain bluebird,Animalia,Chordata,Aves,https://eol.org/pages/45510186,Sialia currucoides (Mountain Bluebird) is a species of birds in the family thrushes. They are native to United States. They are diurnal. They have parental care (occasionally breeds cooperatively). They rely on flight to move around.,,The Neotropics,,British Columbia,,,flight,,Increasing,"University Museum of Zoology, Cambridge",,,terrestrial,9 years,13 days,29.6 g,,,,,,,United States,,,invertivore,,2 /year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain bulbul,Animalia,Chordata,Aves,https://eol.org/pages/920499,Ixos mcclellandii (Mountain Bulbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,40 g,Bhutan,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,NHMUK,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain buzzard,Animalia,Chordata,Aves,https://eol.org/pages/1048454,Buteo oreophilus (Mountain Buzzard) is a species of birds in the family Accipitridae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,Afrotropics,700 g,Rwanda,"montane forest,terrestrial",20 dB,flight,apatite,Decreasing,,corneal eyes,,,,,,,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain cacique,Animalia,Chordata,Aves,https://eol.org/pages/45513441,Cacicus chrysonotus (Mountain Cacique) is a species of birds in the family New World blackbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,,Bolivia,subtropical,10 dB,flight,apatite,,,corneal eyes,Clusia (attorney),,,,,Peruvian Yungas,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain caracara,Animalia,Chordata,Aves,https://eol.org/pages/45512587,Phalcoboenus megalopterus (Mountain Caracara) is a species of birds in the family falcons. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,795 g,Chile,"cliff,terrestrial",20 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain chickadee,Animalia,Chordata,Aves,https://eol.org/pages/45511439,Poecile gambeli (Mountain Chickadee) is a species of birds in the family Paridae. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,,The Neotropics,,United States,mountain,,flight,,Stable,,corneal eyes,Coreidae (leaf-footed bugs),,10.1 years,14 days,1 g,,,,,,,,,,,,1.5 /year,,,,,Leucoma salicis Linnaeus 1758 (White Satin Moth),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain chiffchaff,Animalia,Chordata,Aves,https://eol.org/pages/45513668,Phylloscopus sindianus (Mountain Chiffchaff) is a species of birds in the family Phylloscopidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,8.4 g,Turkey,"mountain,freshwater habitat",10 dB,flight,apatite,Stable,,corneal eyes,,,,,,Northwestern Himalayan Alpine Shrub And Meadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45511747,Elaenia frantzii (Mountain Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,The Neotropics,23 g,United States,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Venezuelan Andes Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain firetail,Animalia,Chordata,Aves,https://eol.org/pages/1050476,Oreostruthus fuliginosus (Mountain Firetail) is a species of birds in the family Estrildid finches. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,,Indonesia,"mountain,terrestrial",10 dB,bipedal movement,apatite,Stable,,corneal eyes,,,,,,Central Range Sub-Alpine Grasslands,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain fulvetta,Animalia,Chordata,Aves,https://eol.org/pages/1052710,Alcippe peracensis (Mountain Fulvetta) is a species of birds in the family Pellorneidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,the indo-malayan realm,16.4 g,Cambodia,"tropical,terrestrial",10 dB,bipedal movement,apatite,Decreasing,NHMUK,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain greenbul,Animalia,Chordata,Aves,https://eol.org/pages/45514329,Arizelocichla nigriceps (Mountain Greenbul) is a species of birds in the family bulbuls. They rely on flight to move around.,tympanic middle ear,,,Burundi,mountain,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mountain honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518561,Meliphaga orientalis (Hill Forest Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,australasia,20.4 g,Indonesia,tropical,10 dB,bipedal movement,apatite,,,corneal eyes,,,,,,Northern New Guinea Montane Rain Forests,,5000 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
