,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,population trend,conservation status,weight,eats,type specimen repository,ecomorphological guild,behavioral circadian rhythm,genome size,has ectoparasite,body shape,diet includes,foraging habitat,native range includes,parental care,social system,trophic guild,body length,life span,preys on,parasitized by,basal metabolic rate,prenatal development duration,mating system,visits flowers of,is eaten by,host of,preyed upon by,growth rate,litters per year,visits,sensory system,body temperature,bill length,tarsus length,temperature at range midpoint latitude,mutualistic with,number of public records in bold,onset of fertility,used for,clutch/brood/litter size,leaf arrangement,life cycle habit,developmental mode,wing morphology,middle toe length,symbiont of,motility,supporting structures and enclosures,initial mortality rate
0,Rufous cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514501,Cisticola rufus (Rufous Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,Afrotropics,9.1 g,East Sudanian Savanna,North Atlantic,"grassland,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous coucal,Animalia,Chordata,Aves,https://eol.org/pages/914685,Centropus unirufus (Rufous Coucal) is a species of birds in the family Cuculidae. They are listed as near threatened by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,188 g,,The Philippines,"tropical,terrestrial",Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous crab hawk,Animalia,Chordata,Aves,https://eol.org/pages/1048455,Buteogallus aequinoctialis (Rufous Crab Hawk) is a species of birds in the family Accipitridae. They are listed as near threatened by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,The Neotropics,685 g,,Trinidad And Tobago,"tropical,terrestrial",Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518671,"Rhipidura rufifrons (Rufous Fantail) is a species of birds in the family Rhipiduridae. They are found in australasia and Oceania continent (Australia, NZ and islands). They rely on flight to move around.",tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,australasia,,Kimberly Tropical Savanna,South Pacific,swamp,,,,,NHMUK,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous fieldwren,Animalia,Chordata,Aves,https://eol.org/pages/45518104,Calamanthus campestris (Rufous Calamanthus) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,australasia,,Southwest Australia Savanna,Australia,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous fishing owl,Animalia,Chordata,Aves,https://eol.org/pages/1178313,Scotopelia ussheri (Rufous Fishing Owl) is a species of birds in the family typical owls. They are listed as vulnerable by IUCN and in cites appendix ii. They are associated with freshwater habitat. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,flight,apatite,corneal eyes,Afrotropics,743 g,,Sierra Leone,"tropical,freshwater habitat",Decreasing,vulnerable,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45513284,Myiarchus semirufus (Rufous Flycatcher) is a species of birds in the family tyrant flycatchers. They are listed as vulnerable by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,bipedal movement,apatite,corneal eyes,The Neotropics,25 g,,Peru,"subtropical,terrestrial",Decreasing,vulnerable,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous gnateater,Animalia,Chordata,Aves,https://eol.org/pages/916356,Conopophaga lineata (Rufous Gnateater) is a species of birds in the family gnateaters. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,21.2 g,Caatinga,Brazil,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous hawkcuckoo,Animalia,Chordata,Aves,https://eol.org/pages/45517836,Hierococcyx hyperythrus (Northern Hawk Cuckoo) is a species of birds in the family Cuculidae. They rely on flight to move around.,otoliths,1000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,,,China,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1228857,Buceros hydrocorax hydrocorax (Luzon Rufous Hornbill) is a subspecies of birds in the family hornbills. They are listed in cites appendix ii. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,,,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous hornero,Animalia,Chordata,Aves,https://eol.org/pages/918421,Furnarius rufus (Rufous Hornero) is a species of birds in the family ovenbirds. They are found in The Neotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,flight,apatite,corneal eyes,The Neotropics,57.4 g,,Uruguay,"mountain,terrestrial",Increasing,,,Syzygium cumini (L.) Skeels (Java plum),,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous hummingbird,Animalia,Chordata,Aves,https://eol.org/pages/45509658,"Selasphorus rufus (Rufous Hummingbird) is a species of birds in the family hummingbirds. They are listed as near threatened by IUCN and in cites appendix ii. They are native to The Nearctic. They visit flowers of Corallita, Butterfly bush, Penstemon roseus, and Castilleja. They are diurnal. They rely on flight to move around.",,,,flight,,,The Nearctic,,,United States,,Decreasing,,,,,,,1.151 pg,,bilaterally symmetric,,,The Nearctic,,,,,8.9 years,,,0.06853 watts,12 days,,,,,,0.38 /day,1 /year,,,,,,,,,,,,,,,,,,,,
0,Rufous monarch,Animalia,Chordata,Aves,https://eol.org/pages/45516897,Monarcha rubiensis (Rufous Monarch) is a species of birds in the family monarch flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,australasia,,Southern New Guinea Freshwater Swamp Forests,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous motmot,Animalia,Chordata,Aves,https://eol.org/pages/45509685,Baryphthengus martii (Rufous Motmot) is a species of birds in the family motmots. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,flight,apatite,corneal eyes,The Neotropics,200 g,,Bolivia,"forest,terrestrial",Decreasing,,,Malmea dielsiana R. E. Fr.,,,,1.5 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous mourner,Animalia,Chordata,Aves,https://eol.org/pages/45511837,Rhytipterna holerythra (Rufous Mourner) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,36.8 g,Central American Atlantic Moist Forests,Belize,terrestrial,Decreasing,,,Casearia sylvestris Sw. (crackopen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45509471,Antrostomus rufus (Rufous Nightjar) is a species of birds in the family Caprimulgidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,,,Bolivia,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous owl,Animalia,Chordata,Aves,https://eol.org/pages/45517848,Ninox rufa (Rufous Boobook) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,-15 dB,flight,apatite,corneal eyes,australasia,,Trans Fly Savanna And Grasslands,Indonesia,"tropical,freshwater habitat",Decreasing,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous paradise flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45516881,Terpsiphone cinnamomea (Rufous Paradise Flycatcher) is a species of birds in the family monarch flycatchers. They are found in the indo-malayan realm and australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,23.1 g,Sulu Archipelago Rain Forests,The Philippines,tropical,,,,,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous piculet,Animalia,Chordata,Aves,https://eol.org/pages/45516544,Sasia abnormis (Rufous Piculet) is a species of birds in the family woodpeckers. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,9.199999999999999 g,Borneo Peat Swamp Forests,Malaysia,"tropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous piha,Animalia,Chordata,Aves,https://eol.org/pages/45509874,Lipaugus unirufus (Rufous Piha) is a species of birds in the family cotingas. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,The Neotropics,87.2 g,,Belize,"tropical,terrestrial",Decreasing,,,Dilodendron elegans (Radlk.) A. Gentry & Steyerm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous potoo,Animalia,Chordata,Aves,https://eol.org/pages/1178208,Nyctibius bracteatus (Rufous Potoo) is a species of birds in the family potoos. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,The Neotropics,58 g,Monte Alegre Varzea,Bolivia,subtropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous sabrewing,Animalia,Chordata,Aves,https://eol.org/pages/45509509,Campylopterus rufus (Rufous Sabrewing) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Clock vine. They rely on flight to move around.,tympanic middle ear,,,bipedal movement,apatite,corneal eyes,The Neotropics,6.3 g,,Mexico,"subtropical,terrestrial",Unknown,cites appendix ii,,,,,,,,,,,,,,,,,,,,,,Thunbergia mysorensis (Wight) T. Anders. ex Bedd. (Clock vine),,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous scrubbird,Animalia,Chordata,Aves,https://eol.org/pages/45518371,Atrichornis rufescens (Rufous Scrub Bird) is a species of birds in the family scrub-birds. They are listed as endangered by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,australasia,24 g,Eastern Australian Temperate Forests,Australia,terrestrial,Decreasing,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous shrikethrush,Animalia,Chordata,Aves,https://eol.org/pages/45516842,Colluricincla megarhyncha (Little Shrike Thrush) is a species of birds in the family whistlers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,australasia,32 g,,South Pacific,"tropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,Colluricincla megarhyncha (Quoy & Gaimard 1832) (Little Shrike-thrush),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous sibia,Animalia,Chordata,Aves,https://eol.org/pages/45517274,Heterophasia capistrata (Rufous Sibia) is a species of birds in the family Leiothrichidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,45 g,Eastern Himalayan Alpine Shrub And Meadows,United States,"temperate,terrestrial",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous songlark,Animalia,Chordata,Aves,https://eol.org/pages/52232835,Cincloramphus mathewsi (Rufous Songlark) is a species of birds in the family Locustellidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,australasia,,Murray-Darling Woodlands And Mallee,Australia,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous spinetail,Animalia,Chordata,Aves,https://eol.org/pages/1050217,Synallaxis unirufa (Rufous Spinetail) is a species of birds in the family ovenbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,26.4 g,,Bolivia,"subtropical,terrestrial",Stable,,,,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous treecreeper,Animalia,Chordata,Aves,https://eol.org/pages/45518380,Climacteris rufus (Rufous Treecreeper) is a species of birds in the family Australo-Papuan treecreepers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Australia,"temperate,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous treepie,Animalia,Chordata,Aves,https://eol.org/pages/916519,Dendrocitta vagabunda (Rufous Treepie) is a species of birds in the family Corvidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,the indo-malayan realm,,Chhota-Nagpur Dry Deciduous Forests,Vietnam,"desert,terrestrial",Decreasing,,,Pyracantha crenulata (D. Don) M. Roemer (Nepalese firethorn),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous twistwing,Animalia,Chordata,Aves,https://eol.org/pages/45513141,Cnipodectes superrufus (Rufous Twistwing) is a species of birds in the family tyrant flycatchers. They are listed as vulnerable by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Peru,terrestrial,Increasing,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous vanga,Animalia,Chordata,Aves,https://eol.org/pages/45514238,Schetba rufa (Rufous Vanga) is a species of birds in the family Vangidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,44 g,Madagascar Mangroves,Madagascar,"tropical,terrestrial",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous whistler,Animalia,Chordata,Aves,https://eol.org/pages/45516830,Pachycephala rufiventris (Rufous Whistler) is a species of birds in the family whistlers. They are found in australasia. They are diurnal. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,australasia,,Carnarvon Xeric Shrublands,Indian Ocean,terrestrial,Decreasing,,,,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous woodpecker,Animalia,Chordata,Aves,https://eol.org/pages/45516609,Micropternus brachyurus (Rufous Woodpecker) is a species of birds in the family woodpeckers. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,,,Bangladesh,"swamp,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rufous wren,Animalia,Chordata,Aves,https://eol.org/pages/1053015,Cinnycerthia unirufa (Rufous Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,36.9 g,Cauca Valley Montane Forests,Brazil,"mountain,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Running coua,Animalia,Chordata,Aves,https://eol.org/pages/1047940,Coua cursor (Running Coua) is a species of birds in the family Cuculidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,Afrotropics,118 g,Madagascar Spiny Thickets,Madagascar,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rüppells black chat,Animalia,Chordata,Aves,https://eol.org/pages/45514805,Myrmecocichla melaena (Rueppell's Chat) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,,Ethiopian Montane Moorlands,Ethiopia,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rüppells korhaan,Animalia,Chordata,Aves,https://eol.org/pages/45513872,Eupodotis rueppelii (Rüppell's Korhaan) is a species of birds in the family bustards. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rüppells parrot,Animalia,Chordata,Aves,https://eol.org/pages/45510818,Poicephalus rueppellii (Rüppell's Parrot) is a species of birds in the family parrots. They are listed in cites appendix ii. They are found in Afrotropics. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,bipedal movement,,corneal eyes,Afrotropics,132 g,,Namibia,"savanna,terrestrial",Decreasing,,116 g,,,,diurnal,,,,,,,,,,,34.3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rüppells robinchat,Animalia,Chordata,Aves,https://eol.org/pages/45514750,Cossypha semirufa (Rueppell's Robin Chat) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,31 g,Somali Acacia-Commiphora Bushlands And Thickets,Ethiopia,"mountain,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rüppells starling,Animalia,Chordata,Aves,https://eol.org/pages/45515510,Lamprotornis purpuroptera (Rueppell's Glossy Starling) is a species of birds in the family starlings. They are diurnal. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,92 g,,Burundi,terrestrial,Unknown,,,,NHMUK,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rüppells vulture,Animalia,Chordata,Aves,https://eol.org/pages/57094523,Gyps rueppellii (Rueppell's Griffon) is a species of  in the family Accipitridae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rüppells weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514965,Ploceus galbula (Rueppell's Weaver) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,29 g,Southwestern Arabian Foothills Savanna,Oman,"mountain,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ruspolis turaco,Animalia,Chordata,Aves,https://eol.org/pages/45513999,Tauraco ruspolii (Prince Ruspoli's Turaco) is a species of birds in the family turacos. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,Afrotropics,290 g,,Ethiopia,"tropical,terrestrial",Decreasing,vulnerable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Russet antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45509812,Thamnistes anabatinus (Russet Antshrike) is a species of birds in the family typical antbirds. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,The Neotropics,23.6 g,Eastern Cordillera Real Montane Forests,Belize,tropical,,,,,NHMUK,,,1.383 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Russet bush warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517071,Locustella mandelli (Russet Bush Warbler) is a species of birds in the family Locustellidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,Vietnam,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Russet nightingalethrush,Animalia,Chordata,Aves,https://eol.org/pages/45510203,Catharus occidentalis (Russet Nightingale Thrush) is a species of birds in the family thrushes. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,tympanic middle ear,,,bipedal movement,apatite,corneal eyes,The Neotropics,26.2 g,,Costa Rica,"tropical,terrestrial",Decreasing,,,Phytolacca rivinoides Kunth & Bouché (Venezuelan pokeweed),(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Russet sparrow,Animalia,Chordata,Aves,https://eol.org/pages/1052119,Passer rutilans (Russet Sparrow) is a species of birds in the family Old World sparrows. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,18.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rustic bunting,Animalia,Chordata,Aves,https://eol.org/pages/45511172,Emberiza rustica (Rustic Bunting) is a species of birds in the family New World sparrows. They are listed as vulnerable by IUCN. They are found in the indo-malayan realm and the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,the indo-malayan realm,21 g,,United States,terrestrial,Decreasing,vulnerable,,,,,diurnal,,,,,terrestrial,,,,granivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
