,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,biogeographic realm,body mass,ecoregion,geographic distribution includes,habitat,population trend,conservation status,weight,eats,type specimen repository,ecomorphological guild,behavioral circadian rhythm,genome size,has ectoparasite,body shape,diet includes,foraging habitat,native range includes,parental care,social system,trophic guild,body length,life span,preys on,parasitized by,basal metabolic rate,prenatal development duration,mating system,visits flowers of,is eaten by,host of,preyed upon by,growth rate,litters per year,visits,sensory system,body temperature,bill length,tarsus length,temperature at range midpoint latitude,mutualistic with,number of public records in bold,onset of fertility,used for,clutch/brood/litter size,leaf arrangement,life cycle habit,developmental mode,wing morphology,middle toe length,symbiont of,motility,supporting structures and enclosures,initial mortality rate
0,Red owl,Animalia,Chordata,Aves,https://eol.org/pages/45514013,"Tyto soumagnei (Red Owl) is a species of birds in the family Tytonidae. They are listed as vulnerable by IUCN and in cites appendix i. They are found in Afrotropics. They are solitary, nocturnal carnivores. They rely on flight to move around.",tympanic middle ear,,,flight,,corneal eyes,Afrotropics,323 g,,Madagascar,tropical,Decreasing,,,,,,,,,bilaterally symmetric,insects,,,,solitary,vertivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red phalarope,Animalia,Chordata,Aves,https://eol.org/pages/45509252,Phalaropus fulicarius (Red Phalarope) is a species of birds in the family Scolopacidae. They rely on flight to move around.,tympanic middle ear,,,flight,apatite,corneal eyes,,49.7 g,,Mexico,"marine,terrestrial",Unknown,,,Protomedeia,NHMUK,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red pileated finch,Animalia,Chordata,Aves,https://eol.org/pages/1050318,Coryphospingus cucullatus (Red Pileated Finch) is a species of birds in the family tanagers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,The Neotropics,15.8 g,,United States,"subtropical,terrestrial",Stable,,,Ficus organensis (Miq.) Miq.,(UMMZ) - UMMZ Birds Collection {http://www.lsa.umich.edu/ummz/birds/},,,1.297 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red rail,Animalia,Chordata,Aves,https://eol.org/pages/45513910,Aphanapteryx bonasia (Red Rail) is a species of birds in the family rails. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red Sea cliff swallow,Animalia,Chordata,Aves,https://eol.org/pages/45515402,Petrochelidon perdita (Red Sea Cliff Swallow) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,"sea cliff,terrestrial",Stable,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red shoveler,Animalia,Chordata,Aves,https://eol.org/pages/52571560,Spatula platalea (Red Shoveler) is a species of birds in the family Anatidae. They rely on drag powered swimming and flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,,,,,"lagoon,marine",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red siskin,Animalia,Chordata,Aves,https://eol.org/pages/59046334,EOL has data for one attribute:,,,,,,,,,,,,,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red spurfowl,Animalia,Chordata,Aves,https://eol.org/pages/45515999,Galloperdix spadicea (Red Spurfowl) is a species of birds in the family Phasianidae. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,454 g,Deccan Thorn Scrub Forests,India,terrestrial,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red tanager,Animalia,Chordata,Aves,https://eol.org/pages/1178182,Piranga flava (Red Tanager) is a species of birds in the family cardinals. They are found in The Nearctic and The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,The Nearctic,45.1 g,Cordillera Oriental Montane Forests,United States,,,,,Humiria balsamifera (Aubl.) A. St.-Hil.,,,,,,,,,,,,,,,,Diplotriaena Railliet & Henry 1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red warbler,Animalia,Chordata,Aves,https://eol.org/pages/45511891,Cardellina rubra (Red Warbler) is a species of birds in the family New World warblers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Mexico,"tropical,terrestrial",Decreasing,,,,(MLZ) - MLZ Bird Collection (Arctos) {http://www.oxy.edu/moore-lab-zoology},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Red wattlebird,Animalia,Chordata,Aves,https://eol.org/pages/45518511,Anthochaera carunculata (Red Wattlebird) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,australasia,131 g,,Indian Ocean,"valley,terrestrial",Stable,,,Cicada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reddish egret,Animalia,Chordata,Aves,https://eol.org/pages/45511354,Egretta rufescens (Reddish Egret) is a species of birds in the family Ardeidae. They are listed as near threatened by IUCN. They are found in The Neotropics and The Nearctic. They rely on flight to move around.,,,,flight,,corneal eyes,The Neotropics,,,Mexico,beach,Decreasing,,614 g,Lagodon rhomboides (Linnaeus 1766) (Bream),,nectonic,,,,,,,,,,,,22 years,Girella nigricans (Ayres 1860) (Opaleye),,,,,,,,,,1 /year,,,,,,,,,,,,,,,,,,,,
0,Reddish hermit,Animalia,Chordata,Aves,https://eol.org/pages/45512240,"Phaethornis ruber (Reddish Hermit) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They visit flowers of Monotagma secundum, parakeetflower, Mutisia, and Aechmea contracta. They rely on flight to move around.",tympanic middle ear,,,flight,apatite,corneal eyes,The Neotropics,2.4 g,,Suriname,terrestrial,Decreasing,cites appendix ii,,,,,,1.131 pg,,,,,,,,,,,,,,,,Ruellia (wild petunia),,,,,,,,,,,,,,,,,,,,,,,,,
0,Reddish scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1178225,Otus rufescens (Reddish Scops Owl) is a species of birds in the family typical owls. They are listed as near threatened by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,-15 dB,bipedal movement,apatite,corneal eyes,the indo-malayan realm,83.09999999999999 g,,The Philippines,terrestrial,Decreasing,near threatened,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Redhead,Animalia,Chordata,Aves,https://eol.org/pages/8574697,Redheadia is a genus of Fungi in the family Sclerotiniaceae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Redthroat,Animalia,Chordata,Aves,https://eol.org/pages/45518106,Pyrrholaemus brunneus (Redthroat) is a species of birds in the family Acanthizidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,australasia,17 g,Western Australian Mulga Shrublands,Australia,"arid,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Redwing,Animalia,Chordata,Aves,https://eol.org/pages/45510219,Turdus iliacus (Birch) is a species of birds in the family thrushes. They are listed as near threatened by IUCN. They are found in the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,flight,,,the palearctic,,,United States,coastal,Decreasing,,61.2 g,"Prunus spinosa L. (sloe, blackthorn)",Staatliches Museum fuer Naturkund Stuttgart,,,,,,,terrestrial,,,,invertivore,,18.8 years,,,0.722 watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reed parrotbill,Animalia,Chordata,Aves,https://eol.org/pages/45518857,Paradoxornis heudei (Reed Parrotbill) is a species of birds in the family Sylviidae. They are listed as near threatened by IUCN. They are found in the palearctic and the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,the palearctic,,Changjiang Plain Evergreen Forests,Mongolia,freshwater habitat,Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Regal sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514892,Cinnyris regius (Regal Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,7 g,,Burundi,"mountain,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Regent bowerbird,Animalia,Chordata,Aves,https://eol.org/pages/45518054,"Sericulus chrysocephalus (Regent Bowerbird) is a species of birds in the family bowerbirds. They are native to Australia. They are solitary, diurnal herbivores. They have parental care (female provides care). They rely on flight to move around.",,,,flight,,,australasia,,,Australia,tropical,Decreasing,,,,,,,,,bilaterally symmetric,fruit,,Australia,provisioning,solitary,frugivore,,,,,,,polygynous,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Regent honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518513,Anthochaera phrygia (Regent Honeyeater) is a species of birds in the family honeyeaters. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Australia,"valley,terrestrial",Decreasing,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Regent parrot,Animalia,Chordata,Aves,https://eol.org/pages/45518027,Polytelis anthopeplus (Regent Parrot) is a species of birds in the family Psittaculidae. They are listed in cites appendix ii. They are found in australasia. They rely on flight to move around.,,,,flight,,corneal eyes,australasia,,,United States,subtropical,Decreasing,,170 g,Olea europaea L. (olive tree),,,,,,,,,,,,,,13.8 years,,,,,,,,,,,,,,,18.2 mm,21 mm,10.71 degrees celsius,,,,,,,,,,,,,,
0,Regent whistler,Animalia,Chordata,Aves,https://eol.org/pages/45516828,Pachycephala schlegelii (Regent Whistler) is a species of birds in the family whistlers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,australasia,25.4 g,Central Range Sub-Alpine Grasslands,Indonesia,"subtropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reichards seedeater,Animalia,Chordata,Aves,https://eol.org/pages/45515734,Crithagra reichardi (Reichard's Seedeater) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Democratic Republic Of The Congo,savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reichenbachs sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514849,Anabathmis reichenbachii (Reichenbach's Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,otoliths,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,13 g,,Cameroon,freshwater habitat,Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reichenows batis,Animalia,Chordata,Aves,https://eol.org/pages/45515124,Batis reichenowi (Reichenow's Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,Afrotropics,,Southern Zanzibar-Inhambane Coastal Forest Mosaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reichenows seedeater,Animalia,Chordata,Aves,https://eol.org/pages/45515722,Crithagra reichenowi (Reichenow's Seedeater) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Ethiopia,"savanna,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reischeks parakeet,Animalia,Chordata,Aves,https://eol.org/pages/45517974,Cyanoramphus hochstetteri (Reischek's Parakeet) is a species of birds in the family Psittaculidae. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,South Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Reisers tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45512958,Phyllomyias reiseri (Reiser's Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,,Alto Paraná Atlantic Forests,Brazil,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Relict gull,Animalia,Chordata,Aves,https://eol.org/pages/51125059,Larus relictus (Relict Gull) is a species of . They are listed in cites appendix i. They are found in the palearctic.,,,,,,,the palearctic,463 g,Ordos Plateau Steppe,Asia,,,cites appendix i,,Ammodytes hexapterus Pallas 1814 (Pacific sand lance),,nectonic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rennell fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518663,Rhipidura rennelliana (Rennell Fantail) is a species of birds in the family Rhipiduridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,australasia,,Solomon Islands Rain Forests,,"subtropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rennell shrikebill,Animalia,Chordata,Aves,https://eol.org/pages/45518239,Clytorhynchus hamlini (Rennell Shrikebill) is a species of birds in the family monarch flycatchers. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,10 dB,flight,apatite,corneal eyes,australasia,38 g,Solomon Islands Rain Forests,,"subtropical,terrestrial",Decreasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rennell starling,Animalia,Chordata,Aves,https://eol.org/pages/1051023,Aplonis insularis (Rennell Starling) is a species of birds in the family starlings. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,australasia,74 g,Solomon Islands Rain Forests,,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rennell whistler,Animalia,Chordata,Aves,https://eol.org/pages/36656948,Pachycephala feminina (Rennell Whistler) is a species of birds in the family whistlers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rennell whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45518697,Zosterops rennellianus (Rennell White Eye) is a species of birds in the family white-eyes. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,australasia,,Solomon Islands Rain Forests,,"tropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Resplendent quetzal,Animalia,Chordata,Aves,https://eol.org/pages/45511617,Pharomachrus mocinno (Resplendent Quetzal) is a species of birds in the family Trogonidae. They are listed as near threatened by IUCN and in cites appendix i. They are native to The Neotropics. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,flight,,corneal eyes,The Neotropics,,,United States,cloud forest,Decreasing,,,Ocotea bernoulliana Mez,,,,,,bilaterally symmetric,,terrestrial,The Neotropics,,,frugivore,,,,,,,,,,,,,,,,,,,,Citharexylum (fiddlewood),,,,,,,,,,,,,
0,Restinga tyrannulet,Animalia,Chordata,Aves,https://eol.org/pages/45513055,Phylloscartes kronei (Restinga Tyrannulet) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,The Neotropics,8.800000000000001 g,Araucaria Moist Forests,Brazil,"coastal,freshwater habitat",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Restless flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45518267,Myiagra inquieta (Restless Flycatcher) is a species of birds in the family monarch flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,australasia,25 g,Esperance Mallee,Australia,,,,,,,,,,,,,,,,,,,,,Acuaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Retzs helmetshrike,Animalia,Chordata,Aves,https://eol.org/pages/45514214,Prionops retzii (Retz's Helmet Shrike) is a species of birds in the family Vangidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,,Kalahari Acacia-Baikiaea Woodlands,Mozambique,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion bulbul,Animalia,Chordata,Aves,https://eol.org/pages/45514398,Hypsipetes borbonicus (Olivaceous Bulbul) is a species of birds in the family bulbuls. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,57.2 g,Mascarene Forests,Mauritius,terrestrial,Increasing,near threatened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion cuckooshrike,Animalia,Chordata,Aves,https://eol.org/pages/57691229,Coracina newtoni (Reunion Cuckooshrike) is a species of  in the family cuckoo-shrikes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion grey whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45514653,Zosterops borbonicus (Grey White Eye) is a species of birds in the family white-eyes. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,9.199999999999999 g,Mascarene Forests,Mauritius,,,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion harrier,Animalia,Chordata,Aves,https://eol.org/pages/1047917,Circus maillardi (Malagasy Marsh Harrier) is a species of birds in the family Accipitridae. They are listed as endangered by IUCN and in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,Afrotropics,,Mascarene Forests,RéUnion,"marsh,terrestrial",Decreasing,endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion ibis,Animalia,Chordata,Aves,https://eol.org/pages/45513837,Threskiornis solitarius (Reunion Ibis) is a species of birds in the family Threskiornithidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion kestrel,Animalia,Chordata,Aves,https://eol.org/pages/45514155,Falco duboisi (Reunion Kestrel) is a species of birds in the family falcons. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion night heron,Animalia,Chordata,Aves,https://eol.org/pages/7242850,Nycticorax duboisi (Réunion Night Heron) is a species of birds in the family Ardeidae. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,freshwater habitat,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion olive whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/45514664,Zosterops olivaceus (Reunion Olive White Eye) is a species of birds in the family white-eyes. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,9.800000000000001 g,Mascarene Forests,RéUnion,"tropical,terrestrial",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion owl,Animalia,Chordata,Aves,https://eol.org/pages/7237792,Mascarenotus grucheti (Reunion Owl) is a species of birds in the family typical owls. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,-15 dB,flight,apatite,corneal eyes,,,,,terrestrial,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion rail,Animalia,Chordata,Aves,https://eol.org/pages/45513908,Dryolimnas augusti (Reunion Rail) is a species of birds in the family rails. This species is extinct. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,freshwater habitat,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion sheldgoose,Animalia,Chordata,Aves,https://eol.org/pages/7209436,Alopochen kervazoi (Reunion Sheldgoose) is a species of birds in the family Anatidae. This species is extinct. They rely on flight and drag powered swimming to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,freshwater habitat,,extinct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Réunion stonechat,Animalia,Chordata,Aves,https://eol.org/pages/45514788,Saxicola tectes (Reunion Stonechat) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,10 dB,bipedal movement,apatite,corneal eyes,Afrotropics,13.6 g,Mascarene Forests,RéUnion,"mountain,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rhinoceros auklet,Animalia,Chordata,Aves,https://eol.org/pages/45509368,Cerorhinca monocerata (Rhinoceros Auklet) is a species of birds in the family auks. They are found in The Nearctic and the palearctic. They are nocturnal. They have parental care (pair provides care). They rely on flight and lift powered swimming to move around.,,,,flight,,,The Nearctic,,,North Pacific,,Decreasing,,544.1 g,,,nectonic,,,,,,marine pelagic,,,,vertivore,,28.2 years,,,,45 days,,,,,,0.098 /day,1 /year,,,,,,,,,,,,,,,,,,,,
0,Rhinoceros hornbill,Animalia,Chordata,Aves,https://eol.org/pages/1048414,Buceros rhinoceros (Rhinoceros Hornbill) is a species of birds in the family hornbills. They are listed as vulnerable by IUCN and in cites appendix ii. They are found in the indo-malayan realm. They are diurnal. They rely on flight to move around.,tympanic middle ear,,,flight,,corneal eyes,the indo-malayan realm,2330 g,,United States,"mountain,terrestrial",Decreasing,vulnerable,,Ficus sumatrana (Miq.) Miq.,,,diurnal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Richards pipit,Animalia,Chordata,Aves,https://eol.org/pages/45513738,"Anthus richardi (Richard's Pipit) is a species of birds in the family Motacillidae. They are found in the indo-malayan realm, Afrotropics, and the palearctic. They rely on flight to move around.",tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,the indo-malayan realm,37 g,Arabian Peninsula Coastal Fog Desert,Mozambique,steppe,,,,,Zoologisches Forschungsmuseum Alexander Koenig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ridgetop swiftlet,Animalia,Chordata,Aves,https://eol.org/pages/52571519,Collocalia isonota (Ridgetop Swiftlet) is a species of birds in the family swifts. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,,tropical,,,,,,,,,,,,,,,,insectivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ridgways hawk,Animalia,Chordata,Aves,https://eol.org/pages/1048446,Buteo ridgwayi (Hispaniolan Hawk) is a species of birds in the family Accipitridae. They are listed as critically endangered by IUCN and in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,20 dB,bipedal movement,apatite,corneal eyes,The Neotropics,,,Haiti,terrestrial,Increasing,critically endangered,,Scolopendra (Centipede),,,,,,,,,,,,,,,Scolopendra (Centipede),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ridgways rail,Animalia,Chordata,Aves,https://eol.org/pages/45509098,Rallus obsoletus (Ridgway's Rail) is a species of birds in the family rails. They are listed as near threatened by IUCN. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,United States,"coastal,marine",Decreasing,near threatened,,Mytilus californianus Conrad 1837 (California mussel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rifleman,Animalia,Chordata,Aves,https://eol.org/pages/92710,Acanthisitta (Rifleman) is a genus of birds in the family New Zealand wrens. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
0,Rimatara reed warbler,Animalia,Chordata,Aves,https://eol.org/pages/45518759,Acrocephalus rimitarae (Rimatara Reed Warbler) is a species of birds in the family Acrocephalidae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,29 g,,French Polynesia,"subtropical,terrestrial",Decreasing,critically endangered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ring ouzel,Animalia,Chordata,Aves,https://eol.org/pages/45515572,Turdus torquatus (Ring Ouzel) is a species of birds in the family thrushes. They are found in the palearctic. They are diurnal. They have parental care (pair provides care). They rely on flight to move around.,,,,flight,,corneal eyes,the palearctic,,,North Atlantic,alpine,Stable,,109 g,Berberis hispanica Boiss. & Reuter,,,,,,,,terrestrial,,,,invertivore,,9.1 years,,,,,,,,,,0.624 /day,,,,,,,,,,,,,,,,,,,,,
0,Ringed antpipit,Animalia,Chordata,Aves,https://eol.org/pages/45513022,Corythopis torquatus (Ringed Antpipit) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,,,,Bolivia,"tropical,terrestrial",Stable,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ringed kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45509672,Megaceryle torquata (Ringed Kingfisher) is a species of birds in the family Alcedinidae. They are associated with freshwater habitat. They rely on flight to move around.,tympanic middle ear,5000 Hz,20 dB,flight,apatite,corneal eyes,,,,United States,"temperate,freshwater habitat",Stable,,,,,,,,,,,,,,,,,,,Contracaecum,,,,,,Pulchrosoma,,,,,,,,,,,,,,,,,,,,,,,
